Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Aug 4,0,0,0,0,0,21,146,334,539,718,844,887,796,719,583,426,235,116,36,0,0,0,0,0
Aug 5,0,0,0,0,0,24,163,375,585,759,878,931,885,864,719,585,368,190,42,0,0,0,0,0
Aug 6,0,0,0,0,0,19,117,298,534,711,760,627,877,773,688,445,314,152,33,0,0,0,0,0
Aug 7,0,0,0,0,0,19,123,320,497,583,186,438,460,606,657,221,197,38,31,0,0,0,0,0
Aug 8,0,0,0,0,0,16,124,314,525,707,831,832,863,809,742,561,384,152,29,0,0,0,0,0
Aug 9,0,0,0,0,0,25,151,371,546,723,837,886,966,851,707,524,340,144,33,0,0,0,0,0
Aug 10,0,0,0,0,0,25,95,359,495,700,837,877,916,754,720,554,401,184,36,0,0,0,0,0
Aug 11,0,0,0,0,0,23,147,349,574,752,829,916,879,737,731,584,331,170,38,0,0,0,0,0
Aug 12,0,0,0,0,0,10,127,346,575,753,878,955,876,858,786,611,401,189,38,0,0,0,0,0
Aug 13,0,0,0,0,0,16,132,339,557,740,868,894,912,841,714,477,337,158,26,0,0,0,0,0
Aug 14,0,0,0,0,0,19,142,336,489,712,833,884,882,767,655,528,323,168,32,0,0,0,0,0
Aug 15,0,0,0,0,0,23,147,360,567,747,729,827,935,682,575,567,357,149,35,0,0,0,0,0
Aug 16,0,0,0,0,0,22,103,223,524,573,796,899,824,669,497,353,91,43,18,0,0,0,0,0
Aug 17,0,0,0,0,0,6,64,306,531,705,719,816,761,721,508,436,156,97,17,0,0,0,0,0
Aug 18,0,0,0,0,0,14,118,323,533,643,796,694,853,797,585,560,347,147,24,0,0,0,0,0
Aug 19,0,0,0,0,0,9,50,123,207,277,522,806,574,372,455,219,302,91,18,0,0,0,0,0
Aug 20,0,0,0,0,0,6,53,249,270,497,523,693,467,338,265,204,365,114,20,0,0,0,0,0
Aug 21,0,0,0,0,0,4,62,117,241,468,675,417,754,690,537,453,316,105,16,0,0,0,0,0
Aug 22,0,0,0,0,0,10,64,194,335,437,406,294,438,694,444,280,365,151,25,0,0,0,0,0
Aug 23,0,0,0,0,0,10,44,137,387,446,787,865,857,790,640,547,368,150,23,0,0,0,0,0
Aug 24,0,0,0,0,0,11,107,305,514,671,794,879,835,811,475,518,330,104,15,0,0,0,0,0
Aug 25,0,0,0,0,0,16,126,275,550,735,823,858,920,629,650,480,268,99,17,0,0,0,0,0
Aug 26,0,0,0,0,0,13,106,306,529,673,837,880,891,806,691,520,318,121,18,0,0,0,0,0
Aug 27,0,0,0,0,0,14,107,321,531,688,882,709,757,832,684,530,318,114,14,0,0,0,0,0
Aug 28,0,0,0,0,0,13,111,252,487,690,686,920,447,487,659,513,166,74,10,0,0,0,0,0
Aug 29,0,0,0,0,0,8,67,209,421,561,419,457,466,482,188,293,112,74,16,0,0,0,0,0
Aug 30,0,0,0,0,0,6,88,269,507,676,676,887,880,748,604,463,186,58,5,0,0,0,0,0
Aug 31,0,0,0,0,0,3,88,231,302,360,808,263,639,353,163,131,95,71,9,0,0,0,0,0
Sep 1,0,0,0,0,0,0,114,297,418,668,793,765,834,812,678,451,220,61,0,0,0,0,0,0
Sep 2,0,0,0,0,0,0,104,276,206,210,347,364,483,456,456,247,66,49,0,0,0,0,0,0
Sep 3,0,0,0,0,0,0,74,95,146,331,750,619,834,432,347,494,301,16,0,0,0,0,0,0
Sep 4,0,0,0,0,0,0,117,291,505,669,291,334,822,210,108,137,260,87,0,0,0,0,0,0
Sep 5,0,0,0,0,0,0,118,306,505,669,800,819,774,782,654,488,294,16,0,0,0,0,0,0
Sep 6,0,0,0,0,0,0,119,241,166,134,676,856,857,350,296,230,56,35,0,0,0,0,0,0
