Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Apr 30,18.9,18.3,17.8,17.2,17.2,17.2,17.8,19.4,20.6,21.1,21.7,23.9,25,26.7,26.1,26.1,24.4,23.3,21.7,20.6,18.9,18,17.2,16.3
May 1,15.4,14.5,13.7,12.8,13.9,14.4,16.7,20,22.2,23.3,24.4,24.4,25.6,26.1,26.1,25.6,24.4,23.3,20.6,20.6,20,20.6,20.6,20.6
May 2,20,19.4,18.9,18.9,18.9,18.9,19.4,20,22.2,23.3,24.4,25.6,26.7,25.6,27.2,27.2,26.1,25.6,23.9,23.3,22.8,21.7,21.1,20.6
May 3,21.1,21.1,21.1,21.1,21.1,21.1,21.7,22.8,23.3,25,25,27.2,28.9,28.3,28.9,27.8,27.8,26.7,25,23.9,23.3,23.3,23.3,22.8
May 4,21.7,21.7,21.1,19.4,17.2,17.2,17.2,16.7,16.7,17.2,17.2,17.2,17.2,17.8,18.3,19.4,18.9,18.9,18.3,17.8,17.8,17.2,16.7,17.2
May 5,17.8,17.2,15,13.3,12.8,12.2,12.8,13.3,13.3,13.9,15,16.1,16.7,16.7,15.6,15.6,15,14.4,14.4,13.9,13.3,13.3,13.3,13.3
May 6,12.8,12.8,12.8,12.8,12.8,12.8,12.8,13.3,13.9,16.1,18.9,21.7,23.3,24.4,25.6,25.6,25.6,25,21.7,19.4,18.9,17.2,16.7,17.2
May 7,16.7,15,15,14.4,14.4,15.6,17.2,18.9,22.2,23.3,23.9,26.1,27.8,28.3,28.3,29.4,29.4,27.8,26.7,22.8,22.2,21.7,21.1,20
May 8,18.9,18.3,17.8,17.8,16.7,17.2,20,22.8,23.3,24.4,26.7,27.2,28.9,28.9,30,29.4,27.8,27.8,22.8,21.1,21.7,21.7,22.8,21.1
May 9,21.1,20,20,20,20.6,20.6,21.1,23.3,22.8,25.6,25,27.8,27.2,29.4,29.4,29.4,29.4,27.8,25.6,23.9,21.1,22.2,22.2,20.6
May 10,20.6,20,20,21.1,21.1,21.1,22.2,24.4,25.6,27.2,27.8,30.6,31.1,31.7,31.1,31.1,30.6,29.4,27.2,24.4,25,24.4,22.8,21.7
May 11,22.2,21.1,22.2,21.1,21.1,21.7,23.3,25,26.7,27.8,28.3,30,30,28.3,30.6,31.7,23.9,22.8,21.7,20.6,20.6,20.6,21.1,18.9
