Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/10  24:00:00,876.424659865,96.1775156129,481.913901508,0.0,46.0930336215,113.312780494,364.85359936,350.505064274,5.66466996096,8.68386512565
 08/11  01:00:00,895.056873443,96.1775156129,498.486251383,0.0,46.0930336215,113.312780494,391.608312048,368.598017632,5.66466996096,17.345624455
 08/11  02:00:00,905.651684286,96.1775156129,508.569081744,0.0,46.0930336215,113.312780494,390.252069057,375.90361961,5.66466996096,8.68377948688
 08/11  03:00:00,906.979737416,96.1775156129,509.983656632,0.0,46.0930336215,113.312780494,394.974684911,380.626949608,5.66466996096,8.68306534178
 08/11  04:00:00,1000.11327462,96.1775156129,509.424109421,0.0,100.150657288,148.969399434,378.81633294,364.469280804,5.66466996096,8.68238217523
 08/11  05:00:00,1001.2775893,100.753358292,505.467202941,0.0,100.150657288,149.894399434,486.280374485,463.435020965,14.1616749024,8.68367861712
 08/11  06:00:00,1218.6081301,106.848189813,500.476537602,0.0,176.471037341,302.612436532,389.054733512,349.176117726,28.3233498048,11.5552659815
 08/11  07:00:00,1326.25787782,112.345047125,485.150579046,0.0,243.2593065,310.10971186,362.533160765,299.336411225,42.4850247072,20.7117248329
 08/11  08:00:00,1358.55370764,114.052238576,475.225618925,0.0,243.2593065,310.10971186,317.825568551,241.061794899,56.6466996096,20.1170740424
 08/11  09:00:00,1408.92410897,120.180598835,481.029191741,0.0,243.2593065,302.612436532,235.576399762,166.738254986,42.4850247072,26.3531200693
 08/11  10:00:00,1436.94368335,134.171089228,485.191568271,0.0,243.2593065,310.10971186,198.760431869,101.48564749,70.808374512,26.4664098671
 08/11  11:00:00,1448.29227801,144.951472353,484.68660288,0.0,243.2593065,310.10971186,163.861955985,66.5542418863,70.808374512,26.4993395866
 08/11  12:00:00,1410.38395185,149.312883351,484.115046017,0.0,243.2593065,310.10971186,151.04371196,53.8362188178,70.808374512,26.3991186301
 08/11  13:00:00,1445.87101705,152.1027494,483.458607573,0.0,243.2593065,302.612436532,139.833812966,47.8580245122,56.6466996096,35.3290888445
 08/11  14:00:00,1448.53394631,155.352198923,482.856370748,0.0,243.2593065,302.612436532,112.567879074,43.6187423423,42.4850247072,26.4641120241
 08/11  15:00:00,1452.20501088,159.627642157,482.236990567,0.0,243.2593065,302.612436532,121.444137179,38.3674367582,56.6466996096,26.4300008116
 08/11  16:00:00,1462.30020427,163.221466128,482.082103138,0.0,243.2593065,310.10971186,142.718510477,31.4196184293,84.9700494144,26.3288426337
 08/11  17:00:00,1463.52443863,164.558079796,481.97028567,0.0,243.2593065,310.10971186,123.743739656,30.0521787074,84.9700494144,8.72151153375
 08/11  18:00:00,1134.50358856,96.1775156129,486.893074813,0.0,166.938926447,199.110933808,169.576186817,67.2219485372,84.9700494144,17.3841888653
 08/11  19:00:00,1132.88058883,96.1775156129,489.096375106,0.0,166.938926447,191.61365848,157.782506107,92.4357371038,56.6466996096,8.70006939376
 08/11  20:00:00,1009.34736647,96.1775156129,487.96689864,0.0,100.150657288,124.558693486,229.079950617,155.050065876,56.6466996096,17.3831851312
 08/11  21:00:00,968.912025315,96.1775156129,487.601274666,0.0,100.150657288,124.558693486,237.90530557,186.735049766,42.4850247072,8.68523109625
 08/11  22:00:00,887.218891343,96.1775156129,477.566718685,0.0,46.0930336215,124.558693486,268.748978182,231.743069884,28.3233498048,8.68255849332
 08/11  23:00:00,882.317144589,96.1775156129,474.754927105,0.0,46.0930336215,124.558693486,288.625946827,265.780407507,14.1616749024,8.68386441732
 08/11  24:00:00,867.042302376,96.1775156129,473.832434167,0.0,46.0930336215,113.312780494,323.667009948,300.655590705,5.66466996096,17.346749282
 08/12  01:00:00,866.609708051,96.1775156129,473.964924977,0.0,46.0930336215,113.312780494,332.493375268,318.144921648,5.66466996096,8.68378365894
 08/12  02:00:00,868.426186997,96.1775156129,475.520975179,0.0,46.0930336215,113.312780494,331.298955278,316.95120353,5.66466996096,8.68308178694
 08/12  03:00:00,870.524037284,96.1775156129,476.747725412,0.0,46.0930336215,113.312780494,318.624068436,304.276993428,5.66466996096,8.6824050467
 08/12  04:00:00,882.554937287,96.1775156129,477.113760378,0.0,55.6251445156,113.312780494,291.889616445,277.541249052,5.66466996096,8.68369743205
 08/12  05:00:00,881.827187237,96.1775156129,476.224213696,0.0,55.6251445156,113.312780494,302.900435975,278.347897366,14.1616749024,10.3908637068
 08/12  06:00:00,942.836402653,96.1775156129,475.964172123,0.0,65.1572554096,176.889270242,266.417503858,222.455617411,28.3233498048,15.6385366424
 08/12  07:00:00,1065.70199714,99.4841279536,476.91373194,0.0,109.682768182,220.96816451,335.971948257,284.804015722,42.4850247072,8.68290782787
 08/12  08:00:00,1084.82851811,99.5935844579,481.450949138,0.0,109.682768182,220.96816451,294.446047306,220.39018498,56.6466996096,17.4091627158
 08/12  09:00:00,1206.30358843,105.457229913,487.275329445,0.0,131.945524568,266.955817592,215.664676639,155.713008418,42.4850247072,17.4666435137
 08/12  10:00:00,1217.84695223,109.245488261,487.425797481,0.0,131.945524568,274.45309292,205.001655409,116.666069053,70.808374512,17.5272118437
 08/12  11:00:00,1222.48489985,111.897295191,488.347790273,0.0,131.945524568,274.45309292,188.16549239,99.8324703787,70.808374512,17.5246474994
 08/12  12:00:00,1190.03563598,111.314323601,488.406271612,0.0,131.945524568,274.45309292,208.242781133,111.159109422,70.808374512,26.2752971987
 08/12  13:00:00,1182.67523143,111.781939515,487.946009552,0.0,131.945524568,266.955817592,188.404345356,114.233934601,56.6466996096,17.523711145
 08/12  14:00:00,1184.58981161,113.866246393,487.73370288,0.0,131.945524568,266.955817592,172.718793792,103.958981845,42.4850247072,26.2747872392
 08/12  15:00:00,1090.13572521,96.1775156129,487.69874473,0.0,109.682768182,212.545889182,138.400266257,64.2287997747,56.6466996096,17.5247668725
 08/12  16:00:00,1099.47429687,96.1881742944,489.733547929,0.0,109.682768182,220.04316451,173.253983644,70.7621803415,84.9700494144,17.5217538882
 08/12  17:00:00,1056.95356912,96.2510187303,489.521841826,0.0,109.682768182,220.04316451,176.599423816,74.1657628597,84.9700494144,17.4636115422
 08/12  18:00:00,1017.78308022,96.2701037624,489.311838328,0.0,100.150657288,199.110933808,196.674330601,94.3574286759,84.9700494144,17.3468525103
 08/12  19:00:00,1014.8550789,96.1991700839,489.257082505,0.0,100.150657288,191.61365848,170.082161478,104.753059067,56.6466996096,8.68240280107
 08/12  20:00:00,913.707113076,96.1775156129,488.337231401,0.0,55.6251445156,124.558693486,224.218345143,158.887945336,56.6466996096,8.68370019728
 08/12  21:00:00,913.725885202,96.1775156129,488.915019137,0.0,55.6251445156,124.558693486,229.615617421,178.447597483,42.4850247072,8.68299523126
 08/12  22:00:00,903.435721049,96.1775156129,488.810677719,0.0,46.0930336215,124.558693486,242.508908176,205.502622542,28.3233498048,8.68293583001
 08/12  23:00:00,904.425465055,96.1775156129,488.753336142,0.0,46.0930336215,124.558693486,246.520252136,215.012078757,14.1616749024,17.3464984762
 08/12  24:00:00,886.640631892,96.1775156129,484.868924942,0.0,46.0930336215,113.312780494,250.000016327,235.651096509,5.66466996096,8.68424985701
 08/13  01:00:00,863.141018444,96.1775156129,476.93246331,0.0,34.9616554283,113.312780494,280.169685307,265.821476056,5.66466996096,8.68353929075
 08/13  02:00:00,860.008315695,96.1775156129,475.736748655,0.0,34.9616554283,113.312780494,303.943874684,289.59634702,5.66466996096,8.68285770328
 08/13  03:00:00,856.416104354,96.1775156129,474.058092468,0.0,34.9616554283,113.312780494,335.366889602,321.018017074,5.66466996096,8.68420256672
 08/13  04:00:00,865.692230851,96.1775156129,473.873581868,0.0,44.4937663224,113.312780494,357.769504632,334.758580782,5.66466996096,17.3462538887
 08/13  05:00:00,866.827764459,96.1775156129,474.806806067,0.0,44.4937663224,113.312780494,363.292326634,340.446535842,14.1616749024,8.68411588933
 08/13  06:00:00,932.234133412,96.1775156129,477.77598132,0.0,54.0258772165,176.889270242,326.533869256,289.527130108,28.3233498048,8.68338934372
 08/13  07:00:00,939.365904967,96.1775156129,480.758765166,0.0,54.0258772165,184.38654557,317.482603875,266.314874488,42.4850247072,8.68270468032
 08/13  08:00:00,1016.92093798,96.1775156129,479.274013749,0.0,65.1572554096,220.04316451,281.01320042,206.965621246,56.6466996096,17.4008795644
 08/13  09:00:00,1021.42003948,96.1775156129,484.145038762,0.0,65.1572554096,212.545889182,198.11472372,138.17334746,42.4850247072,17.4563515527
 08/13  10:00:00,1034.64050781,96.1775156129,487.834089699,0.0,65.1572554096,220.04316451,185.388606878,97.0652902591,70.808374512,17.5149421071
 08/13  11:00:00,1035.95163417,96.1775156129,488.068287912,0.0,65.1572554096,220.04316451,158.34049847,70.0208980514,70.808374512,17.5112259069
 08/13  12:00:00,1035.28449876,96.1775156129,488.319685755,0.0,65.1572554096,220.04316451,152.362946926,55.2969050387,70.808374512,26.2576673748
 08/13  13:00:00,1028.78651113,96.1775156129,489.173278405,0.0,65.1572554096,212.545889182,127.808345951,53.6467722127,56.6466996096,17.5148741283
 08/13  14:00:00,1028.55203845,96.1775156129,488.91242449,0.0,65.1572554096,212.545889182,114.202435521,54.2061567967,42.4850247072,17.5112540172
 08/13  15:00:00,1028.68264905,96.1806125579,489.05518107,0.0,65.1572554096,212.545889182,131.474055682,48.5696090168,56.6466996096,26.2577470553
 08/13  16:00:00,1003.58435983,96.2071023521,489.274615938,0.0,65.1572554096,220.04316451,155.319045431,52.834054569,84.9700494144,17.5149414479
 08/13  17:00:00,956.716475098,96.2122907143,489.155968672,0.0,54.0258772165,184.38654557,165.830100641,63.4045683499,84.9700494144,17.4554828763
 08/13  18:00:00,926.085007005,96.2019691173,489.024998623,0.0,44.4937663224,163.454314868,176.690175771,83.037272417,84.9700494144,8.68285394004
 08/13  19:00:00,926.675524335,96.1783827616,488.597723677,0.0,44.4937663224,155.95703954,154.969778344,89.6388386004,56.6466996096,8.68424013389
 08/13  20:00:00,902.33244597,96.1775466425,488.15443435,0.0,44.4937663224,124.558693486,189.039768866,115.046585046,56.6466996096,17.3464842102
 08/13  21:00:00,902.338481233,96.1775156129,488.731299812,0.0,44.4937663224,124.558693486,188.715426278,137.546238123,42.4850247072,8.68416344725
 08/13  22:00:00,892.03384938,96.1775156129,488.632372072,0.0,34.9616554283,124.558693486,207.071280582,170.064494784,28.3233498048,8.6834359932
 08/13  23:00:00,892.96223444,96.1775156129,488.509857457,0.0,34.9616554283,124.558693486,206.583273237,183.738847365,14.1616749024,8.68275097007
 08/13  24:00:00,880.065991838,96.1775156129,487.943617932,0.0,34.9616554283,113.312780494,208.889226246,194.540470228,5.66466996096,8.68408605776
 08/14  01:00:00,891.779681279,96.1775156129,488.535355794,0.0,46.0930336215,113.312780494,230.258467213,207.247698712,5.66466996096,17.3460985399
 08/14  02:00:00,891.660576005,96.1775156129,488.443127497,0.0,46.0930336215,113.312780494,235.368730349,221.020008716,5.66466996096,8.68405167173
 08/14  03:00:00,891.598993421,96.1775156129,488.392261827,0.0,46.0930336215,113.312780494,244.962498048,230.614488571,5.66466996096,8.68333951616
 08/14  04:00:00,982.10822408,96.1775156129,488.354356887,0.0,100.150657288,148.969399434,230.851498068,216.50416556,5.66466996096,8.68266254676
 08/14  05:00:00,982.49886756,96.7465966203,487.134010962,0.0,100.150657288,149.894399434,405.692592314,382.846928708,14.1616749024,8.68398870279
 08/14  06:00:00,1204.73520284,101.790512835,487.02268422,0.0,176.471037341,302.612436532,271.098512278,225.428136656,28.3233498048,17.347025817
 08/14  07:00:00,1330.12846504,108.211461243,486.508193271,0.0,243.2593065,310.10971186,237.693601293,177.746809347,42.4850247072,17.4617672389
 08/14  08:00:00,1377.28867024,113.844168304,486.778689991,0.0,243.2593065,310.10971186,209.286114847,135.110345796,56.6466996096,17.529069442
 08/14  09:00:00,1419.76718176,123.467462244,486.259901463,0.0,243.2593065,302.612436532,158.719195604,89.879155624,42.4850247072,26.3550152732
 08/14  10:00:00,1441.93760898,138.595942974,485.699168228,0.0,243.2593065,310.10971186,145.223189014,47.9455188133,70.808374512,26.4692956882
 08/14  11:00:00,1453.48515968,149.46305926,485.300408449,0.0,243.2593065,310.10971186,120.741393561,23.4340434992,70.808374512,26.4989755496
 08/14  12:00:00,1419.81133029,157.48071936,485.252413359,0.0,243.2593065,310.10971186,106.796496259,9.58665314229,70.808374512,26.4014686043
 08/14  13:00:00,1457.02561196,161.206216459,485.353733312,0.0,243.2593065,302.612436532,95.2070755279,3.22765593767,56.6466996096,35.3327199806
 08/14  14:00:00,1458.3506149,162.477404435,485.36858273,0.0,243.2593065,302.612436532,70.5547953529,1.60278588366,42.4850247072,26.466984762
 08/14  15:00:00,1458.70033446,163.102417229,485.109435725,0.0,243.2593065,302.612436532,84.4403033947,1.36557355694,56.6466996096,26.4280302282
 08/14  16:00:00,1466.09759492,164.069298164,484.895764679,0.0,243.2593065,310.10971186,112.061735145,0.760249272054,84.9700494144,26.3314364588
 08/14  17:00:00,1467.02580559,164.839749844,485.028668738,0.0,243.2593065,310.10971186,94.1146848482,0.422373914625,84.9700494144,8.72226151921
 08/14  18:00:00,1136.06258763,96.7344719207,487.748519156,0.0,166.938926447,199.110933808,114.400730567,12.047760309,84.9700494144,17.3829208431
 08/14  19:00:00,1137.85640162,96.8680423098,488.441627973,0.0,166.938926447,191.61365848,92.0566972088,26.7091337967,56.6466996096,8.70086380246
 08/14  20:00:00,1010.44073119,96.1827662472,488.111855229,0.0,100.150657288,124.558693486,136.443080456,62.4127201115,56.6466996096,17.3836607348
 08/14  21:00:00,971.381958465,96.1775156129,488.677195504,0.0,100.150657288,124.558693486,129.073122139,77.9020664376,42.4850247072,8.68603099454
 08/14  22:00:00,903.633698469,96.1775156129,488.686398032,0.0,46.0930336215,124.558693486,129.757715115,92.7510236919,28.3233498048,8.68334161813
 08/14  23:00:00,904.433144643,96.1775156129,488.725590543,0.0,46.0930336215,124.558693486,130.21760896,107.373270346,14.1616749024,8.68266371073
 08/14  24:00:00,891.49961298,96.1775156129,488.149599894,0.0,46.0930336215,113.312780494,153.544183989,130.532125731,5.66466996096,17.3473882968
 08/15  01:00:00,892.008419376,96.1775156129,488.705494373,0.0,46.0930336215,113.312780494,166.921437879,152.574129329,5.66466996096,8.68263858901
 08/15  02:00:00,891.883489225,96.1775156129,488.613139036,0.0,46.0930336215,113.312780494,184.858640882,170.510000206,5.66466996096,8.68397071516
 08/15  03:00:00,891.844714269,96.1775156129,488.609967636,0.0,46.0930336215,113.312780494,204.761508923,190.413564152,5.66466996096,8.68327480985
 08/15  04:00:00,985.742384375,96.1775156129,488.609344621,0.0,100.150657288,148.969399434,209.273672476,194.926396041,5.66466996096,8.68260647418
 08/15  05:00:00,991.807467484,105.226094185,485.403629788,0.0,100.150657288,149.894399434,341.317785597,309.810063539,14.1616749024,17.3460471549
 08/15  06:00:00,1216.6919041,114.124304695,485.350933392,0.0,176.471037341,302.612436532,231.927077901,194.921172497,28.3233498048,8.68255559941
 08/15  07:00:00,1348.17090518,128.413450729,484.359586728,0.0,243.2593065,310.10971186,193.742796861,133.791649033,42.4850247072,17.4661231215
 08/15  08:00:00,1403.60575112,142.473843719,484.446800912,0.0,243.2593065,310.10971186,151.375173144,77.1990778982,56.6466996096,17.529395636
 08/15  09:00:00,1446.98684532,152.678278067,484.210975231,0.0,243.2593065,302.612436532,97.282790301,28.4411004972,42.4850247072,26.3566650967
 08/15  10:00:00,1463.51849575,161.045199583,484.731018876,0.0,243.2593065,310.10971186,103.458379364,6.17955169911,70.808374512,26.4704531532
 08/15  11:00:00,1469.73110441,166.035645648,484.873063569,0.0,243.2593065,310.10971186,106.265609787,0.126415467378,70.808374512,35.3308198078
 08/15  12:00:00,1431.21244344,168.895294353,485.144224925,0.0,243.2593065,310.10971186,97.2112702402,0.0,70.808374512,26.4028957282
 08/15  13:00:00,1466.51074009,170.589172991,485.370549085,0.0,243.2593065,302.612436532,83.1506105354,0.0,56.6466996096,26.5039109258
 08/15  14:00:00,1467.16067761,171.23918825,485.337212311,0.0,243.2593065,302.612436532,68.9483340536,0.0,42.4850247072,26.4633093464
 08/15  15:00:00,1468.52025667,172.74411774,485.202916496,0.0,243.2593065,302.612436532,83.0754590847,0.0,56.6466996096,26.4287594751
 08/15  16:00:00,1476.31317025,174.050911224,485.044434527,0.0,243.2593065,310.10971186,111.301157571,0.0,84.9700494144,26.3311081567
 08/15  17:00:00,1478.23875943,175.897129364,485.098567606,0.0,243.2593065,310.10971186,102.397982383,0.0,84.9700494144,17.4279329687
 08/15  18:00:00,1138.2562768,98.8174271394,487.755170285,0.0,166.938926447,199.110933808,94.3591277142,0.68901711136,84.9700494144,8.7000611884
 08/15  19:00:00,1139.22015723,98.9012472913,488.591729007,0.0,166.938926447,191.61365848,78.5566298387,4.52826912985,56.6466996096,17.3816610992
 08/15  20:00:00,1010.75899141,97.0270796092,488.299608781,0.0,100.150657288,124.558693486,83.7906012415,18.4421980169,56.6466996096,8.70170361502
 08/15  21:00:00,971.277042174,96.3986150423,488.922427217,0.0,100.150657288,124.558693486,83.2532746568,32.0821441158,42.4850247072,8.68610583384
 08/15  22:00:00,903.75704672,96.1781531587,488.787854611,0.0,46.0930336215,124.558693486,96.6484480356,50.9788577963,28.3233498048,17.3462404345
 08/15  23:00:00,904.35662047,96.1775156129,488.59916351,0.0,46.0930336215,124.558693486,86.8036317233,63.9578475266,14.1616749024,8.68410929436
 08/15  24:00:00,891.4681669,96.1775156129,488.073711122,0.0,46.0930336215,113.312780494,92.2358233996,77.8877494034,5.66466996096,8.68340403518
