Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/03  02:00:00,891.669990957,96.1775156129,488.448383274,0.0,46.0930336215,113.312780494,226.721079647,212.373058544,5.66466996096,8.68335114142
 08/03  03:00:00,891.648579835,96.1775156129,488.442462125,0.0,46.0930336215,113.312780494,238.198863104,223.85154926,5.66466996096,8.68264388228
 08/03  04:00:00,980.246436359,96.1775156129,487.170945558,0.0,100.150657288,148.969399434,242.454977593,219.443131154,5.66466996096,17.3471764781
 08/03  05:00:00,987.247268152,107.024746498,482.940429357,0.0,100.150657288,149.894399434,326.764885312,303.920692907,14.1616749024,8.68251750338
 08/03  06:00:00,1219.93670575,118.880209313,485.218553487,0.0,176.471037341,302.612436532,216.734800696,179.727628763,28.3233498048,8.68382212841
 08/03  07:00:00,1354.63952328,135.41612319,483.899094352,0.0,243.2593065,310.10971186,186.682566837,126.734576628,42.4850247072,17.462965501
 08/03  08:00:00,1405.69167503,145.417970594,483.650179752,0.0,243.2593065,310.10971186,155.052637803,80.8795508469,56.6466996096,17.5263873465
 08/03  09:00:00,1447.24235415,153.159736226,484.059158432,0.0,243.2593065,302.612436532,103.808551429,34.9694782739,42.4850247072,26.3540484477
 08/03  10:00:00,1461.23293063,158.904473895,484.688088785,0.0,243.2593065,310.10971186,112.002854294,14.7320163323,70.808374512,26.4624634495
 08/03  11:00:00,1468.15001014,164.592170911,484.836517506,0.0,243.2593065,310.10971186,111.678586893,5.53838249212,70.808374512,35.3318298888
 08/03  12:00:00,1430.28566564,168.395482768,484.841707584,0.0,243.2593065,310.10971186,98.052439363,0.845397688055,70.808374512,26.3986671629
 08/03  13:00:00,1466.21458577,170.899783899,484.859552811,0.0,243.2593065,302.612436532,83.1452145001,0.0,56.6466996096,26.4985148905
 08/03  14:00:00,1468.69745581,173.31852511,484.841836412,0.0,243.2593065,302.612436532,68.946991573,0.0,42.4850247072,26.4619668658
 08/03  15:00:00,1470.68156259,175.355997836,484.791606638,0.0,243.2593065,302.612436532,91.8757897976,0.0,56.6466996096,35.229090188
 08/03  16:00:00,1478.79305858,177.031524138,484.581247372,0.0,243.2593065,310.10971186,102.525595994,0.0,84.9700494144,17.5555465799
 08/03  17:00:00,1480.4736437,178.646418607,484.629212346,0.0,243.2593065,310.10971186,102.395344409,0.0,84.9700494144,17.4252949946
 08/03  18:00:00,1136.559619,97.1224368818,487.838252396,0.0,166.938926447,199.110933808,100.616989052,6.9466688517,84.9700494144,8.70027078543
 08/03  19:00:00,1134.86287198,97.3262869965,488.955124307,0.0,166.938926447,191.61365848,90.7529661589,16.7240896279,56.6466996096,17.3821769214
 08/03  20:00:00,1010.49515454,96.2146795725,488.289437345,0.0,100.150657288,124.558693486,113.234465116,47.8858336168,56.6466996096,8.70193188951
 08/03  21:00:00,971.309193382,96.1775156129,488.757897201,0.0,100.150657288,124.558693486,128.253211099,77.0839350935,42.4850247072,8.68425129833
 08/03  22:00:00,903.494058379,96.1775156129,488.671189447,0.0,46.0930336215,124.558693486,155.276686038,109.606721517,28.3233498048,17.3466147162
 08/03  23:00:00,904.262254202,96.1775156129,488.635060628,0.0,46.0930336215,124.558693486,153.179418891,130.33548802,14.1616749024,8.68225596872
 08/03  24:00:00,891.136665173,96.1775156129,487.862520231,0.0,46.0930336215,113.312780494,163.763017978,149.414810282,5.66466996096,8.68353773447
 08/04  01:00:00,891.932026167,96.1775156129,488.690219522,0.0,46.0930336215,113.312780494,180.5089121,166.161425762,5.66466996096,8.68281637721
 08/04  02:00:00,891.836203885,96.1775156129,488.623803534,0.0,46.0930336215,113.312780494,203.51731109,189.168499846,5.66466996096,8.68414128352
 08/04  03:00:00,891.83073887,96.1775156129,488.637212925,0.0,46.0930336215,113.312780494,236.418966798,213.408233348,5.66466996096,17.3460634882
 08/04  04:00:00,979.741995694,96.1775156129,484.50194363,0.0,100.150657288,148.969399434,230.56935858,216.220687879,5.66466996096,8.68400074055
 08/04  05:00:00,991.788493113,111.652604949,481.22686614,0.0,100.150657288,149.894399434,320.016087643,297.171158599,14.1616749024,8.68325414137
 08/04  06:00:00,1224.04638478,123.79238928,483.541262078,0.0,176.471037341,302.612436532,222.279932987,185.274029931,28.3233498048,8.68255325124
 08/04  07:00:00,1359.46067679,141.475246083,482.642695221,0.0,243.2593065,310.10971186,188.943679653,128.994274226,42.4850247072,17.4643807193
 08/04  08:00:00,1407.79500932,147.959222143,483.23229156,0.0,243.2593065,310.10971186,163.15674019,80.2297887647,56.6466996096,26.2802518153
 08/04  09:00:00,1447.54831605,153.705970282,483.864286082,0.0,243.2593065,302.612436532,101.453777815,41.3936441909,42.4850247072,17.5751089171
 08/04  10:00:00,1460.94133449,158.975952656,484.34697263,0.0,243.2593065,310.10971186,125.043289882,18.9573735284,70.808374512,35.2775418416
 08/04  11:00:00,1469.60645043,166.338670595,484.559258906,0.0,243.2593065,310.10971186,102.450120549,5.13732151838,70.808374512,26.5044245186
 08/04  12:00:00,1434.02042621,172.260016238,484.708601568,0.0,243.2593065,310.10971186,97.3380420963,0.128713904508,70.808374512,26.4009536798
 08/04  13:00:00,1472.20657093,176.990855559,484.761274548,0.0,243.2593065,302.612436532,83.1475469048,0.0,56.6466996096,26.5008472952
 08/04  14:00:00,1475.77064553,180.330936755,484.898678652,0.0,243.2593065,302.612436532,77.7615153716,0.0,42.4850247072,35.2764906644
 08/04  15:00:00,1477.69084243,182.201501912,485.005250845,0.0,243.2593065,302.612436532,83.0730318967,0.0,56.6466996096,26.4263322871
 08/04  16:00:00,1482.3035681,180.729545205,484.57792672,0.0,243.2593065,310.10971186,102.526911623,0.0,84.9700494144,17.5568622087
 08/04  17:00:00,1479.51035304,178.846944899,483.703041936,0.0,243.2593065,310.10971186,102.393941809,0.0,84.9700494144,17.4238923945
 08/04  18:00:00,1135.39970773,96.7865963404,487.246624849,0.0,166.938926447,199.110933808,107.182684918,13.511576259,84.9700494144,8.70105924444
 08/04  19:00:00,1132.78443107,96.9151559291,488.219373545,0.0,166.938926447,191.61365848,101.257974926,27.2298059602,56.6466996096,17.381469356
 08/04  20:00:00,1009.79940134,96.1775156129,488.321193111,0.0,100.150657288,124.558693486,117.277273615,51.9303891467,56.6466996096,8.70018485853
 08/04  21:00:00,970.881562242,96.1775156129,488.835056546,0.0,100.150657288,124.558693486,124.147272392,64.3127834157,42.4850247072,17.3494642688
 08/04  22:00:00,903.81186333,96.1775156129,488.89255415,0.0,46.0930336215,124.558693486,120.966465811,83.9593902118,28.3233498048,8.68372579397
 08/04  23:00:00,904.586956557,96.1775156129,488.886946943,0.0,46.0930336215,124.558693486,125.948901786,103.104232744,14.1616749024,8.68299413926
 08/04  24:00:00,891.459508439,96.1775156129,488.109609571,0.0,46.0930336215,113.312780494,137.066166403,122.719191574,5.66466996096,8.6823048683
 08/05  01:00:00,892.156482669,96.1775156129,488.874386189,0.0,46.0930336215,113.312780494,157.466041197,143.117788371,5.66466996096,8.68358286532
 08/05  02:00:00,892.015785222,96.1775156129,488.777226681,0.0,46.0930336215,113.312780494,192.318919451,171.908999979,5.66466996096,14.7452495114
 08/05  03:00:00,891.768608852,96.1775156129,488.542887683,0.0,46.0930336215,113.312780494,206.293561662,189.34657748,5.66466996096,11.282314221
 08/05  04:00:00,902.188119034,96.1775156129,488.616193101,0.0,55.6251445156,113.312780494,203.895809839,189.548413267,5.66466996096,8.68272661092
 08/05  05:00:00,902.215015693,96.1775156129,488.730051721,0.0,55.6251445156,113.312780494,233.083319453,210.237589912,14.1616749024,8.68405463826
 08/05  06:00:00,956.68407826,96.1775156129,483.853246941,0.0,65.1572554096,176.889270242,209.782729597,172.776080969,28.3233498048,8.6832988227
 08/05  07:00:00,1086.88559618,110.392134451,482.268604192,0.0,109.682768182,220.96816451,268.237552614,217.068206706,42.4850247072,8.68432120054
 08/05  08:00:00,1103.9121083,110.876003023,486.890715798,0.0,109.682768182,220.96816451,226.251035441,152.193493595,56.6466996096,17.4108422362
 08/05  09:00:00,1228.52223742,128.715345873,486.176382452,0.0,131.945524568,266.955817592,149.269136256,89.3152664425,42.4850247072,17.4688451061
 08/05  10:00:00,1246.56573212,139.644954635,485.712562331,0.0,131.945524568,274.45309292,153.661489441,56.5739047498,70.808374512,26.2792101795
 08/05  11:00:00,1253.68861469,145.968336738,485.451371777,0.0,131.945524568,274.45309292,126.454252842,38.1198914863,70.808374512,17.5259868437
 08/05  12:00:00,1226.41783358,150.696963113,485.369334196,0.0,131.945524568,274.45309292,112.558418344,24.229392363,70.808374512,17.5206514688
 08/05  13:00:00,1224.34532663,155.974157973,485.366209033,0.0,131.945524568,266.955817592,96.2674806083,13.3476789489,56.6466996096,26.2731020497
 08/05  14:00:00,1227.87342023,159.387479133,485.430433537,0.0,131.945524568,266.955817592,68.1545176032,8.14776053058,42.4850247072,17.5217323655
 08/05  15:00:00,1089.26241485,96.1796962715,486.714708451,0.0,109.682768182,212.545889182,91.4494798119,8.52845534515,56.6466996096,26.2743248572
 08/05  16:00:00,1098.93992293,96.2760265873,489.015382455,0.0,109.682768182,220.04316451,113.031803405,10.5390153597,84.9700494144,17.5227386307
 08/05  17:00:00,1056.9962949,96.4406693285,489.257953351,0.0,109.682768182,220.04316451,115.904136548,13.4708220864,84.9700494144,17.4632650473
 08/05  18:00:00,1017.23777542,96.4686245342,488.451749246,0.0,100.150657288,199.110933808,122.170856163,28.5184545787,84.9700494144,8.68235217018
 08/05  19:00:00,1014.27291248,96.3059728935,488.48898758,0.0,100.150657288,191.61365848,97.101502418,31.7711478063,56.6466996096,8.68365500215
 08/05  20:00:00,913.744987034,96.1780615375,488.266221221,0.0,55.6251445156,124.558693486,126.701303072,52.7082820459,56.6466996096,17.3463214168
 08/05  21:00:00,913.749416911,96.1775156129,488.809671964,0.0,55.6251445156,124.558693486,117.856611168,66.6880757912,42.4850247072,8.68351066975
 08/05  22:00:00,903.367865937,96.1775156129,488.670843665,0.0,46.0930336215,124.558693486,124.828823258,87.8226759986,28.3233498048,8.68279745474
 08/05  23:00:00,904.257029054,96.1775156129,488.570656977,0.0,46.0930336215,124.558693486,124.950875949,102.10506806,14.1616749024,8.68413298593
 08/05  24:00:00,891.461160073,96.1775156129,488.125790473,0.0,46.0930336215,113.312780494,135.169129833,120.821082714,5.66466996096,8.68337715856
 08/06  01:00:00,880.769717399,96.1775156129,488.680357539,0.0,34.9616554283,113.312780494,156.358618989,142.011279151,5.66466996096,8.68266987692
 08/06  02:00:00,880.653943417,96.1775156129,488.606381831,0.0,34.9616554283,113.312780494,184.575389059,161.563480648,5.66466996096,17.3472384502
 08/06  03:00:00,880.559626506,96.1775156129,488.53515916,0.0,34.9616554283,113.312780494,194.489026188,180.141813729,5.66466996096,8.68254249873
 08/06  04:00:00,890.839244579,96.1775156129,488.457990233,0.0,44.4937663224,113.312780494,197.811059454,183.462538933,5.66466996096,8.68385056012
 08/06  05:00:00,890.847821456,96.1775156129,488.544043258,0.0,44.4937663224,113.312780494,220.044879347,197.200093248,14.1616749024,8.68311119659
 08/06  06:00:00,951.442647802,96.1775156129,487.658756608,0.0,54.0258772165,176.889270242,200.742727175,163.735805433,28.3233498048,8.68357193681
 08/06  07:00:00,955.29372941,96.1775156129,488.132930336,0.0,54.0258772165,184.38654557,208.492961728,148.661254849,42.4850247072,17.3466821722
 08/06  08:00:00,1034.50013762,96.1775156129,487.839922027,0.0,65.1572554096,220.04316451,173.644480994,108.286446198,56.6466996096,8.71133518687
 08/06  09:00:00,1027.01153352,96.1775156129,487.726320598,0.0,65.1572554096,212.545889182,133.266220613,73.3258241618,42.4850247072,17.4553717436
 08/06  10:00:00,1034.36359779,96.1775156129,487.489921047,0.0,65.1572554096,220.04316451,138.525800767,50.2029086102,70.808374512,17.514517645
 08/06  11:00:00,1035.69286646,96.1775156129,487.768805142,0.0,65.1572554096,220.04316451,134.311129701,37.2440292619,70.808374512,26.2587259276
 08/06  12:00:00,1034.32197547,96.1775156129,487.353978019,0.0,65.1572554096,220.04316451,114.726745595,26.406709356,70.808374512,17.511661727
 08/06  13:00:00,1027.20696244,96.1775156129,487.567217752,0.0,65.1572554096,212.545889182,91.3511010914,17.1925645346,56.6466996096,17.5118369472
 08/06  14:00:00,1027.8240714,96.1852994915,488.11245273,0.0,65.1572554096,212.545889182,84.6471455407,15.9036629514,42.4850247072,26.2584578821
 08/06  15:00:00,1027.68776032,96.2682114592,487.909011318,0.0,65.1572554096,212.545889182,87.3670278986,13.2088444274,56.6466996096,17.5114838616
 08/06  16:00:00,1002.2893529,96.3634205981,487.755646263,0.0,65.1572554096,220.04316451,115.907820263,13.4238007108,84.9700494144,17.5139701382
 08/06  17:00:00,956.000428578,96.3425293047,488.244192193,0.0,54.0258772165,184.38654557,121.631567023,19.2025888985,84.9700494144,17.45892871
 08/06  18:00:00,925.30260046,96.2821676784,488.14534006,0.0,44.4937663224,163.454314868,134.263433385,31.947101436,84.9700494144,17.3462825344
 08/06  19:00:00,922.416882308,96.20371282,488.162822977,0.0,44.4937663224,155.95703954,105.784088581,40.4532586146,56.6466996096,8.68413035714
 08/06  20:00:00,902.247569086,96.1775156129,487.999060668,0.0,44.4937663224,124.558693486,130.551083544,65.2210085712,56.6466996096,8.6833753628
 08/06  21:00:00,902.180757665,96.1775156129,488.475660129,0.0,44.4937663224,124.558693486,131.384114258,80.2164225947,42.4850247072,8.68266695583
 08/06  22:00:00,892.462231341,96.1775156129,488.946190037,0.0,34.9616554283,124.558693486,147.690353856,110.683016451,28.3233498048,8.68398759979
 08/06  23:00:00,892.997504109,96.1775156129,488.538531462,0.0,34.9616554283,124.558693486,173.88587224,142.378423562,14.1616749024,17.3457737751
 08/06  24:00:00,879.566677067,96.1775156129,487.447517722,0.0,34.9616554283,113.312780494,160.307034458,145.958518274,5.66466996096,8.68384622356
 08/07  01:00:00,891.236207047,96.1775156129,487.968567352,0.0,46.0930336215,113.312780494,153.303933644,138.956148187,5.66466996096,8.68311549627
 08/07  02:00:00,891.526431046,96.1775156129,488.273504884,0.0,46.0930336215,113.312780494,161.667455411,147.320364814,5.66466996096,8.68242063689
 08/07  03:00:00,891.546925872,96.1775156129,488.317465831,0.0,46.0930336215,113.312780494,175.619909748,161.271523993,5.66466996096,8.68371579394
 08/07  04:00:00,982.006875982,96.1775156129,488.237747566,0.0,100.150657288,148.969399434,177.304189449,154.294234743,5.66466996096,17.3452847451
 08/07  05:00:00,987.491068821,102.363511064,486.538829805,0.0,100.150657288,149.894399434,292.84141468,269.996159306,14.1616749024,8.68358047165
 08/07  06:00:00,1217.14461976,114.730919147,486.457058036,0.0,176.471037341,302.612436532,177.429149642,140.42293468,28.3233498048,8.68286515694
 08/07  07:00:00,1353.93735348,132.83546488,485.655511489,0.0,243.2593065,310.10971186,150.274761297,90.3237279851,42.4850247072,17.466008605
 08/07  08:00:00,1404.98697918,143.261978569,485.016934705,0.0,243.2593065,310.10971186,128.38455209,54.2131367717,56.6466996096,17.524715709
 08/07  09:00:00,1445.73380402,150.855667106,484.804046262,0.0,243.2593065,302.612436532,96.0644404325,27.2235491398,42.4850247072,26.3558665855
 08/07  10:00:00,1460.8325509,158.319646728,484.836657796,0.0,243.2593065,310.10971186,104.509430473,7.2407056231,70.808374512,26.4603503379
 08/07  11:00:00,1464.90051187,161.130382303,485.259400971,0.0,243.2593065,310.10971186,109.410132043,3.27372677984,70.808374512,35.3280307512
 08/07  12:00:00,1421.77769054,160.222991737,484.808486654,0.0,243.2593065,310.10971186,104.678696756,7.46929226601,70.808374512,26.4010299784
 08/07  13:00:00,1457.67220389,162.961418457,484.524951259,0.0,243.2593065,302.612436532,86.0475340939,2.89944909673,56.6466996096,26.5013853876
 08/07  14:00:00,1460.90042736,165.882441388,484.69215373,0.0,243.2593065,302.612436532,68.9732248294,0.0281803701897,42.4850247072,26.460019752
 08/07  15:00:00,1464.04587703,168.772595541,484.880910518,0.0,243.2593065,302.612436532,83.0727907207,0.0,56.6466996096,26.4260911111
 08/07  16:00:00,1473.67122487,171.562017561,485.173432351,0.0,243.2593065,310.10971186,111.298617043,0.0,84.9700494144,26.3285676291
 08/07  17:00:00,1473.09608139,170.966094007,485.265992776,0.0,243.2593065,310.10971186,102.396715165,0.0,84.9700494144,17.4266657508
 08/07  18:00:00,1134.94787035,96.205510269,487.467317628,0.0,166.938926447,199.110933808,100.403437696,6.73144930493,84.9700494144,8.70193897626
 08/07  19:00:00,1132.63952968,96.1963118585,488.036624187,0.0,166.938926447,191.61365848,92.5944251693,18.5658804314,56.6466996096,17.3818451283
 08/07  20:00:00,1010.16649062,96.1775156129,487.983372342,0.0,100.150657288,124.558693486,109.371581092,44.023853934,56.6466996096,8.70102754805
 08/07  21:00:00,971.094196372,96.1775156129,488.527563887,0.0,100.150657288,124.558693486,109.367354347,58.1968539213,42.4850247072,8.6854757181
 08/07  22:00:00,903.299514243,96.1775156129,488.475636687,0.0,46.0930336215,124.558693486,121.439002577,84.4328249572,28.3233498048,8.68282781526
 08/07  23:00:00,904.004772014,96.1775156129,488.370425028,0.0,46.0930336215,124.558693486,132.735726417,101.226496685,14.1616749024,17.3475548304
 08/07  24:00:00,891.05136876,96.1775156129,487.737734647,0.0,46.0930336215,113.312780494,129.213232297,114.865867623,5.66466996096,8.68269471283
 08/08  01:00:00,891.640631629,96.1775156129,488.364080362,0.0,46.0930336215,113.312780494,140.558500525,126.209800878,5.66466996096,8.68402968592
 08/08  02:00:00,891.647140748,96.1775156129,488.394484059,0.0,46.0930336215,113.312780494,157.717300138,143.369345655,5.66466996096,8.68328452178
 08/08  03:00:00,891.654956229,96.1775156129,488.441164286,0.0,46.0930336215,113.312780494,176.817145894,162.469890298,5.66466996096,8.68258563508
 08/08  04:00:00,985.58665306,96.1775156129,488.483647132,0.0,100.150657288,148.969399434,194.054897463,171.043168123,5.66466996096,17.3470593784
 08/08  05:00:00,996.766347337,109.847799665,485.761856537,0.0,100.150657288,149.894399434,296.454341748,273.610196422,14.1616749024,8.68247042354
 08/08  06:00:00,1222.71106135,120.355455012,485.194275642,0.0,176.471037341,302.612436532,219.042611362,182.035492236,28.3233498048,8.68376932128
 08/08  07:00:00,1353.05730716,134.177066099,483.53221703,0.0,243.2593065,310.10971186,202.103800086,142.155813969,42.4850247072,17.4629614097
 08/08  08:00:00,1401.88436841,141.582074265,483.690021145,0.0,243.2593065,310.10971186,172.33615615,98.1630649544,56.6466996096,17.5263915862
 08/08  09:00:00,1439.24265368,145.295226521,483.981684899,0.0,243.2593065,302.612436532,137.138466588,68.2992683631,42.4850247072,26.3541735178
 08/08  10:00:00,1451.10093136,149.50725767,484.082766902,0.0,243.2593065,310.10971186,140.914839485,43.6438132777,70.808374512,26.4626516955
 08/08  11:00:00,1456.61396907,153.822203836,484.218012116,0.0,243.2593065,310.10971186,136.48039949,30.3398767955,70.808374512,35.3321481823
 08/08  12:00:00,1418.60028587,157.585650994,484.12855306,0.0,243.2593065,310.10971186,121.596888616,24.3896126834,70.808374512,26.3989014209
 08/08  13:00:00,1454.40343884,160.226567034,483.912261045,0.0,243.2593065,302.612436532,105.507575507,22.3620438063,56.6466996096,26.4988320911
 08/08  14:00:00,1455.47720184,161.92093723,483.249080694,0.0,243.2593065,302.612436532,92.0363914121,23.0890663516,42.4850247072,26.4623003534
 08/08  15:00:00,1457.10580167,163.928459804,482.867566077,0.0,243.2593065,302.612436532,113.996404378,22.1201593198,56.6466996096,35.2295454488
 08/08  16:00:00,1463.76947852,164.55663693,482.2714811,0.0,243.2593065,310.10971186,126.51078578,23.9853434978,84.9700494144,17.5553928676
 08/08  17:00:00,1460.55892399,162.773720953,480.857041104,0.0,243.2593065,310.10971186,135.701002289,33.3055089684,84.9700494144,17.4254439067
 08/08  18:00:00,1132.1679287,96.1775156129,484.813248025,0.0,166.938926447,199.110933808,189.456792899,95.7864023238,84.9700494144,8.70034116042
 08/08  19:00:00,1107.44046395,96.1775156129,471.691050192,0.0,166.938926447,191.61365848,242.900708598,168.871673857,56.6466996096,17.3823351323
 08/08  20:00:00,991.179736877,96.1775156129,479.15309597,0.0,100.150657288,124.558693486,351.797254237,286.449108979,56.6466996096,8.70144564835
 08/08  21:00:00,977.870377925,96.1775156129,502.646648217,0.0,100.150657288,124.558693486,367.751073829,316.581723837,42.4850247072,8.68432528453
 08/08  22:00:00,921.959669131,96.1775156129,513.7564404,0.0,46.0930336215,124.558693486,388.859585209,343.189454448,28.3233498048,17.3467809562
 08/08  23:00:00,930.89780521,96.1775156129,522.46010866,0.0,46.0930336215,124.558693486,379.687699837,356.843684163,14.1616749024,8.68234077174
 08/08  24:00:00,924.382043291,96.1775156129,528.838499295,0.0,46.0930336215,113.312780494,380.883470003,366.535168487,5.66466996096,8.68363155465
 08/09  01:00:00,927.69041987,96.1775156129,532.486621556,0.0,46.0930336215,113.312780494,389.067772933,374.72017683,5.66466996096,8.68292614198
 08/09  02:00:00,934.449518556,96.1775156129,539.752856669,0.0,46.0930336215,113.312780494,397.95914158,383.612790505,5.66466996096,8.68168111466
 08/09  03:00:00,938.212731093,96.1775156129,543.803517914,0.0,46.0930336215,113.312780494,413.566709262,390.555700952,5.66466996096,17.3463383491
 08/09  04:00:00,1029.59972176,96.1775156129,544.596460818,0.0,100.150657288,148.969399434,388.92783649,374.579012962,5.66466996096,8.6841535665
 08/09  05:00:00,1026.25539053,103.151221503,532.769747311,0.0,100.150657288,149.894399434,496.981047873,474.135966956,14.1616749024,8.68340601449
 08/09  06:00:00,1243.66676335,108.950890614,526.8937415,0.0,176.471037341,302.612436532,395.457527035,358.451469883,28.3233498048,8.6827073473
 08/09  07:00:00,1346.30408801,114.480010467,503.046023172,0.0,243.2593065,310.10971186,376.901670157,316.953822943,42.4850247072,17.4628225068
 08/09  08:00:00,1365.82538248,115.995166502,479.940800564,0.0,243.2593065,310.10971186,358.471523782,275.543766969,56.6466996096,26.2810572031
 08/09  09:00:00,1396.32738646,117.347710781,475.702090104,0.0,243.2593065,302.612436532,283.783610782,223.722879394,42.4850247072,17.5757066812
 08/09  10:00:00,1411.75112629,121.245693196,477.247769752,0.0,243.2593065,310.10971186,291.11742472,185.030294996,70.808374512,35.2787552117
 08/09  11:00:00,1410.15503024,121.654559028,474.810833647,0.0,243.2593065,310.10971186,292.959655811,195.645624828,70.808374512,26.5056564714
 08/09  12:00:00,1368.76550256,122.529007188,474.391061306,0.0,243.2593065,310.10971186,296.989356073,199.778932404,70.808374512,26.4020491573
 08/09  13:00:00,1405.56646131,125.230639944,474.493265702,0.0,243.2593065,302.612436532,270.734234797,187.591315588,56.6466996096,26.4962195991
 08/09  14:00:00,1411.43855128,129.004142773,475.558348303,0.0,243.2593065,302.612436532,247.660678589,169.89758675,42.4850247072,35.278067132
 08/09  15:00:00,1421.97145199,134.004318662,479.109503146,0.0,243.2593065,302.612436532,228.527183055,145.452831933,56.6466996096,26.4276515129
 08/09  16:00:00,1436.95850119,139.079654227,481.046323048,0.0,243.2593065,310.10971186,227.493350408,124.965429224,84.9700494144,17.5578717702
 08/09  17:00:00,1440.62268776,142.424032718,481.327474727,0.0,243.2593065,310.10971186,218.626560881,116.231865104,84.9700494144,17.4246463625
 08/09  18:00:00,1113.38267463,96.1775156129,473.482398319,0.0,166.938926447,199.110933808,254.793532467,161.122045171,84.9700494144,8.70143788198
 08/09  19:00:00,1112.44560976,96.1775156129,475.44932214,0.0,166.938926447,191.61365848,252.487636563,178.458918798,56.6466996096,17.3820181558
 08/09  20:00:00,991.858896863,96.1775156129,476.610248656,0.0,100.150657288,124.558693486,286.084706606,220.737448301,56.6466996096,8.70055869602
 08/09  21:00:00,948.590348603,96.1775156129,474.437433326,0.0,100.150657288,124.558693486,311.004824999,251.169603091,42.4850247072,17.3501972005
 08/09  22:00:00,877.103660249,96.1775156129,472.40725113,0.0,46.0930336215,124.558693486,350.383827239,313.376358045,28.3233498048,8.6841193891
 08/09  23:00:00,896.938340595,96.1775156129,489.185755753,0.0,46.0930336215,124.558693486,378.786205248,355.941162616,14.1616749024,8.68336772955
 08/09  24:00:00,912.241230334,96.1775156129,515.75572494,0.0,46.0930336215,113.312780494,386.460236053,372.11289295,5.66466996096,8.68267314151
 08/10  01:00:00,917.917959183,96.1775156129,521.72938749,0.0,46.0930336215,113.312780494,392.892799771,378.544121887,5.66466996096,8.68400792394
 08/10  02:00:00,922.254119848,96.1775156129,526.458821014,0.0,46.0930336215,113.312780494,408.153667169,385.143136114,5.66466996096,17.3458610942
 08/10  03:00:00,926.207788887,96.1775156129,530.72773153,0.0,46.0930336215,113.312780494,405.875926115,391.52735832,5.66466996096,8.68389783442
 08/10  04:00:00,1019.58324823,96.1775156129,533.893895717,0.0,100.150657288,148.969399434,390.852928606,376.505090012,5.66466996096,8.68316863287
 08/10  05:00:00,1022.3245278,100.936000417,530.835556506,0.0,100.150657288,149.894399434,502.744019343,479.899858575,14.1616749024,8.68248586511
 08/10  06:00:00,1234.83776482,106.822569794,519.602034734,0.0,176.471037341,302.612436532,399.522269258,362.515133734,28.3233498048,8.68378571896
 08/10  07:00:00,1336.1806388,112.133991513,494.817574992,0.0,243.2593065,310.10971186,383.340282052,323.390187995,42.4850247072,17.4650693499
 08/10  08:00:00,1359.09865116,113.891917928,476.301689545,0.0,243.2593065,310.10971186,355.282388971,272.355452229,56.6466996096,26.2802371327
 08/10  09:00:00,1398.01255952,116.048546231,477.266632467,0.0,243.2593065,302.612436532,279.068589664,210.229352203,42.4850247072,26.3542127536
 08/10  10:00:00,1423.78006346,124.13311242,483.084849148,0.0,243.2593065,310.10971186,245.742800026,148.469424323,70.808374512,26.4650011909
 08/10  11:00:00,1435.45959051,131.472050838,485.375605017,0.0,243.2593065,310.10971186,216.932959311,119.620551738,70.808374512,26.5040330616
 08/10  12:00:00,1396.75827522,135.070070218,484.780905955,0.0,243.2593065,310.10971186,210.353285283,113.144502067,70.808374512,26.4004087042
 08/10  13:00:00,1429.3154436,135.242581521,483.824428356,0.0,243.2593065,302.612436532,212.3790718,120.40821068,56.6466996096,35.3241615106
 08/10  14:00:00,1431.54942394,138.313043792,482.949988768,0.0,243.2593065,302.612436532,181.396439786,112.446501388,42.4850247072,26.4649136901
 08/10  15:00:00,1436.98120698,144.060769173,482.633250055,0.0,243.2593065,302.612436532,174.035384322,90.9624400986,56.6466996096,26.4262446143
 08/10  16:00:00,1447.10452114,148.715203314,481.455876478,0.0,243.2593065,310.10971186,182.40319756,79.8754012815,84.9700494144,17.5577468641
 08/10  17:00:00,1455.39458157,156.875365626,481.5848294,0.0,243.2593065,310.10971186,162.930553282,60.5334340403,84.9700494144,17.4270698276
 08/10  18:00:00,1134.79962824,96.1775156129,487.250679913,0.0,166.938926447,199.110933808,195.099805163,92.7468041433,84.9700494144,17.3829516052
 08/10  19:00:00,1132.81019957,96.1775156129,488.537518055,0.0,166.938926447,191.61365848,196.795300663,131.447372349,56.6466996096,8.70122870478
 08/10  20:00:00,991.830995797,96.1775156129,475.744167739,0.0,100.150657288,124.558693486,284.737836681,210.709453687,56.6466996096,17.3816833846
 08/10  21:00:00,949.383389032,96.1775156129,474.815300316,0.0,100.150657288,124.558693486,293.405935872,242.234911479,42.4850247072,8.68599968622
 08/10  22:00:00,878.928520691,96.1775156129,473.703511994,0.0,46.0930336215,124.558693486,322.794829774,285.78823683,28.3233498048,8.68324313897
 08/10  23:00:00,878.344641962,96.1775156129,473.154165169,0.0,46.0930336215,124.558693486,340.106834837,317.262608933,14.1616749024,8.68255100227
