Location,BNMC,,,,
Address,"666 N Oak St, Buffalo NY 14203",,,,
Opt. tilt,32 deg,accurate to 0.25 deg,,,
Opt. azimuth,178.25 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Nov 18, 03:00 pm",336.755,152,5,60.6438,5.2
"Nov 18, 04:00 pm",90.8969,36,3.9,71.8596,4.1
"Nov 18, 05:00 pm",0,0,3.3,0,2.1
"Nov 18, 06:00 pm",0,0,1.7,0,1.5
"Nov 18, 07:00 pm",0,0,1.1,0,1.5
"Nov 18, 08:00 pm",0,0,0.6,0,2.1
"Nov 18, 09:00 pm",0,0,-0.6,0,1.5
"Nov 18, 10:00 pm",0,0,-0.6,0,2.6
"Nov 18, 11:00 pm",0,0,-1.1,0,2.6
"Nov 19, 12:00 am",0,0,-0.6,0,2.6
"Nov 19, 01:00 am",0,0,-0.6,0,2.6
"Nov 19, 02:00 am",0,0,-0.6,0,2.6
"Nov 19, 03:00 am",0,0,0,0,3.1
"Nov 19, 04:00 am",0,0,-0.6,0,2.6
"Nov 19, 05:00 am",0,0,0.6,0,3.1
"Nov 19, 06:00 am",0,0,1.1,0,4.6
"Nov 19, 07:00 am",15.5783,17,1.7,70.187,4.6
"Nov 19, 08:00 am",55.5774,57,2.2,59.258,5.2
"Nov 19, 09:00 am",121.281,121,3.3,47.2503,5.2
"Nov 19, 10:00 am",154.403,153,4.4,37.2332,6.2
"Nov 19, 11:00 am",190.41,189,5.6,31.2282,5.7
"Nov 19, 12:00 pm",203.511,200,6.7,31.6215,5.7
"Nov 19, 01:00 pm",194.663,189,7.8,38.2153,7.2
"Nov 19, 02:00 pm",78.7091,83,7.8,48.5374,7.2
"Nov 19, 03:00 pm",79.8856,78,7.2,60.6934,5.2
"Nov 19, 04:00 pm",18.6153,20,7.2,71.792,5.2
"Nov 19, 05:00 pm",0,0,6.7,0,4.6
"Nov 19, 06:00 pm",0,0,6.7,0,5.2
"Nov 19, 07:00 pm",0,0,6.7,0,5.2
"Nov 19, 08:00 pm",0,0,6.1,0,3.6
"Nov 19, 09:00 pm",0,0,6.1,0,4.1
"Nov 19, 10:00 pm",0,0,5.6,0,4.1
"Nov 19, 11:00 pm",0,0,6.1,0,4.1
"Nov 20, 12:00 am",0,0,5.6,0,2.6
"Nov 20, 01:00 am",0,0,6.7,0,2.6
"Nov 20, 02:00 am",0,0,6.1,0,1.5
"Nov 20, 03:00 am",0,0,5.6,0,2.6
"Nov 20, 04:00 am",0,0,5,0,3.1
"Nov 20, 05:00 am",0,0,5,0,4.1
"Nov 20, 06:00 am",0,0,5.6,0,4.1
"Nov 20, 07:00 am",12.5349,14,5.6,70.1749,3.6
"Nov 20, 08:00 am",53.4163,56,6.1,59.4076,3.1
"Nov 20, 09:00 am",87.9149,92,6.7,47.4309,3.1
"Nov 20, 10:00 am",183.855,138,7.2,37.4475,4.1
"Nov 20, 11:00 am",263.524,248,7.8,31.4604,3.1
"Nov 20, 12:00 pm",120.002,123,7.8,31.8231,3.1
"Nov 20, 01:00 pm",112.41,115,7.2,38.355,3.1
"Nov 20, 02:00 pm",66.8707,70,6.7,48.6226,3.1
"Nov 20, 03:00 pm",37.7768,41,6.7,60.7382,6.2
"Nov 20, 04:00 pm",13.1634,14,6.1,71.7243,5.2
"Nov 20, 05:00 pm",0,0,6.1,0,4.6
"Nov 20, 06:00 pm",0,0,6.1,0,4.6
"Nov 20, 07:00 pm",0,0,3.9,0,6.7
"Nov 20, 08:00 pm",0,0,3.3,0,8.2
"Nov 20, 09:00 pm",0,0,2.8,0,9.3
"Nov 20, 10:00 pm",0,0,3.3,0,7.7
"Nov 20, 11:00 pm",0,0,3.9,0,6.7
"Nov 21, 12:00 am",0,0,4.4,0,7.7
"Nov 21, 01:00 am",0,0,3.9,0,8.8
"Nov 21, 02:00 am",0,0,3.9,0,6.7
"Nov 21, 03:00 am",0,0,3.3,0,7.7
"Nov 21, 04:00 am",0,0,3.3,0,5.7
"Nov 21, 05:00 am",0,0,3.3,0,5.7
"Nov 21, 06:00 am",0,0,3.3,0,6.7
"Nov 21, 07:00 am",17.1243,18,3.3,70.1652,5.7
"Nov 21, 08:00 am",51.167,54,3.3,59.5576,6.7
"Nov 21, 09:00 am",76.0704,81,2.8,47.6107,4.1
"Nov 21, 10:00 am",111.012,117,3.9,37.659,7.2
"Nov 21, 11:00 am",239.658,201,4.4,31.6875,6.7
"Nov 21, 12:00 pm",229.492,219,2.8,32.0185,6.7
"Nov 21, 01:00 pm",322.191,236,2.8,38.489,7.2
"Nov 21, 02:00 pm",213.242,167,3.3,48.7026,8.2
"Nov 21, 03:00 pm",65.2615,65,2.8,60.7783,5.7
"Nov 21, 04:00 pm",22.7188,23,2.2,71.6565,6.2
"Nov 21, 05:00 pm",0,0,2.8,0,5.7
"Nov 21, 06:00 pm",0,0,2.2,0,4.6
"Nov 21, 07:00 pm",0,0,2.2,0,3.6
"Nov 21, 08:00 pm",0,0,2.2,0,5.7
"Nov 21, 09:00 pm",0,0,2.2,0,4.1
"Nov 21, 10:00 pm",0,0,1.7,0,4.6
"Nov 21, 11:00 pm",0,0,1.7,0,4.1
"Nov 22, 12:00 am",0,0,1.7,0,4.1
"Nov 22, 01:00 am",0,0,1.7,0,3.6
"Nov 22, 02:00 am",0,0,1.7,0,2.6
"Nov 22, 03:00 am",0,0,1.1,0,1.5
"Nov 22, 04:00 am",0,0,1.1,0,2.1
"Nov 22, 05:00 am",0,0,0.6,0,1.5
"Nov 22, 06:00 am",0,0,0.6,0,1.5
"Nov 22, 07:00 am",15.022,16,1.1,70.1579,0
"Nov 22, 08:00 am",73.8982,71,1.1,59.7077,1.5
"Nov 22, 09:00 am",173.042,160,1.1,47.7894,2.1
"Nov 22, 10:00 am",160.368,160,1.1,37.8674,3.1
"Nov 22, 11:00 am",186.524,184,1.7,31.9092,2.1
"Nov 22, 12:00 pm",217.056,210,2.2,32.2076,4.1
"Nov 22, 01:00 pm",537.117,306,2.2,38.617,4.1
"Nov 22, 02:00 pm",198.762,161,3.3,48.7772,5.2
"Nov 22, 03:00 pm",169.53,111,2.8,60.8135,4.6
"Nov 22, 04:00 pm",33.2648,26,1.7,71.5887,3.1
"Nov 22, 05:00 pm",0,0,0.6,0,2.6
"Nov 22, 06:00 pm",0,0,-0.6,0,3.1
"Nov 22, 07:00 pm",0,0,-0.6,0,3.1
"Nov 22, 08:00 pm",0,0,-1.7,0,2.6
"Nov 22, 09:00 pm",0,0,-1.7,0,2.6
"Nov 22, 10:00 pm",0,0,-1.7,0,3.1
"Nov 22, 11:00 pm",0,0,-1.7,0,2.6
"Nov 23, 12:00 am",0,0,-1.1,0,2.6
"Nov 23, 01:00 am",0,0,-0.6,0,0
"Nov 23, 02:00 am",0,0,-1.1,0,2.1
"Nov 23, 03:00 am",0,0,-1.1,0,0
"Nov 23, 04:00 am",0,0,-0.6,0,2.6
"Nov 23, 05:00 am",0,0,-0.6,0,0
"Nov 23, 06:00 am",0,0,0,0,0
"Nov 23, 07:00 am",15.7823,17,0.6,70.1529,1.5
"Nov 23, 08:00 am",73.2856,69,0.6,59.8578,0
"Nov 23, 09:00 am",123.429,120,1.1,47.9669,1.5
"Nov 23, 10:00 am",193.033,185,2.2,38.0728,2.1
"Nov 23, 11:00 am",247.467,232,3.3,32.1256,2.6
"Nov 23, 12:00 pm",142.83,147,2.8,32.3903,2.1
"Nov 23, 01:00 pm",249.91,204,2.8,38.7392,2.6
"Nov 23, 02:00 pm",121.57,119,2.8,48.8465,3.1
"Nov 23, 03:00 pm",125.118,94,2.8,60.8439,2.1
"Nov 23, 04:00 pm",56.3768,30,2.2,71.5208,2.1
"Nov 23, 05:00 pm",0,0,0.6,0,2.6
"Nov 23, 06:00 pm",0,0,-0.6,0,1.5
"Nov 23, 07:00 pm",0,0,-0.6,0,1.5
"Nov 23, 08:00 pm",0,0,-1.1,0,1.5
"Nov 23, 09:00 pm",0,0,-1.7,0,2.6
"Nov 23, 10:00 pm",0,0,-2.2,0,2.1
"Nov 23, 11:00 pm",0,0,-1.7,0,2.6
"Nov 24, 12:00 am",0,0,-2.2,0,1.5
"Nov 24, 01:00 am",0,0,-3.3,0,1.5
"Nov 24, 02:00 am",0,0,-2.8,0,2.1
"Nov 24, 03:00 am",0,0,-3.3,0,2.6
"Nov 24, 04:00 am",0,0,-2.8,0,2.6
"Nov 24, 05:00 am",0,0,-3.9,0,2.1
"Nov 24, 06:00 am",0,0,-3.3,0,2.6
"Nov 24, 07:00 am",10.2269,10,-2.8,70.1503,1.5
"Nov 24, 08:00 am",112.408,74,-1.7,60.0079,1.5
"Nov 24, 09:00 am",308.264,189,-0.6,48.1431,1.5
"Nov 24, 10:00 am",362.715,250,1.1,38.2749,0
"Nov 24, 11:00 am",587.385,354,3.9,32.3365,1.5
"Nov 24, 12:00 pm",677.523,380,3.9,32.5666,3.6
"Nov 24, 01:00 pm",688.295,365,5,38.8553,3.6
"Nov 24, 02:00 pm",543.388,269,5,48.9104,3.1
"Nov 24, 03:00 pm",323.673,136,4.4,60.8694,3.1
"Nov 24, 04:00 pm",71.9275,29,2.8,71.4529,2.6
"Nov 24, 05:00 pm",0,0,1.1,0,2.6
"Nov 24, 06:00 pm",0,0,0.6,0,2.6
"Nov 24, 07:00 pm",0,0,0,0,2.6
"Nov 24, 08:00 pm",0,0,-0.6,0,3.1
"Nov 24, 09:00 pm",0,0,-0.6,0,3.1
"Nov 24, 10:00 pm",0,0,-1.1,0,3.6
"Nov 24, 11:00 pm",0,0,-1.1,0,3.1
"Nov 25, 12:00 am",0,0,-1.1,0,4.1
"Nov 25, 01:00 am",0,0,-1.7,0,3.6
"Nov 25, 02:00 am",0,0,-1.7,0,3.6
"Nov 25, 03:00 am",0,0,-1.7,0,2.6
"Nov 25, 04:00 am",0,0,-1.7,0,3.6
"Nov 25, 05:00 am",0,0,-1.7,0,3.6
"Nov 25, 06:00 am",0,0,-1.7,0,3.6
"Nov 25, 07:00 am",60.3096,23,-0.6,70.1499,3.6
"Nov 25, 08:00 am",294.499,117,1.7,60.1578,3.6
"Nov 25, 09:00 am",435.365,225,4.4,48.3178,3.6
"Nov 25, 10:00 am",566.646,319,7.8,38.4736,3.6
"Nov 25, 11:00 am",653.034,375,10.6,32.5418,2.1
"Nov 25, 12:00 pm",610.722,356,11.7,32.7364,2.6
"Nov 25, 01:00 pm",446.198,292,12.2,38.9653,3.6
"Nov 25, 02:00 pm",399.357,227,13.3,48.969,3.1
"Nov 25, 03:00 pm",234.495,118,12.2,60.8901,2.1
"Nov 25, 04:00 pm",37.3819,25,10.6,71.385,2.1
"Nov 25, 05:00 pm",0,0,10,0,3.1
"Nov 25, 06:00 pm",0,0,9.4,0,2.6
"Nov 25, 07:00 pm",0,0,7.2,0,2.6
"Nov 25, 08:00 pm",0,0,8.9,0,4.1
"Nov 25, 09:00 pm",0,0,7.8,0,3.1
"Nov 25, 10:00 pm",0,0,8.3,0,3.1
"Nov 25, 11:00 pm",0,0,9.4,0,3.6
"Nov 26, 12:00 am",0,0,10,0,4.1
"Nov 26, 01:00 am",0,0,9.4,0,2.6
"Nov 26, 02:00 am",0,0,10.6,0,3.6
"Nov 26, 03:00 am",0,0,10,0,3.1
"Nov 26, 04:00 am",0,0,10.6,0,2.6
"Nov 26, 05:00 am",0,0,10.6,0,2.6
"Nov 26, 06:00 am",0,0,10,0,2.1
"Nov 26, 07:00 am",13.5644,14,10.6,70.1518,2.6
"Nov 26, 08:00 am",68.9848,65,10.6,60.3073,2.6
"Nov 26, 09:00 am",443.272,221,11.7,48.4909,2.6
"Nov 26, 10:00 am",425.974,260,15,38.6687,2.6
"Nov 26, 11:00 am",569.212,327,16.7,32.7414,2.6
"Nov 26, 12:00 pm",268.393,247,17.2,32.8997,2.6
"Nov 26, 01:00 pm",377.459,239,18.9,39.0692,4.6
"Nov 26, 02:00 pm",284.807,201,17.8,49.022,3.6
"Nov 26, 03:00 pm",51.0007,53,17.2,60.9059,3.6
"Nov 26, 04:00 pm",14.0828,15,15.6,71.3173,4.6
"Nov 26, 05:00 pm",0,0,15,0,4.6
"Nov 26, 06:00 pm",0,0,14.4,0,4.1
"Nov 26, 07:00 pm",0,0,13.9,0,5.2
"Nov 26, 08:00 pm",0,0,14.4,0,6.2
"Nov 26, 09:00 pm",0,0,13.9,0,6.2
"Nov 26, 10:00 pm",0,0,15,0,6.2
"Nov 26, 11:00 pm",0,0,15.6,0,7.7
"Nov 27, 12:00 am",0,0,16.1,0,5.2
"Nov 27, 01:00 am",0,0,16.7,0,7.2
"Nov 27, 02:00 am",0,0,15.6,0,6.2
"Nov 27, 03:00 am",0,0,17.2,0,8.2
"Nov 27, 04:00 am",0,0,17.8,0,8.8
"Nov 27, 05:00 am",0,0,18.3,0,10.8
"Nov 27, 06:00 am",0,0,18.3,0,11.3
"Nov 27, 07:00 am",18.3984,12,17.2,70.156,9.8
"Nov 27, 08:00 am",63.3153,50,17.2,60.4564,11.8
"Nov 27, 09:00 am",109.523,94,11.7,48.6622,12.9
"Nov 27, 10:00 am",557.05,298,13.9,38.8602,11.3
"Nov 27, 11:00 am",670.918,369,15,32.9353,10.8
"Nov 27, 12:00 pm",351.675,250,13.3,33.0563,11.3
"Nov 27, 01:00 pm",194.651,165,11.7,39.1669,11.8
"Nov 27, 02:00 pm",49.7339,53,10.6,49.0696,9.8
"Nov 27, 03:00 pm",25.5678,28,10.6,60.9169,9.3
"Nov 27, 04:00 pm",7.46806,8,8.9,71.2496,7.2
"Nov 27, 05:00 pm",0,0,8.9,0,6.7
"Nov 27, 06:00 pm",0,0,8.9,0,4.6
"Nov 27, 07:00 pm",0,0,8.3,0,8.2
"Nov 27, 08:00 pm",0,0,7.2,0,6.2
"Nov 27, 09:00 pm",0,0,6.7,0,8.8
"Nov 27, 10:00 pm",0,0,6.1,0,8.2
"Nov 27, 11:00 pm",0,0,5,0,7.2
"Nov 28, 12:00 am",0,0,4.4,0,4.6
"Nov 28, 01:00 am",0,0,4.4,0,5.2
"Nov 28, 02:00 am",0,0,4.4,0,3.6
"Nov 28, 03:00 am",0,0,4.4,0,3.6
"Nov 28, 04:00 am",0,0,4.4,0,2.6
"Nov 28, 05:00 am",0,0,3.3,0,7.2
"Nov 28, 06:00 am",0,0,3.9,0,6.7
"Nov 28, 07:00 am",3.90677,4,3.3,70.1623,6.7
"Nov 28, 08:00 am",30.5784,33,2.2,60.6049,5.7
"Nov 28, 09:00 am",96.0629,98,2.2,48.8316,6.2
"Nov 28, 10:00 am",230.888,188,3.3,39.048,6.2
"Nov 28, 11:00 am",143.136,144,1.1,33.1233,4.6
"Nov 28, 12:00 pm",164.723,164,1.1,33.2063,5.7
"Nov 28, 01:00 pm",138.283,139,1.7,39.2584,6.7
"Nov 28, 02:00 pm",157.697,133,2.2,49.1116,7.2
"Nov 28, 03:00 pm",41.4742,45,2.2,60.9229,6.7
"Nov 28, 04:00 pm",18.3316,19,1.7,71.1821,6.2
"Nov 28, 05:00 pm",0,0,1.7,0,6.2
"Nov 28, 06:00 pm",0,0,1.7,0,6.7
"Nov 28, 07:00 pm",0,0,1.7,0,8.2
"Nov 28, 08:00 pm",0,0,1.7,0,6.7
"Nov 28, 09:00 pm",0,0,1.7,0,8.8
"Nov 28, 10:00 pm",0,0,2.2,0,9.8
"Nov 28, 11:00 pm",0,0,2.2,0,7.7
"Nov 29, 12:00 am",0,0,2.2,0,7.2
"Nov 29, 01:00 am",0,0,2.8,0,7.2
"Nov 29, 02:00 am",0,0,2.2,0,8.2
"Nov 29, 03:00 am",0,0,1.1,0,8.2
"Nov 29, 04:00 am",0,0,1.7,0,7.7
"Nov 29, 05:00 am",0,0,1.7,0,8.2
"Nov 29, 06:00 am",0,0,1.7,0,8.2
"Nov 29, 07:00 am",8.04603,9,1.7,70.1708,6.7
"Nov 29, 08:00 am",53.1803,53,1.7,60.7527,7.7
"Nov 29, 09:00 am",208.78,161,1.7,48.9991,7.2
"Nov 29, 10:00 am",407.254,234,2.2,39.2318,6.2
"Nov 29, 11:00 am",165.128,163,2.2,33.3054,7.2
"Nov 29, 12:00 pm",139.732,141,2.8,33.3495,5.2
"Nov 29, 01:00 pm",95.4855,100,2.8,39.3437,7.2
"Nov 29, 02:00 pm",108.37,109,2.8,49.1481,7.2
"Nov 29, 03:00 pm",51.4632,52,2.8,60.9241,7.7
"Nov 29, 04:00 pm",9.83959,11,2.8,71.1148,4.1
"Nov 29, 05:00 pm",0,0,2.2,0,3.6
"Nov 29, 06:00 pm",0,0,2.2,0,2.6
"Nov 29, 07:00 pm",0,0,1.7,0,4.1
"Nov 29, 08:00 pm",0,0,1.1,0,4.1
"Nov 29, 09:00 pm",0,0,0.6,0,3.6
"Nov 29, 10:00 pm",0,0,0.6,0,3.1
"Nov 29, 11:00 pm",0,0,1.7,0,3.6
"Nov 30, 12:00 am",0,0,1.7,0,2.6
"Nov 30, 01:00 am",0,0,2.2,0,2.6
"Nov 30, 02:00 am",0,0,3.3,0,3.6
"Nov 30, 03:00 am",0,0,5,0,5.7
"Nov 30, 04:00 am",0,0,5,0,6.2
"Nov 30, 05:00 am",0,0,5,0,7.7
"Nov 30, 06:00 am",0,0,5,0,7.7
"Nov 30, 07:00 am",12.2486,9,5.6,70.1814,8.8
"Nov 30, 08:00 am",44.104,46,5.6,60.8997,8.8
"Nov 30, 09:00 am",105.596,89,6.1,49.1643,8.8
"Nov 30, 10:00 am",77.0539,81,6.1,39.4116,10.8
"Nov 30, 11:00 am",102.158,106,4.4,33.4815,11.8
"Nov 30, 12:00 pm",99.3506,103,4.4,33.4859,12.4
"Nov 30, 01:00 pm",97.6913,102,3.9,39.4226,10.8
"Nov 30, 02:00 pm",73.432,79,3.9,49.179,11.3
"Nov 30, 03:00 pm",32.2918,36,3.9,60.9205,8.8
"Nov 30, 04:00 pm",8.04329,9,3.9,71.0478,8.2
"Nov 30, 05:00 pm",0,0,3.9,0,7.7
"Nov 30, 06:00 pm",0,0,2.8,0,6.7
"Nov 30, 07:00 pm",0,0,3.3,0,6.7
"Nov 30, 08:00 pm",0,0,2.2,0,4.1
"Nov 30, 09:00 pm",0,0,3.1,0,4.7
"Nov 30, 10:00 pm",0,0,3.9,0,5.3
"Nov 30, 11:00 pm",0,0,4.8,0,5.9
"Dec 1, 12:00 am",0,0,5.7,0,6.4
"Dec 1, 01:00 am",0,0,6.6,0,7
"Dec 1, 02:00 am",0,0,7.4,0,7.6
"Dec 1, 03:00 am",0,0,8.3,0,8.2
"Dec 1, 04:00 am",0,0,8.9,0,4.6
"Dec 1, 05:00 am",0,0,10,0,5.2
"Dec 1, 06:00 am",0,0,10.6,0,6.2
"Dec 1, 07:00 am",10.7467,12,11.1,70.1914,6.2
"Dec 1, 08:00 am",110.514,60,13.3,61.0022,6.2
"Dec 1, 09:00 am",64.1995,61,14.4,49.2781,10.3
"Dec 1, 10:00 am",50.7482,48,15,39.5335,12.9
"Dec 1, 11:00 am",70.4192,74,13.9,33.5985,9.3
"Dec 1, 12:00 pm",226.837,193,13.9,33.5738,10.3
"Dec 1, 01:00 pm",263.098,190,8.3,39.4704,15.4
"Dec 1, 02:00 pm",104.594,102,7.2,49.194,16.5
"Dec 1, 03:00 pm",60.6018,60,7.2,60.912,15.4
"Dec 1, 04:00 pm",8.0434,9,7.2,71.0008,16.5
"Dec 1, 05:00 pm",0,0,6.7,0,14.4
"Dec 1, 06:00 pm",0,0,6.7,0,16.5
"Dec 1, 07:00 pm",0,0,6.1,0,14.4
"Dec 1, 08:00 pm",0,0,6.1,0,14.4
"Dec 1, 09:00 pm",0,0,6.1,0,12.4
"Dec 1, 10:00 pm",0,0,5.6,0,11.3
"Dec 1, 11:00 pm",0,0,5,0,12.9
"Dec 2, 12:00 am",0,0,5,0,12.9
"Dec 2, 01:00 am",0,0,5,0,15.4
"Dec 2, 02:00 am",0,0,5,0,15.4
"Dec 2, 03:00 am",0,0,5.6,0,14.4
"Dec 2, 04:00 am",0,0,5.6,0,12.9
"Dec 2, 05:00 am",0,0,5,0,12.4
"Dec 2, 06:00 am",0,0,4.4,0,16.5
"Dec 2, 07:00 am",7.39219,8,4.4,70.2055,14.9
"Dec 2, 08:00 am",30.5033,34,4.4,61.1476,11.8
"Dec 2, 09:00 am",71.6869,76,3.9,49.4396,13.4
"Dec 2, 10:00 am",157.88,154,2.8,39.7063,9.3
"Dec 2, 11:00 am",199.302,192,2.2,33.7644,9.3
"Dec 2, 12:00 pm",216.424,207,2.8,33.6988,11.3
"Dec 2, 01:00 pm",199.009,188,2.8,39.5386,10.3
"Dec 2, 02:00 pm",138.996,132,2.8,49.2156,8.8
"Dec 2, 03:00 pm",85.0406,78,3.3,60.9002,12.4
"Dec 2, 04:00 pm",20.8995,21,2.8,70.9342,12.4
"Dec 2, 05:00 pm",0,0,1.7,0,10.3
"Dec 2, 06:00 pm",0,0,1.1,0,9.3
"Dec 2, 07:00 pm",0,0,2.2,0,7.7
"Dec 2, 08:00 pm",0,0,1.7,0,7.2
"Dec 2, 09:00 pm",0,0,1.1,0,6.2
"Dec 2, 10:00 pm",0,0,1.7,0,7.7
"Dec 2, 11:00 pm",0,0,2.2,0,10.3
"Dec 3, 12:00 am",0,0,2.2,0,8.2
"Dec 3, 01:00 am",0,0,2.2,0,6.2
"Dec 3, 02:00 am",0,0,2.2,0,7.2
"Dec 3, 03:00 am",0,0,2.2,0,6.7
"Dec 3, 04:00 am",0,0,1.7,0,6.2
"Dec 3, 05:00 am",0,0,1.7,0,6.2
"Dec 3, 06:00 am",0,0,1.1,0,5.2
"Dec 3, 07:00 am",7.73057,8,0.6,70.2217,4.6
"Dec 3, 08:00 am",83.8148,65,1.1,61.2918,4.6
"Dec 3, 09:00 am",50.6994,55,1.1,49.5985,2.1
"Dec 3, 10:00 am",121.186,122,1.1,39.8749,2.1
"Dec 3, 11:00 am",145.889,145,0.6,33.9242,2.6
"Dec 3, 12:00 pm",162.445,162,0,33.8168,3.1
"Dec 3, 01:00 pm",139.915,139,0,39.6004,5.2
"Dec 3, 02:00 pm",127.928,121,-0.6,49.2316,3.6
"Dec 3, 03:00 pm",74.5627,61,0,60.8836,3.6
"Dec 3, 04:00 pm",10.1691,11,0,70.868,6.7
"Dec 3, 05:00 pm",0,0,-0.6,0,6.7
"Dec 3, 06:00 pm",0,0,-1.1,0,5.7
"Dec 3, 07:00 pm",0,0,-1.7,0,5.7
"Dec 3, 08:00 pm",0,0,-2.2,0,5.2
"Dec 3, 09:00 pm",0,0,-1.7,0,4.6
"Dec 3, 10:00 pm",0,0,-1.7,0,4.6
"Dec 3, 11:00 pm",0,0,-1.7,0,4.1
"Dec 4, 12:00 am",0,0,-1.7,0,5.2
"Dec 4, 01:00 am",0,0,-1.1,0,6.2
"Dec 4, 02:00 am",0,0,-1.1,0,5.7
"Dec 4, 03:00 am",0,0,-1.1,0,1.5
"Dec 4, 04:00 am",0,0,-2.2,0,0
"Dec 4, 05:00 am",0,0,-1.7,0,6.2
"Dec 4, 06:00 am",0,0,-2.2,0,6.7
"Dec 4, 07:00 am",18.6838,16,-2.2,70.2398,7.7
"Dec 4, 08:00 am",121.609,73,-2.2,61.4347,7.7
"Dec 4, 09:00 am",579.769,255,-1.7,49.7548,7.7
"Dec 4, 10:00 am",745.395,364,-1.1,40.039,7.7
"Dec 4, 11:00 am",844.863,431,0,34.0776,8.8
"Dec 4, 12:00 pm",658.731,368,-0.6,33.9279,8.8
"Dec 4, 01:00 pm",522.845,291,0,39.6558,7.7
"Dec 4, 02:00 pm",527.263,257,0,49.2419,7.2
"Dec 4, 03:00 pm",330.688,136,-0.6,60.8621,5.2
"Dec 4, 04:00 pm",88.7652,31,-2.2,70.8021,5.7
"Dec 4, 05:00 pm",0,0,-2.8,0,4.1
"Dec 4, 06:00 pm",0,0,-2.8,0,4.6
"Dec 4, 07:00 pm",0,0,-2.2,0,5.2
"Dec 4, 08:00 pm",0,0,-2.2,0,3.1
"Dec 4, 09:00 pm",0,0,-3.3,0,3.6
"Dec 4, 10:00 pm",0,0,-3.9,0,2.6
"Dec 4, 11:00 pm",0,0,-4.4,0,3.1
"Dec 5, 12:00 am",0,0,-5.6,0,2.6
"Dec 5, 01:00 am",0,0,-6.1,0,3.6
"Dec 5, 02:00 am",0,0,-5,0,3.6
"Dec 5, 03:00 am",0,0,-3.3,0,6.7
"Dec 5, 04:00 am",0,0,-3.3,0,6.7
"Dec 5, 05:00 am",0,0,-2.8,0,7.2
"Dec 5, 06:00 am",0,0,-3.3,0,9.3
"Dec 5, 07:00 am",5.54414,6,-2.8,70.2599,9.3
"Dec 5, 08:00 am",48.777,47,-2.8,61.5763,7.7
"Dec 5, 09:00 am",88.6878,88,-3.3,49.9084,8.2
"Dec 5, 10:00 am",112.366,114,-3.9,40.1985,9.3
"Dec 5, 11:00 am",174.842,169,-3.9,34.2248,7.7
"Dec 5, 12:00 pm",184.301,180,-3.9,34.0319,7.7
"Dec 5, 01:00 pm",149.066,148,-3.9,39.7047,10.8
"Dec 5, 02:00 pm",98.9315,100,-3.9,49.2467,10.3
"Dec 5, 03:00 pm",77.5701,72,-3.9,60.8359,12.9
"Dec 5, 04:00 pm",8.94202,10,-4.4,70.7368,11.8
"Dec 5, 05:00 pm",0,0,-4.4,0,10.3
"Dec 5, 06:00 pm",0,0,-4.4,0,11.3
"Dec 5, 07:00 pm",0,0,-3.9,0,10.8
"Dec 5, 08:00 pm",0,0,-3.9,0,11.3
"Dec 5, 09:00 pm",0,0,-3.9,0,8.2
"Dec 5, 10:00 pm",0,0,-3.9,0,8.8
"Dec 5, 11:00 pm",0,0,-3.3,0,6.2
"Dec 6, 12:00 am",0,0,-3.3,0,3.6
"Dec 6, 01:00 am",0,0,-3.3,0,3.6
"Dec 6, 02:00 am",0,0,-3.3,0,6.7
"Dec 6, 03:00 am",0,0,-4.4,0,7.7
"Dec 6, 04:00 am",0,0,-5,0,6.7
"Dec 6, 05:00 am",0,0,-4.4,0,4.6
"Dec 6, 06:00 am",0,0,-5,0,4.6
"Dec 6, 07:00 am",10.1643,11,-5,70.282,5.2
"Dec 6, 08:00 am",64.6528,59,-5,61.7163,4.6
"Dec 6, 09:00 am",137.234,127,-5,50.0591,6.7
"Dec 6, 10:00 am",220.032,194,-4.4,40.3535,6.7
"Dec 6, 11:00 am",171.746,164,-4.4,34.3654,5.2
"Dec 6, 12:00 pm",152.903,153,-4.4,34.1289,7.7
"Dec 6, 01:00 pm",136.507,137,-4.4,39.7471,6.7
"Dec 6, 02:00 pm",132.827,126,-5,49.2459,7.7
"Dec 6, 03:00 pm",61.9814,61,-5.6,60.805,7.2
"Dec 6, 04:00 pm",12.5431,14,-5.6,70.6719,6.2
"Dec 6, 05:00 pm",0,0,-6.1,0,6.2
"Dec 6, 06:00 pm",0,0,-6.7,0,7.7
"Dec 6, 07:00 pm",0,0,-6.7,0,6.2
"Dec 6, 08:00 pm",0,0,-6.7,0,7.7
"Dec 6, 09:00 pm",0,0,-7.2,0,7.2
"Dec 6, 10:00 pm",0,0,-7.2,0,9.3
"Dec 6, 11:00 pm",0,0,-7.8,0,8.8
"Dec 7, 12:00 am",0,0,-7.2,0,8.2
"Dec 7, 01:00 am",0,0,-7.2,0,7.7
"Dec 7, 02:00 am",0,0,-7.8,0,6.2
"Dec 7, 03:00 am",0,0,-7.8,0,6.2
"Dec 7, 04:00 am",0,0,-7.8,0,6.7
"Dec 7, 05:00 am",0,0,-7.8,0,6.2
"Dec 7, 06:00 am",0,0,-8.3,0,6.2
"Dec 7, 07:00 am",9.32721,10,-8.3,70.306,7.7
