Location,BNMC,,,,
Address,"666 N Oak St, Buffalo NY 14203",,,,
Opt. tilt,32 deg,accurate to 0.25 deg,,,
Opt. azimuth,178.25 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jan 18, 02:00 pm",86.9588,93,2.2,44.5953,5.7
"Jan 18, 03:00 pm",60.3259,63,2.2,55.9784,5.7
"Jan 18, 04:00 pm",44.3734,40,1.7,68.571,6.7
"Jan 18, 05:00 pm",0.924024,1,1.7,75.251,4.6
"Jan 18, 06:00 pm",0,0,1.7,0,5.2
"Jan 18, 07:00 pm",0,0,1.1,0,5.2
"Jan 18, 08:00 pm",0,0,1.1,0,5.7
"Jan 18, 09:00 pm",0,0,1.1,0,6.2
"Jan 18, 10:00 pm",0,0,1.1,0,6.2
"Jan 18, 11:00 pm",0,0,1.1,0,6.2
"Jan 19, 12:00 am",0,0,1.1,0,6.2
"Jan 19, 01:00 am",0,0,1.1,0,6.7
"Jan 19, 02:00 am",0,0,1.1,0,6.2
"Jan 19, 03:00 am",0,0,1.1,0,6.7
"Jan 19, 04:00 am",0,0,1.1,0,7.2
"Jan 19, 05:00 am",0,0,1.1,0,7.2
"Jan 19, 06:00 am",0,0,1.1,0,7.7
"Jan 19, 07:00 am",3.6961,4,1.1,72.7091,6.2
"Jan 19, 08:00 am",45.5444,44,1.1,64.9182,6.7
"Jan 19, 09:00 am",60.0601,65,1.1,52.5504,5.2
"Jan 19, 10:00 am",190.207,180,1.1,41.6618,7.2
"Jan 19, 11:00 am",228.316,217,1.1,33.8072,7.7
"Jan 19, 12:00 pm",239.753,229,1.7,31.3779,7.2
"Jan 19, 01:00 pm",212.584,205,1.1,35.5099,7.7
"Jan 19, 02:00 pm",174.288,168,1.1,44.4035,7.7
"Jan 19, 03:00 pm",106.941,103,1.1,55.8131,7.7
"Jan 19, 04:00 pm",28.8032,30,0.6,68.4319,7.2
"Jan 19, 05:00 pm",0,0,0.6,75.2725,7.2
"Jan 19, 06:00 pm",0,0,0.6,0,10.3
"Jan 19, 07:00 pm",0,0,0.6,0,6.7
"Jan 19, 08:00 pm",0,0,0.6,0,6.7
"Jan 19, 09:00 pm",0,0,0.6,0,7.2
"Jan 19, 10:00 pm",0,0,0.6,0,6.2
"Jan 19, 11:00 pm",0,0,0.6,0,6.7
"Jan 20, 12:00 am",0,0,0.6,0,7.7
"Jan 20, 01:00 am",0,0,0.6,0,7.2
"Jan 20, 02:00 am",0,0,0,0,7.2
"Jan 20, 03:00 am",0,0,-0.6,0,7.7
"Jan 20, 04:00 am",0,0,-0.6,0,7.7
"Jan 20, 05:00 am",0,0,-0.6,0,7.7
"Jan 20, 06:00 am",0,0,-1.1,0,7.2
"Jan 20, 07:00 am",14.09,8,-1.7,72.7865,6.7
"Jan 20, 08:00 am",91.6331,57,-0.6,64.9026,7.2
"Jan 20, 09:00 am",157.298,122,-1.1,52.4979,7.2
"Jan 20, 10:00 am",205.492,168,-1.7,41.5597,6.2
"Jan 20, 11:00 am",205.822,196,0,33.6421,7.7
"Jan 20, 12:00 pm",280.748,225,0,31.1626,8.2
"Jan 20, 01:00 pm",240.451,200,-0.6,35.2912,8.2
"Jan 20, 02:00 pm",275.167,198,0.6,44.2096,8.2
"Jan 20, 03:00 pm",101.536,87,-1.7,55.6473,8.8
"Jan 20, 04:00 pm",111.923,48,-1.1,68.293,5.7
"Jan 20, 05:00 pm",4.38628,4,-2.2,75.2961,2.6
"Jan 20, 06:00 pm",0,0,-2.2,0,2.6
"Jan 20, 07:00 pm",0,0,-2.2,0,5.7
"Jan 20, 08:00 pm",0,0,-2.8,0,7.7
"Jan 20, 09:00 pm",0,0,-2.8,0,7.2
"Jan 20, 10:00 pm",0,0,-3.3,0,7.2
"Jan 20, 11:00 pm",0,0,-3.3,0,5.2
"Jan 21, 12:00 am",0,0,-2.8,0,5.2
"Jan 21, 01:00 am",0,0,-2.2,0,7.2
"Jan 21, 02:00 am",0,0,-1.7,0,6.7
"Jan 21, 03:00 am",0,0,-2.2,0,7.7
"Jan 21, 04:00 am",0,0,-2.2,0,8.8
"Jan 21, 05:00 am",0,0,-2.8,0,7.2
"Jan 21, 06:00 am",0,0,-3.3,0,6.7
"Jan 21, 07:00 am",4.24526,3,-3.3,72.8642,6.2
"Jan 21, 08:00 am",104.5,63,-2.2,64.8824,7.2
"Jan 21, 09:00 am",385.252,201,-1.1,52.4404,7.7
"Jan 21, 10:00 am",576.553,312,-0.6,41.452,7.7
"Jan 21, 11:00 am",593.408,339,-0.6,33.4707,7.2
"Jan 21, 12:00 pm",615.379,367,-0.6,30.9412,6.2
"Jan 21, 01:00 pm",201.539,196,-0.6,35.0684,7.7
"Jan 21, 02:00 pm",199.025,167,-1.1,44.0139,10.3
"Jan 21, 03:00 pm",246.046,143,-1.1,55.481,8.8
"Jan 21, 04:00 pm",29.6154,30,-1.7,68.1545,6.7
"Jan 21, 05:00 pm",1.17741,1,-1.1,75.3218,5.7
"Jan 21, 06:00 pm",0,0,-1.1,0,5.7
"Jan 21, 07:00 pm",0,0,-1.7,0,6.2
"Jan 21, 08:00 pm",0,0,-1.7,0,4.1
"Jan 21, 09:00 pm",0,0,-1.7,0,4.1
"Jan 21, 10:00 pm",0,0,-0.6,0,5.2
"Jan 21, 11:00 pm",0,0,-1.7,0,5.2
"Jan 22, 12:00 am",0,0,-1.7,0,6.2
"Jan 22, 01:00 am",0,0,-0.6,0,6.7
"Jan 22, 02:00 am",0,0,-0.6,0,5.7
"Jan 22, 03:00 am",0,0,0,0,7.2
"Jan 22, 04:00 am",0,0,-0.6,0,4.6
"Jan 22, 05:00 am",0,0,-0.6,0,6.7
"Jan 22, 06:00 am",0,0,-0.6,0,5.2
"Jan 22, 07:00 am",5.83748,6,-0.6,72.942,7.2
"Jan 22, 08:00 am",51.2208,43,0,64.8577,5.7
"Jan 22, 09:00 am",103.719,101,0,52.378,6.7
"Jan 22, 10:00 am",133.095,134,1.1,41.3387,9.3
"Jan 22, 11:00 am",252.18,238,1.7,33.2931,8.8
"Jan 22, 12:00 pm",207.29,204,1.7,30.7139,10.3
"Jan 22, 01:00 pm",180.627,179,0.6,34.8417,9.8
"Jan 22, 02:00 pm",156.401,154,0.6,43.8163,8.2
"Jan 22, 03:00 pm",116.19,112,0.6,55.3143,0.5
"Jan 22, 04:00 pm",49.7629,46,0.6,68.0163,7.7
"Jan 22, 05:00 pm",3.6961,4,0.6,75.3495,7.7
"Jan 22, 06:00 pm",0,0,0.6,0,8.2
"Jan 22, 07:00 pm",0,0,0.6,0,8.2
"Jan 22, 08:00 pm",0,0,1.1,0,7.7
"Jan 22, 09:00 pm",0,0,1.1,0,9.3
"Jan 22, 10:00 pm",0,0,0.6,0,8.8
"Jan 22, 11:00 pm",0,0,0.6,0,9.3
"Jan 23, 12:00 am",0,0,0,0,8.2
"Jan 23, 01:00 am",0,0,-0.6,0,7.7
"Jan 23, 02:00 am",0,0,-0.6,0,7.2
"Jan 23, 03:00 am",0,0,-1.7,0,8.2
"Jan 23, 04:00 am",0,0,-3.3,0,6.7
"Jan 23, 05:00 am",0,0,-3.9,0,7.7
"Jan 23, 06:00 am",0,0,-5,0,7.2
"Jan 23, 07:00 am",4.62012,5,-6.1,73.0199,7.2
"Jan 23, 08:00 am",113.059,61,-6.7,64.8285,6.7
"Jan 23, 09:00 am",338.923,175,-7.2,52.3106,7.7
"Jan 23, 10:00 am",325.336,212,-6.1,41.2199,7.7
"Jan 23, 11:00 am",270.62,203,-6.7,33.1094,7.7
"Jan 23, 12:00 pm",167.701,171,-6.1,30.4808,5.2
"Jan 23, 01:00 pm",172.58,156,-7.2,34.6112,10.3
"Jan 23, 02:00 pm",115.896,119,-7.8,43.6171,8.8
"Jan 23, 03:00 pm",165,120,-8.3,55.1474,6.7
"Jan 23, 04:00 pm",29.2334,26,-8.9,67.8787,7.2
"Jan 23, 05:00 pm",0.25242,0,-9.4,75.3793,6.7
"Jan 23, 06:00 pm",0,0,-10,0,7.7
"Jan 23, 07:00 pm",0,0,-10,0,7.2
"Jan 23, 08:00 pm",0,0,-10,0,8.8
"Jan 23, 09:00 pm",0,0,-10.6,0,8.2
"Jan 23, 10:00 pm",0,0,-10.6,0,7.7
"Jan 23, 11:00 pm",0,0,-11.1,0,7.2
"Jan 24, 12:00 am",0,0,-11.1,0,8.8
"Jan 24, 01:00 am",0,0,-11.1,0,8.8
"Jan 24, 02:00 am",0,0,-11.7,0,8.2
"Jan 24, 03:00 am",0,0,-11.7,0,8.8
"Jan 24, 04:00 am",0,0,-11.7,0,9.3
"Jan 24, 05:00 am",0,0,-12.2,0,9.3
"Jan 24, 06:00 am",0,0,-11.7,0,7.7
"Jan 24, 07:00 am",20.7143,12,-12.2,73.0978,7.2
"Jan 24, 08:00 am",119.619,75,-11.7,64.7948,7.2
"Jan 24, 09:00 am",457.866,229,-10.6,52.2383,5.7
"Jan 24, 10:00 am",631.918,342,-8.9,41.0957,7.2
"Jan 24, 11:00 am",558.449,316,-8.3,32.9196,6.2
"Jan 24, 12:00 pm",566.621,350,-7.8,30.242,5.7
"Jan 24, 01:00 pm",491.647,317,-7.2,34.377,6.2
"Jan 24, 02:00 pm",370.123,265,-6.7,43.4164,4.1
"Jan 24, 03:00 pm",135.976,114,-7.2,54.9805,5.2
"Jan 24, 04:00 pm",145.801,64,-7.8,67.7418,3.6
"Jan 24, 05:00 pm",9.32095,6,-9.4,75.4112,3.1
"Jan 24, 06:00 pm",0,0,-8.3,0,2.6
"Jan 24, 07:00 pm",0,0,-8.9,0,3.6
"Jan 24, 08:00 pm",0,0,-8.9,0,4.6
"Jan 24, 09:00 pm",0,0,-8.9,0,3.6
"Jan 24, 10:00 pm",0,0,-8.9,0,2.6
"Jan 24, 11:00 pm",0,0,-8.3,0,2.6
"Jan 25, 12:00 am",0,0,-8.9,0,3.1
"Jan 25, 01:00 am",0,0,-8.3,0,3.1
"Jan 25, 02:00 am",0,0,-8.9,0,3.1
"Jan 25, 03:00 am",0,0,-8.9,0,3.6
"Jan 25, 04:00 am",0,0,-8.9,0,3.1
"Jan 25, 05:00 am",0,0,-10,0,3.1
"Jan 25, 06:00 am",0,0,-10,0,3.6
"Jan 25, 07:00 am",3.6961,4,-10,73.1758,4.1
"Jan 25, 08:00 am",76.1668,65,-9.4,64.7566,3.1
"Jan 25, 09:00 am",97.8571,98,-7.8,52.1611,3.6
"Jan 25, 10:00 am",150.138,150,-7.2,40.9662,2.6
"Jan 25, 11:00 am",202.131,198,-6.7,32.7239,2.1
"Jan 25, 12:00 pm",235.661,228,-5.6,29.9975,3.1
"Jan 25, 01:00 pm",225.981,216,-5.6,34.1393,0
"Jan 25, 02:00 pm",172.409,169,-5.6,43.2144,1.5
"Jan 25, 03:00 pm",115.445,113,-5,54.8136,1.5
"Jan 25, 04:00 pm",59.103,54,-5.6,67.6056,4.1
"Jan 25, 05:00 pm",4.62012,5,-6.1,75.4454,1.5
"Jan 25, 06:00 pm",0,0,-7.2,0,3.1
"Jan 25, 07:00 pm",0,0,-7.8,0,3.6
"Jan 25, 08:00 pm",0,0,-7.2,0,4.1
"Jan 25, 09:00 pm",0,0,-7.8,0,4.6
"Jan 25, 10:00 pm",0,0,-7.2,0,5.2
"Jan 25, 11:00 pm",0,0,-6.7,0,4.6
"Jan 26, 12:00 am",0,0,-6.1,0,5.7
"Jan 26, 01:00 am",0,0,-5.6,0,6.2
"Jan 26, 02:00 am",0,0,-6.1,0,7.2
"Jan 26, 03:00 am",0,0,-7.2,0,6.7
"Jan 26, 04:00 am",0,0,-7.2,0,7.2
"Jan 26, 05:00 am",0,0,-7.8,0,7.7
"Jan 26, 06:00 am",0,0,-7.8,0,5.7
"Jan 26, 07:00 am",6.46817,7,-6.7,73.2538,6.7
"Jan 26, 08:00 am",57.0534,54,-6.1,64.714,6.7
"Jan 26, 09:00 am",117.72,116,-5.6,52.0792,5.7
"Jan 26, 10:00 am",243.811,201,-4.4,40.8314,6.2
"Jan 26, 11:00 am",360.422,267,-4.4,32.5223,7.2
"Jan 26, 12:00 pm",99.2681,107,-3.9,29.7474,6.7
"Jan 26, 01:00 pm",162.692,165,-3.9,33.8983,8.2
"Jan 26, 02:00 pm",157.59,155,-3.9,43.0112,7.7
"Jan 26, 03:00 pm",114.779,112,-3.3,54.647,6.2
"Jan 26, 04:00 pm",38.4197,39,-3.9,67.4704,6.2
"Jan 26, 05:00 pm",4.62012,5,-3.9,75.4817,6.2
"Jan 26, 06:00 pm",0,0,-3.9,0,6.7
"Jan 26, 07:00 pm",0,0,-3.9,0,6.7
"Jan 26, 08:00 pm",0,0,-3.9,0,6.2
"Jan 26, 09:00 pm",0,0,-3.9,0,4.6
"Jan 26, 10:00 pm",0,0,-3.9,0,3.6
"Jan 26, 11:00 pm",0,0,-3.9,0,4.1
"Jan 27, 12:00 am",0,0,-4.4,0,3.6
"Jan 27, 01:00 am",0,0,-4.4,0,4.1
"Jan 27, 02:00 am",0,0,-4.4,0,4.1
"Jan 27, 03:00 am",0,0,-4.4,0,3.1
"Jan 27, 04:00 am",0,0,-5,0,2.6
"Jan 27, 05:00 am",0,0,-5,0,3.6
"Jan 27, 06:00 am",0,0,-5,0,4.1
"Jan 27, 07:00 am",8.31622,9,-4.4,73.3316,3.6
"Jan 27, 08:00 am",59.7596,56,-4.4,64.6669,3.1
"Jan 27, 09:00 am",241.033,152,-3.9,51.9925,2.6
"Jan 27, 10:00 am",388.796,274,-3.9,40.6913,2.1
"Jan 27, 11:00 am",529.886,351,-2.8,32.315,3.1
"Jan 27, 12:00 pm",434.145,338,-3.3,29.4919,4.1
"Jan 27, 01:00 pm",157.059,161,-3.3,33.654,4.6
"Jan 27, 02:00 pm",199.496,191,-2.8,42.807,4.1
"Jan 27, 03:00 pm",138.316,128,-3.3,54.4806,4.6
"Jan 27, 04:00 pm",85.9714,64,-3.3,67.3361,6.2
"Jan 27, 05:00 pm",9.99035,10,-3.9,75.5203,3.6
"Jan 27, 06:00 pm",0,0,-3.9,0,5.2
"Jan 27, 07:00 pm",0,0,-4.4,0,2.1
"Jan 27, 08:00 pm",0,0,-4.4,0,4.1
"Jan 27, 09:00 pm",0,0,-3.9,0,4.1
"Jan 27, 10:00 pm",0,0,-4.4,0,7.2
"Jan 27, 11:00 pm",0,0,-5,0,4.1
"Jan 28, 12:00 am",0,0,-5.6,0,5.2
"Jan 28, 01:00 am",0,0,-6.1,0,5.7
"Jan 28, 02:00 am",0,0,-6.7,0,6.2
"Jan 28, 03:00 am",0,0,-6.1,0,6.2
"Jan 28, 04:00 am",0,0,-7.2,0,5.7
"Jan 28, 05:00 am",0,0,-7.8,0,6.2
"Jan 28, 06:00 am",0,0,-7.8,0,7.2
"Jan 28, 07:00 am",5.82968,6,-7.8,73.4094,5.7
"Jan 28, 08:00 am",180.258,85,-8.3,64.6154,6.7
"Jan 28, 09:00 am",422.44,220,-7.2,51.9012,7.2
"Jan 28, 10:00 am",615.608,342,-6.1,40.5462,6.7
"Jan 28, 11:00 am",564.916,363,-5.6,32.1019,8.2
"Jan 28, 12:00 pm",298.476,244,-6.1,29.2309,6.7
"Jan 28, 01:00 pm",240.153,203,-5.6,33.4066,7.7
"Jan 28, 02:00 pm",181.689,177,-6.1,42.602,9.3
"Jan 28, 03:00 pm",136.306,130,-6.1,54.3147,8.2
"Jan 28, 04:00 pm",31.9132,33,-6.7,67.2029,8.2
"Jan 28, 05:00 pm",6.1162,6,-6.7,75.5611,6.2
"Jan 28, 06:00 pm",0,0,-6.7,0,3.6
"Jan 28, 07:00 pm",0,0,-8.9,0,4.6
"Jan 28, 08:00 pm",0,0,-8.9,0,4.1
"Jan 28, 09:00 pm",0,0,-10,0,4.6
"Jan 28, 10:00 pm",0,0,-9.4,0,4.6
"Jan 28, 11:00 pm",0,0,-8.3,0,6.2
"Jan 29, 12:00 am",0,0,-8.9,0,4.6
"Jan 29, 01:00 am",0,0,-8.3,0,6.2
"Jan 29, 02:00 am",0,0,-8.3,0,4.6
"Jan 29, 03:00 am",0,0,-9.4,0,3.6
"Jan 29, 04:00 am",0,0,-8.9,0,4.6
"Jan 29, 05:00 am",0,0,-10,0,3.6
"Jan 29, 06:00 am",0,0,-10,0,3.1
"Jan 29, 07:00 am",4.83303,4,-8.3,73.487,5.2
"Jan 29, 08:00 am",77.5656,60,-7.2,64.5596,4.1
"Jan 29, 09:00 am",81.9838,85,-6.7,51.8053,6.7
"Jan 29, 10:00 am",405.227,260,-5.6,40.396,7.2
"Jan 29, 11:00 am",522.744,345,-4.4,31.8833,6.7
"Jan 29, 12:00 pm",451.144,340,-5,28.9647,7.2
"Jan 29, 01:00 pm",108.13,113,-5,33.1563,9.3
"Jan 29, 02:00 pm",217.02,204,-5,42.3962,7.2
"Jan 29, 03:00 pm",86.4128,89,-5.6,54.1494,5.7
"Jan 29, 04:00 pm",39.029,41,-6.1,67.0709,4.6
"Jan 29, 05:00 pm",3.26931,4,-6.1,75.6043,7.7
"Jan 29, 06:00 pm",0,0,-6.7,0,6.2
"Jan 29, 07:00 pm",0,0,-7.2,0,5.2
"Jan 29, 08:00 pm",0,0,-8.3,0,6.2
"Jan 29, 09:00 pm",0,0,-9.4,0,6.2
"Jan 29, 10:00 pm",0,0,-8.9,0,7.2
"Jan 29, 11:00 pm",0,0,-9.4,0,3.6
"Jan 30, 12:00 am",0,0,-10,0,4.6
"Jan 30, 01:00 am",0,0,-10,0,4.1
"Jan 30, 02:00 am",0,0,-10,0,3.1
"Jan 30, 03:00 am",0,0,-10,0,4.6
"Jan 30, 04:00 am",0,0,-9.4,0,5.2
"Jan 30, 05:00 am",0,0,-10,0,4.1
"Jan 30, 06:00 am",0,0,-10.6,0,2.1
"Jan 30, 07:00 am",8.59915,9,-10.6,73.5644,2.1
"Jan 30, 08:00 am",71.7106,66,-10,64.4994,3.6
"Jan 30, 09:00 am",404.617,227,-10,51.7048,5.2
"Jan 30, 10:00 am",625.592,353,-9.4,40.2409,6.2
"Jan 30, 11:00 am",806.367,461,-8.3,31.6591,5.7
"Jan 30, 12:00 pm",886.891,520,-8.3,28.6934,5.2
"Jan 30, 01:00 pm",480.728,319,-7.8,32.9031,6.2
"Jan 30, 02:00 pm",521.49,324,-8.9,42.1899,6.2
"Jan 30, 03:00 pm",303.769,191,-9.4,53.9848,4.1
"Jan 30, 04:00 pm",94.9797,74,-9.4,66.9402,4.6
"Jan 30, 05:00 pm",14.1972,12,-11.1,75.6498,2.1
"Jan 30, 06:00 pm",0,0,-12.8,0,2.1
"Jan 30, 07:00 pm",0,0,-12.2,0,2.1
"Jan 30, 08:00 pm",0,0,-11.7,0,3.6
"Jan 30, 09:00 pm",0,0,-11.7,0,3.1
"Jan 30, 10:00 pm",0,0,-10.6,0,3.6
"Jan 30, 11:00 pm",0,0,-10.6,0,3.6
"Jan 31, 12:00 am",0,0,-11.7,0,2.6
"Jan 31, 01:00 am",0,0,-13.9,0,1.5
"Jan 31, 02:00 am",0,0,-11.7,0,3.6
"Jan 31, 03:00 am",0,0,-11.7,0,3.1
"Jan 31, 04:00 am",0,0,-11.7,0,2.6
"Jan 31, 05:00 am",0,0,-11.7,0,4.1
"Jan 31, 06:00 am",0,0,-11.1,0,4.6
"Jan 31, 07:00 am",10.1643,11,-11.1,73.6416,3.6
"Jan 31, 08:00 am",61.1248,59,-11.7,64.435,7.7
"Jan 31, 09:00 am",290.655,180,-11.7,51.5998,5.7
"Jan 31, 10:00 am",467.296,313,-11.1,40.081,5.2
"Jan 31, 11:00 am",227.081,221,-9.4,31.4295,5.7
"Jan 31, 12:00 pm",252.616,242,-10.6,28.4169,7.2
"Jan 31, 01:00 pm",438.54,330,-11.1,32.6474,4.6
"Jan 31, 02:00 pm",286.745,219,-11.1,41.9831,5.7
"Jan 31, 03:00 pm",197.859,162,-12.2,53.821,4.6
"Jan 31, 04:00 pm",70.6265,65,-11.7,66.8109,5.7
"Jan 31, 05:00 pm",6.46817,7,-12.2,75.6976,5.7
"Jan 31, 06:00 pm",0,0,-11.7,0,5.2
"Jan 31, 07:00 pm",0,0,-12.2,0,6.2
"Jan 31, 08:00 pm",0,0,-12.2,0,5.7
"Jan 31, 09:00 pm",0,0,-9.3,0,5.4
"Jan 31, 10:00 pm",0,0,-6.6,0,5.1
"Jan 31, 11:00 pm",0,0,-3.8,0,4.8
"Feb 1, 12:00 am",0,0,-1,0,4.5
"Feb 1, 01:00 am",0,0,1.7,0,4.2
"Feb 1, 02:00 am",0,0,4.4,0,3.9
"Feb 1, 03:00 am",0,0,7.2,0,3.6
"Feb 1, 04:00 am",0,0,7.2,0,3.1
"Feb 1, 05:00 am",0,0,7.2,0,4.6
"Feb 1, 06:00 am",0,0,6.1,0,4.6
"Feb 1, 07:00 am",1.84805,3,5,73.7214,3.1
"Feb 1, 08:00 am",23.2571,25,5.6,64.3582,2.1
"Feb 1, 09:00 am",56.1372,60,5,51.4802,3.1
"Feb 1, 10:00 am",117.175,121,4.4,39.9031,4.1
"Feb 1, 11:00 am",118.95,125,3.3,31.1782,3.1
"Feb 1, 12:00 pm",114.947,122,3.3,28.1182,3.1
"Feb 1, 01:00 pm",213.221,211,3.3,32.3753,4.1
"Feb 1, 02:00 pm",199.355,194,2.8,41.7665,3.1
"Feb 1, 03:00 pm",66.1671,72,2.2,53.6518,3.1
"Feb 1, 04:00 pm",25.4897,28,2.2,66.679,3.1
"Feb 1, 05:00 pm",4.62012,5,1.1,75.7527,5.2
"Feb 1, 06:00 pm",0,0,0.6,0,5.7
"Feb 1, 07:00 pm",0,0,0.6,0,4.1
"Feb 1, 08:00 pm",0,0,0.6,0,3.1
"Feb 1, 09:00 pm",0,0,0.6,0,4.6
"Feb 1, 10:00 pm",0,0,0.6,0,4.1
"Feb 1, 11:00 pm",0,0,0,0,4.6
"Feb 2, 12:00 am",0,0,0,0,2.1
"Feb 2, 01:00 am",0,0,0,0,4.1
"Feb 2, 02:00 am",0,0,0,0,3.1
"Feb 2, 03:00 am",0,0,0,0,3.1
"Feb 2, 04:00 am",0,0,-0.6,0,4.6
"Feb 2, 05:00 am",0,0,-1.1,0,3.6
"Feb 2, 06:00 am",0,0,-0.6,0,5.7
"Feb 2, 07:00 am",10.1643,11,-1.1,73.798,4.6
"Feb 2, 08:00 am",76.4463,71,-1.7,64.2851,6.7
"Feb 2, 09:00 am",137.758,135,-1.7,51.3663,5.2
"Feb 2, 10:00 am",219.145,211,-2.2,39.7335,5.2
"Feb 2, 11:00 am",270.233,258,-2.2,30.9377,4.1
"Feb 2, 12:00 pm",260.116,253,-2.8,27.8316,4.6
"Feb 2, 01:00 pm",261.422,252,-3.3,32.1146,4.6
"Feb 2, 02:00 pm",211.446,205,-3.3,41.5595,4.1
"Feb 2, 03:00 pm",147.969,143,-3.3,53.4901,5.2
"Feb 2, 04:00 pm",70.4054,67,-3.9,66.5529,3.1
"Feb 2, 05:00 pm",10.1643,11,-4.4,75.8055,4.1
"Feb 2, 06:00 pm",0,0,-4.4,0,4.1
"Feb 2, 07:00 pm",0,0,-4.4,0,3.1
"Feb 2, 08:00 pm",0,0,-5,0,2.1
"Feb 2, 09:00 pm",0,0,-4.4,0,2.6
"Feb 2, 10:00 pm",0,0,-4.4,0,3.1
"Feb 2, 11:00 pm",0,0,-4.4,0,3.1
"Feb 3, 12:00 am",0,0,-5,0,2.6
"Feb 3, 01:00 am",0,0,-5,0,4.1
"Feb 3, 02:00 am",0,0,-6.7,0,3.6
"Feb 3, 03:00 am",0,0,-7.2,0,2.6
"Feb 3, 04:00 am",0,0,-6.7,0,5.2
"Feb 3, 05:00 am",0,0,-6.7,0,4.6
"Feb 3, 06:00 am",0,0,-7.2,0,5.7
"Feb 3, 07:00 am",10.1643,11,-7.8,73.8743,4.6
"Feb 3, 08:00 am",63.0078,62,-7.8,64.2079,5.2
"Feb 3, 09:00 am",244.098,178,-6.7,51.2482,5.2
"Feb 3, 10:00 am",379.057,270,-5.6,39.5594,4.6
"Feb 3, 11:00 am",231.103,227,-4.4,30.6922,5.2
"Feb 3, 12:00 pm",523.446,362,-2.8,27.5402,4.6
"Feb 3, 01:00 pm",156.052,161,-1.7,31.8518,4.6
"Feb 3, 02:00 pm",189.024,186,-1.7,41.3525,4.1
"Feb 3, 03:00 pm",129.278,126,-2.2,53.3297,4.6
"Feb 3, 04:00 pm",38.115,41,-2.8,66.4284,3.1
"Feb 3, 05:00 pm",6.71245,7,-2.8,75.8606,3.1
"Feb 3, 06:00 pm",0,0,-3.3,0,2.6
"Feb 3, 07:00 pm",0,0,-3.9,0,2.6
"Feb 3, 08:00 pm",0,0,-3.3,0,3.1
"Feb 3, 09:00 pm",0,0,-3.9,0,5.2
"Feb 3, 10:00 pm",0,0,-4.4,0,5.2
"Feb 3, 11:00 pm",0,0,-4.4,0,4.6
"Feb 4, 12:00 am",0,0,-3.9,0,5.7
"Feb 4, 01:00 am",0,0,-4.4,0,6.2
"Feb 4, 02:00 am",0,0,-5,0,7.2
"Feb 4, 03:00 am",0,0,-5.6,0,6.2
"Feb 4, 04:00 am",0,0,-5,0,7.2
"Feb 4, 05:00 am",0,0,-5.6,0,7.2
"Feb 4, 06:00 am",0,0,-6.1,0,7.2
"Feb 4, 07:00 am",17.5415,18,-6.1,73.9503,6.2
"Feb 4, 08:00 am",80.4373,75,-6.1,64.1266,5.7
"Feb 4, 09:00 am",183.278,150,-6.1,51.1259,5.7
"Feb 4, 10:00 am",434.501,312,-5.6,39.3808,4.6
"Feb 4, 11:00 am",373.069,304,-4.4,30.4416,5.2
"Feb 4, 12:00 pm",229.304,228,-4.4,27.2442,5.7
"Feb 4, 01:00 pm",390.275,289,-5,31.587,6.7
"Feb 4, 02:00 pm",447.042,305,-5.6,41.1458,6.2
"Feb 4, 03:00 pm",335.974,222,-5.6,53.1706,6.2
"Feb 4, 04:00 pm",185.709,112,-7.2,66.3057,8.2
"Feb 4, 05:00 pm",17.6057,18,-8.3,75.9182,6.2
"Feb 4, 06:00 pm",0,0,-10,0,5.7
"Feb 4, 07:00 pm",0,0,-10.6,0,3.6
"Feb 4, 08:00 pm",0,0,-11.7,0,2.6
"Feb 4, 09:00 pm",0,0,-12.2,0,3.1
"Feb 4, 10:00 pm",0,0,-11.7,0,3.6
"Feb 4, 11:00 pm",0,0,-12.2,0,3.1
"Feb 5, 12:00 am",0,0,-12.8,0,2.6
"Feb 5, 01:00 am",0,0,-12.2,0,2.6
"Feb 5, 02:00 am",0,0,-12.2,0,3.1
"Feb 5, 03:00 am",0,0,-12.8,0,2.1
"Feb 5, 04:00 am",0,0,-13.3,0,3.1
"Feb 5, 05:00 am",0,0,-13.9,0,3.1
"Feb 5, 06:00 am",0,0,-13.9,0,2.6
"Feb 5, 07:00 am",31.8059,19,-13.3,74.0259,2.1
"Feb 5, 08:00 am",196.581,110,-11.7,64.0413,2.6
"Feb 5, 09:00 am",389.266,248,-11.7,50.9996,2.1
"Feb 5, 10:00 am",515.347,353,-10,39.198,2.6
"Feb 5, 11:00 am",400.545,322,-9.4,30.1862,2.1
"Feb 5, 12:00 pm",445.852,362,-8.3,26.9436,2.1
"Feb 5, 01:00 pm",399.235,309,-8.3,31.3203,0
"Feb 5, 02:00 pm",323.456,263,-8.3,40.9395,6.2
"Feb 5, 03:00 pm",176.954,153,-8.3,53.0129,7.2
"Feb 5, 04:00 pm",88.8195,72,-9.4,66.1849,8.2
"Feb 5, 05:00 pm",25.1973,19,-10,75.9781,7.7
"Feb 5, 06:00 pm",0,0,-10.6,0,7.7
"Feb 5, 07:00 pm",0,0,-11.1,0,8.2
"Feb 5, 08:00 pm",0,0,-11.7,0,8.8
