Location,TVA,,,,
Address,"1709 Alcoa Highway, Knoxville TN",,,,
Long. Lat,35.942,-83.952,,,
Opt. tilt,30.75 deg,accurate to 0.25 deg,,,
Opt. azimuth,179.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Sep 29, 02:00 am",0,0,16.7,0,2.6
"Sep 29, 03:00 am",0,0,15.6,0,2.6
"Sep 29, 04:00 am",0,0,14.4,0,2.6
"Sep 29, 05:00 am",0,0,13.3,0,1.5
"Sep 29, 06:00 am",7.65157,7,12.8,84.7478,2.6
"Sep 29, 07:00 am",161.373,125,14.4,74.1724,2.1
"Sep 29, 08:00 am",423.687,328,16.7,59.3208,3.6
"Sep 29, 09:00 am",588.125,470,18.3,44.5131,3.6
"Sep 29, 10:00 am",745.758,585,19.4,29.8679,4.6
"Sep 29, 11:00 am",919.888,729,21.1,15.8617,3.6
"Sep 29, 12:00 pm",828.032,669,22.8,7.75027,5.7
"Sep 29, 01:00 pm",735.944,576,23.9,17.8191,8.2
"Sep 29, 02:00 pm",822.52,655,23.9,31.9991,6.7
"Sep 29, 03:00 pm",577.351,457,24.4,46.6813,7.2
"Sep 29, 04:00 pm",385.223,299,23.9,61.5011,7.2
"Sep 29, 05:00 pm",128.4,101,21.7,76.3509,5.2
"Sep 29, 06:00 pm",2.49844,3,17.8,85.9284,4.1
"Sep 29, 07:00 pm",0,0,17.8,0,5.2
"Sep 29, 08:00 pm",0,0,17.2,0,5.2
"Sep 29, 09:00 pm",0,0,17.2,0,4.6
"Sep 29, 10:00 pm",0,0,16.7,0,3.6
"Sep 29, 11:00 pm",0,0,15.6,0,4.6
"Sep 30, 12:00 am",0,0,15.6,0,4.1
"Sep 30, 01:00 am",0,0,16.1,0,4.6
"Sep 30, 02:00 am",0,0,16.1,0,4.1
"Sep 30, 03:00 am",0,0,15.6,0,4.1
"Sep 30, 04:00 am",0,0,15.6,0,4.6
"Sep 30, 05:00 am",0,0,15.6,0,5.2
"Sep 30, 06:00 am",5.38803,6,15.6,84.599,5.2
"Sep 30, 07:00 am",104.885,95,17.8,74.1309,6.2
"Sep 30, 08:00 am",324.618,272,19.4,59.2903,6.2
"Sep 30, 09:00 am",572.946,465,21.1,44.5004,5.7
"Sep 30, 10:00 am",770.263,622,22.8,29.8905,6.2
"Sep 30, 11:00 am",895.732,720,23.9,15.9819,7.7
"Sep 30, 12:00 pm",934.253,750,25.6,8.1462,7.2
"Sep 30, 01:00 pm",881.627,709,26.7,18.0629,6.7
"Sep 30, 02:00 pm",744.511,602,26.7,32.1734,6.2
"Sep 30, 03:00 pm",538.592,438,26.1,46.8268,7.7
"Sep 30, 04:00 pm",288.344,243,25.6,61.631,6.2
"Sep 30, 05:00 pm",81.4554,75,23.3,76.4696,4.1
"Sep 30, 06:00 pm",1.85941,2,21.1,85.8536,2.6
"Sep 30, 07:00 pm",0,0,20,0,2.6
"Sep 30, 08:00 pm",0,0,17.8,0,2.1
"Sep 30, 09:00 pm",0,0,17.1,0,2
"Sep 30, 10:00 pm",0,0,16.4,0,1.9
"Sep 30, 11:00 pm",0,0,15.7,0,1.8
"Oct 1, 12:00 am",0,0,14.9,0,1.8
"Oct 1, 01:00 am",0,0,14.2,0,1.7
"Oct 1, 02:00 am",0,0,13.5,0,1.6
"Oct 1, 03:00 am",0,0,12.8,0,1.5
"Oct 1, 04:00 am",0,0,12.2,0,0
"Oct 1, 05:00 am",0,0,11.1,0,1.5
"Oct 1, 06:00 am",9.516,7,11.1,84.5271,0
"Oct 1, 07:00 am",142.445,112,13.9,74.1113,2.1
"Oct 1, 08:00 am",391.868,300,16.7,59.2763,2.6
"Oct 1, 09:00 am",631.893,486,20,44.4955,2.1
"Oct 1, 10:00 am",782.714,608,21.7,29.9034,0
"Oct 1, 11:00 am",961.472,751,23.9,16.0434,3.1
"Oct 1, 12:00 pm",1026.1,803,26.1,8.33778,4.6
"Oct 1, 01:00 pm",908.468,712,26.7,18.1825,4.6
"Oct 1, 02:00 pm",778.973,607,26.7,32.2587,2.1
"Oct 1, 03:00 pm",251.269,244,26.1,46.8978,4.1
"Oct 1, 04:00 pm",342.662,271,26.1,61.6941,4.1
"Oct 1, 05:00 pm",95.4438,79,24.4,76.527,2.1
"Oct 1, 06:00 pm",2.44294,2,23.9,85.817,2.1
"Oct 1, 07:00 pm",0,0,21.1,0,0
"Oct 1, 08:00 pm",0,0,20,0,0
"Oct 1, 09:00 pm",0,0,18.3,0,0
"Oct 1, 10:00 pm",0,0,18.9,0,2.1
"Oct 1, 11:00 pm",0,0,17.2,0,2.6
"Oct 2, 12:00 am",0,0,17.8,0,0
"Oct 2, 01:00 am",0,0,16.7,0,2.1
"Oct 2, 02:00 am",0,0,15.6,0,0
"Oct 2, 03:00 am",0,0,16.1,0,2.1
"Oct 2, 04:00 am",0,0,14.4,0,1.5
"Oct 2, 05:00 am",0,0,15,0,0
"Oct 2, 06:00 am",5.74508,5,14.4,84.3796,0
"Oct 2, 07:00 am",143.904,111,16.7,74.0726,0
"Oct 2, 08:00 am",384.529,295,19.4,59.25,0
"Oct 2, 09:00 am",556.017,432,21.7,44.4886,1.5
"Oct 2, 10:00 am",719.601,586,23.3,29.9346,0
"Oct 2, 11:00 am",720.766,584,25,16.1775,2.1
"Oct 2, 12:00 pm",833.975,681,26.7,8.73275,2.1
"Oct 2, 01:00 pm",810.006,631,26.1,18.4319,0
"Oct 2, 02:00 pm",759.548,604,26.1,32.4362,0
"Oct 2, 03:00 pm",125.315,136,27.2,47.0446,2.1
"Oct 2, 04:00 pm",327.277,262,26.7,61.8239,3.1
"Oct 2, 05:00 pm",97.0572,80,24.4,76.6444,2.6
"Oct 2, 06:00 pm",1.07825,1,22.2,85.7406,2.1
"Oct 2, 07:00 pm",0,0,21.7,0,1.5
"Oct 2, 08:00 pm",0,0,21.1,0,1.5
"Oct 2, 09:00 pm",0,0,20,0,1.5
"Oct 2, 10:00 pm",0,0,20.6,0,0
"Oct 2, 11:00 pm",0,0,20,0,0
"Oct 3, 12:00 am",0,0,19.4,0,0
"Oct 3, 01:00 am",0,0,19.4,0,2.1
"Oct 3, 02:00 am",0,0,18.9,0,0
"Oct 3, 03:00 am",0,0,18.3,0,1.5
"Oct 3, 04:00 am",0,0,17.8,0,3.1
"Oct 3, 05:00 am",0,0,18.3,0,2.1
"Oct 3, 06:00 am",2.68605,3,18.3,84.2329,1.5
"Oct 3, 07:00 am",33.3294,37,20.6,74.0358,1.5
"Oct 3, 08:00 am",84.0348,92,21.7,59.2264,0
"Oct 3, 09:00 am",136.893,148,21.7,44.4857,1.5
"Oct 3, 10:00 am",799.602,623,21.7,29.9717,2.1
"Oct 3, 11:00 am",469.602,394,22.2,16.3207,2.1
"Oct 3, 12:00 pm",212.952,227,22.2,9.12692,3.1
"Oct 3, 01:00 pm",319.33,310,22.2,18.6846,2.1
"Oct 3, 02:00 pm",173.225,186,21.7,32.6156,2.1
"Oct 3, 03:00 pm",162.858,174,21.7,47.1921,2.6
"Oct 3, 04:00 pm",251.398,236,21.1,61.9537,0
"Oct 3, 05:00 pm",19.7771,22,20.6,76.7609,1.5
"Oct 3, 06:00 pm",0,0,20.6,85.663,2.1
"Oct 3, 07:00 pm",0,0,20.6,0,3.1
"Oct 3, 08:00 pm",0,0,20,0,3.1
"Oct 3, 09:00 pm",0,0,19.4,0,2.1
"Oct 3, 10:00 pm",0,0,19.4,0,2.6
"Oct 3, 11:00 pm",0,0,19.4,0,0
"Oct 4, 12:00 am",0,0,19.4,0,1.5
"Oct 4, 01:00 am",0,0,18.9,0,1.5
"Oct 4, 02:00 am",0,0,18.9,0,2.1
"Oct 4, 03:00 am",0,0,18.9,0,2.6
"Oct 4, 04:00 am",0,0,18.9,0,3.6
"Oct 4, 05:00 am",0,0,18.9,0,3.6
"Oct 4, 06:00 am",1.78982,2,18.9,84.0871,3.6
"Oct 4, 07:00 am",22.4784,25,18.3,74.0011,4.1
"Oct 4, 08:00 am",59.5675,66,18.9,59.2058,2.1
"Oct 4, 09:00 am",115.625,126,18.9,44.4867,2.6
"Oct 4, 10:00 am",150.745,163,19.4,30.0145,3.6
"Oct 4, 11:00 am",170.88,184,19.4,16.4726,3.6
"Oct 4, 12:00 pm",570.401,500,20,9.52015,2.6
"Oct 4, 01:00 pm",203.341,217,20,18.9404,3.6
"Oct 4, 02:00 pm",120.005,131,20,32.7967,3.6
"Oct 4, 03:00 pm",108.077,118,20,47.3402,3.1
"Oct 4, 04:00 pm",52.3137,58,20,62.0831,4.1
"Oct 4, 05:00 pm",21.5848,24,20,76.8763,4.6
"Oct 4, 06:00 pm",0,0,19.4,85.5841,5.7
"Oct 4, 07:00 pm",0,0,19.4,0,6.7
"Oct 4, 08:00 pm",0,0,19.4,0,4.1
"Oct 4, 09:00 pm",0,0,19.4,0,5.7
"Oct 4, 10:00 pm",0,0,19.4,0,7.2
"Oct 4, 11:00 pm",0,0,18.9,0,8.2
"Oct 5, 12:00 am",0,0,18.9,0,8.2
"Oct 5, 01:00 am",0,0,18.9,0,9.3
"Oct 5, 02:00 am",0,0,19.4,0,8.2
"Oct 5, 03:00 am",0,0,19.4,0,10.3
"Oct 5, 04:00 am",0,0,20,0,8.2
"Oct 5, 05:00 am",0,0,20.6,0,4.6
"Oct 5, 06:00 am",2.68611,3,23.9,83.9424,7.7
"Oct 5, 07:00 am",31.5209,35,25,73.9686,8.2
"Oct 5, 08:00 am",83.1736,91,24.4,59.1881,8.2
"Oct 5, 09:00 am",136.086,147,23.9,44.4919,13.4
"Oct 5, 10:00 am",177.257,190,21.1,30.0631,9.8
"Oct 5, 11:00 am",203.409,217,20.6,16.6329,15.5
"Oct 5, 12:00 pm",211.204,225,20.6,9.91232,13.4
"Oct 5, 01:00 pm",199.497,213,21.1,19.1988,10.8
"Oct 5, 02:00 pm",170.494,183,21.7,32.9794,9.3
"Oct 5, 03:00 pm",126.556,137,22.2,47.4888,8.8
"Oct 5, 04:00 pm",111.406,120,22.8,62.2121,6.7
"Oct 5, 05:00 pm",88.1514,65,22.2,76.9904,5.2
"Oct 5, 06:00 pm",0.391959,0,21.7,85.5039,5.2
"Oct 5, 07:00 pm",0,0,21.1,0,4.6
"Oct 5, 08:00 pm",0,0,20,0,3.6
"Oct 5, 09:00 pm",0,0,20,0,4.1
"Oct 5, 10:00 pm",0,0,19.4,0,5.7
"Oct 5, 11:00 pm",0,0,18.9,0,4.6
"Oct 6, 12:00 am",0,0,20,0,5.2
"Oct 6, 01:00 am",0,0,20,0,4.1
"Oct 6, 02:00 am",0,0,18.9,0,3.6
"Oct 6, 03:00 am",0,0,19.4,0,3.6
"Oct 6, 04:00 am",0,0,18.3,0,2.6
"Oct 6, 05:00 am",0,0,17.8,0,2.6
"Oct 6, 06:00 am",5.27361,4,17.8,83.7987,0
"Oct 6, 07:00 am",84.1566,70,18.9,73.9382,0
"Oct 6, 08:00 am",371.444,302,21.1,59.1734,0
"Oct 6, 09:00 am",139.123,150,22.2,44.5011,3.6
"Oct 6, 10:00 am",585.782,531,22.8,30.1175,6.2
"Oct 6, 11:00 am",579.656,504,25,16.8014,7.2
"Oct 6, 12:00 pm",515.974,451,25.6,10.3033,7.2
"Oct 6, 01:00 pm",933.173,715,26.1,19.4598,7.2
"Oct 6, 02:00 pm",814.057,620,26.1,33.1635,7.2
"Oct 6, 03:00 pm",563.664,426,26.1,47.6376,8.2
"Oct 6, 04:00 pm",345.223,257,25,62.3406,5.2
"Oct 6, 05:00 pm",86.145,68,23.3,77.1032,5.2
"Oct 6, 06:00 pm",0.478876,0,20,85.4222,3.1
"Oct 6, 07:00 pm",0,0,21.1,0,4.6
"Oct 6, 08:00 pm",0,0,20,0,4.1
"Oct 6, 09:00 pm",0,0,18.3,0,3.6
"Oct 6, 10:00 pm",0,0,16.7,0,3.6
"Oct 6, 11:00 pm",0,0,15.6,0,3.6
"Oct 7, 12:00 am",0,0,15,0,2.6
"Oct 7, 01:00 am",0,0,13.3,0,0
"Oct 7, 02:00 am",0,0,13.9,0,1.5
"Oct 7, 03:00 am",0,0,13.3,0,0
"Oct 7, 04:00 am",0,0,12.8,0,1.5
"Oct 7, 05:00 am",0,0,11.7,0,1.5
"Oct 7, 06:00 am",2.78911,3,11.1,83.6562,0
"Oct 7, 07:00 am",106.712,86,12.8,73.9101,2.1
"Oct 7, 08:00 am",341.866,264,14.4,59.1619,1.5
"Oct 7, 09:00 am",479.541,377,16.7,44.5144,0
"Oct 7, 10:00 am",329.858,315,17.2,30.1776,2.6
"Oct 7, 11:00 am",487.724,455,18.3,16.9777,2.6
"Oct 7, 12:00 pm",665.698,576,20,10.693,1.5
"Oct 7, 01:00 pm",393.343,394,19.4,19.7228,2.6
"Oct 7, 02:00 pm",396.459,373,20,33.3488,3.1
"Oct 7, 03:00 pm",482.557,379,20.6,47.7866,2.6
"Oct 7, 04:00 pm",267.699,223,19.4,62.4685,0
"Oct 7, 05:00 pm",47.7854,48,18.9,77.2145,2.1
"Oct 7, 06:00 pm",0,0,16.7,85.339,3.6
"Oct 7, 07:00 pm",0,0,15,0,3.1
"Oct 7, 08:00 pm",0,0,14.4,0,1.5
"Oct 7, 09:00 pm",0,0,13.3,0,1.5
"Oct 7, 10:00 pm",0,0,12.2,0,1.5
"Oct 7, 11:00 pm",0,0,11.7,0,2.1
"Oct 8, 12:00 am",0,0,10,0,1.5
"Oct 8, 01:00 am",0,0,11.1,0,3.6
"Oct 8, 02:00 am",0,0,10.6,0,2.1
"Oct 8, 03:00 am",0,0,10,0,2.6
"Oct 8, 04:00 am",0,0,9.4,0,2.6
"Oct 8, 05:00 am",0,0,9.4,0,3.1
"Oct 8, 06:00 am",4.37035,3,8.9,83.5148,1.5
"Oct 8, 07:00 am",153.518,105,11.1,73.8843,3.1
"Oct 8, 08:00 am",400.272,290,13.3,59.1534,4.1
"Oct 8, 09:00 am",632.353,469,15.6,44.5319,6.7
"Oct 8, 10:00 am",840.003,632,17.2,30.2434,6.7
"Oct 8, 11:00 am",887.617,672,18.9,17.1614,6.2
"Oct 8, 12:00 pm",938.679,712,18.9,11.0813,4.6
"Oct 8, 01:00 pm",884.037,670,20.6,19.9877,4.1
"Oct 8, 02:00 pm",777.243,585,21.1,33.5351,4.6
"Oct 8, 03:00 pm",561.618,416,21.1,47.9357,4.6
"Oct 8, 04:00 pm",340.459,246,20.6,62.5956,4.1
"Oct 8, 05:00 pm",98.1723,68,18.3,77.3243,2.6
"Oct 8, 06:00 pm",0.165472,0,16.7,85.2542,2.6
"Oct 8, 07:00 pm",0,0,15,0,1.5
"Oct 8, 08:00 pm",0,0,13.3,0,1.5
"Oct 8, 09:00 pm",0,0,13.9,0,0
"Oct 8, 10:00 pm",0,0,12.8,0,1.5
"Oct 8, 11:00 pm",0,0,11.1,0,0
"Oct 9, 12:00 am",0,0,11.1,0,0
"Oct 9, 01:00 am",0,0,10.6,0,0
"Oct 9, 02:00 am",0,0,10,0,0
"Oct 9, 03:00 am",0,0,8.3,0,2.1
"Oct 9, 04:00 am",0,0,8.9,0,2.1
"Oct 9, 05:00 am",0,0,8.3,0,0
"Oct 9, 06:00 am",3.93615,3,8.9,83.3748,0
"Oct 9, 07:00 am",160.602,107,10.6,73.861,0
"Oct 9, 08:00 am",425.431,304,12.8,59.1482,1.5
"Oct 9, 09:00 am",672.4,496,16.7,44.5536,1.5
"Oct 9, 10:00 am",865.722,646,18.3,30.3149,2.1
"Oct 9, 11:00 am",981.97,738,20.6,17.3524,2.1
"Oct 9, 12:00 pm",1014.77,764,22.8,11.468,2.1
"Oct 9, 01:00 pm",960.448,722,22.8,20.2541,1.5
"Oct 9, 02:00 pm",824.06,616,23.3,33.7222,2.1
"Oct 9, 03:00 pm",616.584,454,23.3,48.0846,1.5
"Oct 9, 04:00 pm",361.362,256,22.8,62.7219,2.6
"Oct 9, 05:00 pm",102.179,68,21.1,77.4323,1.5
"Oct 9, 06:00 pm",0.168483,0,19.4,85.1676,0
"Oct 9, 07:00 pm",0,0,16.7,0,1.5
"Oct 9, 08:00 pm",0,0,16.1,0,0
"Oct 9, 09:00 pm",0,0,15,0,0
"Oct 9, 10:00 pm",0,0,13.9,0,0
"Oct 9, 11:00 pm",0,0,14.4,0,0
"Oct 10, 12:00 am",0,0,13.9,0,0
"Oct 10, 01:00 am",0,0,12.8,0,1.5
"Oct 10, 02:00 am",0,0,11.7,0,1.5
"Oct 10, 03:00 am",0,0,12.2,0,0
"Oct 10, 04:00 am",0,0,11.1,0,1.5
"Oct 10, 05:00 am",0,0,11.1,0,2.1
"Oct 10, 06:00 am",1.85941,2,10,83.236,0
"Oct 10, 07:00 am",104.865,83,11.7,73.84,1.5
"Oct 10, 08:00 am",343.383,259,14.4,59.1462,0
"Oct 10, 09:00 am",588.084,448,17.2,44.5795,0
"Oct 10, 10:00 am",789.342,601,18.9,30.392,0
"Oct 10, 11:00 am",911.299,694,21.1,17.5501,1.5
"Oct 10, 12:00 pm",946.195,721,22.2,11.8531,2.1
"Oct 10, 01:00 pm",889.813,678,23.3,20.5218,1.5
"Oct 10, 02:00 pm",748.431,570,24.4,33.91,2.1
"Oct 10, 03:00 pm",531.797,406,24.4,48.2334,2.6
"Oct 10, 04:00 pm",281.764,213,23.9,62.8472,3.1
"Oct 10, 05:00 pm",59.9091,51,22.2,77.5385,1.5
"Oct 10, 06:00 pm",0,0,20,85.0792,1.5
"Oct 10, 07:00 pm",0,0,17.8,0,0
"Oct 10, 08:00 pm",0,0,16.1,0,0
"Oct 10, 09:00 pm",0,0,15.6,0,0
"Oct 10, 10:00 pm",0,0,14.4,0,0
"Oct 10, 11:00 pm",0,0,14.4,0,1.5
"Oct 11, 12:00 am",0,0,13.3,0,0
"Oct 11, 01:00 am",0,0,13.3,0,1.5
"Oct 11, 02:00 am",0,0,13.3,0,0
"Oct 11, 03:00 am",0,0,11.7,0,1.5
"Oct 11, 04:00 am",0,0,10,0,1.5
"Oct 11, 05:00 am",0,0,11.1,0,1.5
"Oct 11, 06:00 am",2.21989,2,10,83.0985,1.5
"Oct 11, 07:00 am",128.17,90,11.7,73.8216,1.5
"Oct 11, 08:00 am",384.635,277,15,59.1474,3.6
"Oct 11, 09:00 am",636.343,469,18.3,44.6096,3.1
"Oct 11, 10:00 am",831.521,620,21.1,30.4746,3.6
"Oct 11, 11:00 am",952.303,713,22.8,17.7543,4.6
"Oct 11, 12:00 pm",985.104,738,24.4,12.2364,4.1
"Oct 11, 01:00 pm",929.044,695,25.6,20.7905,4.1
"Oct 11, 02:00 pm",786.983,586,26.1,34.0984,3.6
"Oct 11, 03:00 pm",573.878,423,25.6,48.3817,4.1
"Oct 11, 04:00 pm",312.091,227,25,62.9713,3.6
"Oct 11, 05:00 pm",72.1776,53,23.3,77.6428,2.1
"Oct 11, 06:00 pm",0,0,20,84.9888,1.5
"Oct 11, 07:00 pm",0,0,18.9,0,2.6
"Oct 11, 08:00 pm",0,0,17.8,0,2.1
"Oct 11, 09:00 pm",0,0,17.8,0,0
"Oct 11, 10:00 pm",0,0,15.6,0,1.5
"Oct 11, 11:00 pm",0,0,16.1,0,0
"Oct 12, 12:00 am",0,0,13.3,0,1.5
"Oct 12, 01:00 am",0,0,13.9,0,1.5
"Oct 12, 02:00 am",0,0,13.9,0,0
"Oct 12, 03:00 am",0,0,12.8,0,2.1
"Oct 12, 04:00 am",0,0,12.2,0,0
"Oct 12, 05:00 am",0,0,12.2,0,0
"Oct 12, 06:00 am",1.17474,1,11.7,82.9625,1.5
"Oct 12, 07:00 am",122.991,86,14.4,73.8057,2.6
"Oct 12, 08:00 am",270.372,219,16.1,59.152,3.6
"Oct 12, 09:00 am",561.657,421,18.3,44.6439,2.6
"Oct 12, 10:00 am",800.429,597,21.1,30.5627,0
"Oct 12, 11:00 am",909.687,677,23.3,17.9647,3.1
"Oct 12, 12:00 pm",976.177,728,24.4,12.6178,3.1
"Oct 12, 01:00 pm",858.76,640,25.6,21.06,1.5
"Oct 12, 02:00 pm",770.093,570,26.7,34.287,3.6
"Oct 12, 03:00 pm",519.546,388,26.1,48.5295,0
"Oct 12, 04:00 pm",279.156,207,25,63.0943,0
"Oct 12, 05:00 pm",53.5366,45,23.3,77.7449,0
"Oct 12, 06:00 pm",0,0,20,84.8964,2.1
"Oct 12, 07:00 pm",0,0,20,0,0
"Oct 12, 08:00 pm",0,0,20,0,0
"Oct 12, 09:00 pm",0,0,16.7,0,0
"Oct 12, 10:00 pm",0,0,17.8,0,0
"Oct 12, 11:00 pm",0,0,17.8,0,1.5
"Oct 13, 12:00 am",0,0,16.7,0,0
"Oct 13, 01:00 am",0,0,16.1,0,0
"Oct 13, 02:00 am",0,0,17.2,0,1.5
"Oct 13, 03:00 am",0,0,15.6,0,2.1
"Oct 13, 04:00 am",0,0,16.7,0,3.1
"Oct 13, 05:00 am",0,0,16.1,0,1.5
"Oct 13, 06:00 am",0.929703,1,16.7,82.8279,1.5
"Oct 13, 07:00 am",39.4288,43,17.2,73.7925,2.1
"Oct 13, 08:00 am",77.804,85,18.3,59.1599,2.6
"Oct 13, 09:00 am",342.285,315,18.9,44.6824,2.6
"Oct 13, 10:00 am",663.749,545,18.9,30.6562,3.6
"Oct 13, 11:00 am",187.419,200,20,18.1808,2.6
"Oct 13, 12:00 pm",194.223,207,20.6,12.9971,4.1
"Oct 13, 01:00 pm",160.807,174,21.1,21.33,2.1
"Oct 13, 02:00 pm",307.132,292,22.2,34.4757,1.5
"Oct 13, 03:00 pm",105.76,115,21.1,48.6767,3.1
"Oct 13, 04:00 pm",68.6319,75,20.6,63.2159,1.5
"Oct 13, 05:00 pm",25.4637,28,20.6,77.798,1.5
"Oct 13, 06:00 pm",0,0,20,0,2.1
"Oct 13, 07:00 pm",0,0,19.4,0,2.1
"Oct 13, 08:00 pm",0,0,18.9,0,2.6
"Oct 13, 09:00 pm",0,0,18.9,0,2.6
"Oct 13, 10:00 pm",0,0,18.9,0,2.6
"Oct 13, 11:00 pm",0,0,18.9,0,3.1
"Oct 14, 12:00 am",0,0,18.9,0,2.6
"Oct 14, 01:00 am",0,0,18.9,0,1.5
"Oct 14, 02:00 am",0,0,18.9,0,3.6
"Oct 14, 03:00 am",0,0,18.9,0,2.6
"Oct 14, 04:00 am",0,0,18.9,0,2.6
"Oct 14, 05:00 am",0,0,19.4,0,4.1
"Oct 14, 06:00 am",0,0,19.4,82.6948,5.2
"Oct 14, 07:00 am",25.1986,28,20,73.7818,3.1
"Oct 14, 08:00 am",59.5705,66,19.4,59.1712,8.2
"Oct 14, 09:00 am",124.089,134,18.3,44.7251,5.7
"Oct 14, 10:00 am",165.34,177,17.2,30.7549,4.1
"Oct 14, 11:00 am",157.87,170,17.2,18.4023,4.1
"Oct 14, 12:00 pm",163.655,176,16.7,13.3744,5.7
"Oct 14, 01:00 pm",185.658,198,13.9,21.6002,6.2
"Oct 14, 02:00 pm",155.687,167,13.3,34.6645,5.7
"Oct 14, 03:00 pm",110.746,120,12.8,48.8231,2.6
"Oct 14, 04:00 pm",73.6897,80,12.8,63.3361,2.6
"Oct 14, 05:00 pm",31.1364,32,12.8,77.7337,3.1
"Oct 14, 06:00 pm",0,0,12.2,0,3.6
"Oct 14, 07:00 pm",0,0,11.1,0,2.6
"Oct 14, 08:00 pm",0,0,10.6,0,3.6
"Oct 14, 09:00 pm",0,0,10,0,2.1
"Oct 14, 10:00 pm",0,0,10,0,0
"Oct 14, 11:00 pm",0,0,10,0,0
"Oct 15, 12:00 am",0,0,8.9,0,0
"Oct 15, 01:00 am",0,0,8.3,0,1.5
"Oct 15, 02:00 am",0,0,8.3,0,0
"Oct 15, 03:00 am",0,0,7.8,0,0
"Oct 15, 04:00 am",0,0,6.1,0,0
"Oct 15, 05:00 am",0,0,7.2,0,0
"Oct 15, 06:00 am",2.35346,1,6.1,82.5632,0
"Oct 15, 07:00 am",148.46,91,8.3,73.7739,0
"Oct 15, 08:00 am",415.499,282,10,59.1858,2.6
"Oct 15, 09:00 am",661.512,471,12.2,44.772,2.6
"Oct 15, 10:00 am",853.439,619,13.9,30.8589,1.5
"Oct 15, 11:00 am",969.141,709,15,18.629,1.5
"Oct 15, 12:00 pm",1000.35,734,16.1,13.7494,4.6
"Oct 15, 01:00 pm",942.982,690,17.2,21.8704,6.7
"Oct 15, 02:00 pm",804.25,582,17.8,34.853,5.2
"Oct 15, 03:00 pm",595.713,421,17.8,48.9685,6.7
"Oct 15, 04:00 pm",336.698,225,16.7,63.4548,6.2
"Oct 15, 05:00 pm",81.1693,48,15,77.6691,4.1
"Oct 15, 06:00 pm",0,0,13.3,0,2.1
"Oct 15, 07:00 pm",0,0,10.6,0,3.1
"Oct 15, 08:00 pm",0,0,9.4,0,3.1
"Oct 15, 09:00 pm",0,0,10,0,2.1
"Oct 15, 10:00 pm",0,0,10,0,1.5
"Oct 15, 11:00 pm",0,0,8.3,0,0
"Oct 16, 12:00 am",0,0,7.8,0,0
"Oct 16, 01:00 am",0,0,7.8,0,0
"Oct 16, 02:00 am",0,0,7.2,0,0
"Oct 16, 03:00 am",0,0,7.2,0,0
"Oct 16, 04:00 am",0,0,6.1,0,0
"Oct 16, 05:00 am",0,0,5,0,0
"Oct 16, 06:00 am",1.19307,1,5,82.4332,0
"Oct 16, 07:00 am",111.262,74,6.7,73.7687,0
"Oct 16, 08:00 am",348.394,249,10,59.2039,0
"Oct 16, 09:00 am",578.747,417,12.8,44.8231,2.1
"Oct 16, 10:00 am",767.321,558,16.1,30.9679,2.6
"Oct 16, 11:00 am",877.341,646,17.2,18.8603,1.5
"Oct 16, 12:00 pm",973.524,713,18.3,14.1221,2.1
"Oct 16, 01:00 pm",916.364,670,19.4,22.1403,2.6
"Oct 16, 02:00 pm",774.478,561,19.4,35.0411,2.1
"Oct 16, 03:00 pm",560.531,399,20.5,49.113,2
"Oct 16, 04:00 pm",301.659,206,19.4,63.5717,0
"Oct 16, 05:00 pm",58.3797,40,17.8,77.6041,0
"Oct 16, 06:00 pm",0,0,14.4,0,2.1
"Oct 16, 07:00 pm",0,0,11.1,0,2.1
"Oct 16, 08:00 pm",0,0,11.1,0,0
"Oct 16, 09:00 pm",0,0,10.6,0,0
"Oct 16, 10:00 pm",0,0,8.3,0,1.5
"Oct 16, 11:00 pm",0,0,7.2,0,0
"Oct 17, 12:00 am",0,0,6.1,0,2.1
"Oct 17, 01:00 am",0,0,5,0,1.5
"Oct 17, 02:00 am",0,0,5.6,0,3.1
"Oct 17, 03:00 am",0,0,3.9,0,3.1
"Oct 17, 04:00 am",0,0,3.3,0,1.5
"Oct 17, 05:00 am",0,0,3.9,0,2.1
"Oct 17, 06:00 am",0,0,3.9,82.3048,0
"Oct 17, 07:00 am",97.3331,71,6.7,73.7663,1.5
"Oct 17, 08:00 am",340.907,243,8.9,59.2255,3.1
"Oct 17, 09:00 am",588.298,430,11.1,44.8783,3.1
"Oct 17, 10:00 am",790.778,580,13.9,31.082,1.5
"Oct 17, 11:00 am",910.957,671,16.7,19.0961,0
"Oct 17, 12:00 pm",942.789,696,18.3,14.4923,1.5
"Oct 17, 01:00 pm",883.447,651,19.4,22.4099,0
"Oct 17, 02:00 pm",737.178,540,20.6,35.2287,1.5
"Oct 17, 03:00 pm",517.61,376,20.6,49.2562,1.5
"Oct 17, 04:00 pm",263.006,186,20,63.6869,2.1
"Oct 17, 05:00 pm",43.9946,35,17.2,77.5388,1.5
"Oct 17, 06:00 pm",0,0,16.1,0,0
"Oct 17, 07:00 pm",0,0,14.4,0,0
"Oct 17, 08:00 pm",0,0,12.2,0,0
"Oct 17, 09:00 pm",0,0,11.7,0,1.5
