Location,TVA,,,,
Address,"1709 Alcoa Highway, Knoxville TN",,,,
Long. Lat,35.942,-83.952,,,
Opt. tilt,30.75 deg,accurate to 0.25 deg,,,
Opt. azimuth,179.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jul 24, 10:00 pm",0,0,20.6,0,1.5
"Jul 24, 11:00 pm",0,0,20.6,0,1.5
"Jul 25, 12:00 am",0,0,19.4,0,0
"Jul 25, 01:00 am",0,0,18.9,0,2.1
"Jul 25, 02:00 am",0,0,17.8,0,0
"Jul 25, 03:00 am",0,0,17.8,0,0
"Jul 25, 04:00 am",0,0,17.2,0,2.1
"Jul 25, 05:00 am",5.57822,7,16.7,99.7762,0
"Jul 25, 06:00 am",33.5799,87,18.3,91.0126,0
"Jul 25, 07:00 am",86.0018,97,19.4,76.9537,1.5
"Jul 25, 08:00 am",432.514,486,23.3,62.8428,1.5
"Jul 25, 09:00 am",646.457,668,25.6,48.8364,1.5
"Jul 25, 10:00 am",837.086,832,27.8,35.1922,3.6
"Jul 25, 11:00 am",952.097,927,28.9,22.6914,4.1
"Jul 25, 12:00 pm",839.022,810,30,14.7287,2.6
"Jul 25, 01:00 pm",918.237,900,30.6,18.5823,2.6
"Jul 25, 02:00 pm",924.688,913,29.4,29.9976,4.6
"Jul 25, 03:00 pm",291.032,316,29.4,43.346,6.2
"Jul 25, 04:00 pm",206.996,228,28.3,57.2572,6.7
"Jul 25, 05:00 pm",275.396,338,28.9,71.3529,4.6
"Jul 25, 06:00 pm",88.4884,151,26.7,85.4625,3.6
"Jul 25, 07:00 pm",17.1184,21,25.6,97.2609,3.6
"Jul 25, 08:00 pm",0,0,25,0,2.6
"Jul 25, 09:00 pm",0,0,23.3,0,1.5
"Jul 25, 10:00 pm",0,0,22.8,0,3.1
"Jul 25, 11:00 pm",0,0,22.8,0,2.6
"Jul 26, 12:00 am",0,0,21.1,0,0
"Jul 26, 01:00 am",0,0,20,0,0
"Jul 26, 02:00 am",0,0,20,0,0
"Jul 26, 03:00 am",0,0,19.4,0,0
"Jul 26, 04:00 am",0,0,18.9,0,0
"Jul 26, 05:00 am",4.64852,7,18.3,99.7194,0
"Jul 26, 06:00 am",42.0931,89,20,91.0339,0
"Jul 26, 07:00 am",207.051,289,23.9,76.9567,1.5
"Jul 26, 08:00 am",438.584,495,25.6,62.8259,2.1
"Jul 26, 09:00 am",654.148,680,27.2,48.7956,1.5
"Jul 26, 10:00 am",835.522,834,28.9,35.1172,1.5
"Jul 26, 11:00 am",824.301,801,30,22.5577,1.5
"Jul 26, 12:00 pm",932.361,900,30.6,14.5112,2.6
"Jul 26, 01:00 pm",843.023,817,31.1,18.4146,4.1
"Jul 26, 02:00 pm",771.525,755,30,29.9042,2.1
"Jul 26, 03:00 pm",149.619,163,22.2,43.2942,6.2
"Jul 26, 04:00 pm",91.6266,101,23.9,57.2325,1.5
"Jul 26, 05:00 pm",177.552,199,23.9,71.3494,4.6
"Jul 26, 06:00 pm",64.9285,74,22.8,85.4779,3.6
"Jul 26, 07:00 pm",22.5984,31,22.2,97.2041,3.1
"Jul 26, 08:00 pm",0,0,22.2,0,3.6
"Jul 26, 09:00 pm",0,0,22.2,0,2.6
"Jul 26, 10:00 pm",0,0,21.1,0,3.6
"Jul 26, 11:00 pm",0,0,21.1,0,3.1
"Jul 27, 12:00 am",0,0,20.6,0,4.1
"Jul 27, 01:00 am",0,0,20.6,0,3.6
"Jul 27, 02:00 am",0,0,20.6,0,3.1
"Jul 27, 03:00 am",0,0,20.6,0,1.5
"Jul 27, 04:00 am",0,0,20.6,0,2.1
"Jul 27, 05:00 am",3.71881,4,20.6,99.6598,0
"Jul 27, 06:00 am",27.0796,30,20.6,91.0532,2.6
"Jul 27, 07:00 am",98.1879,110,21.7,76.9577,1.5
"Jul 27, 08:00 am",144.889,160,22.8,62.8068,3.1
"Jul 27, 09:00 am",344.197,367,23.9,48.7521,2.1
"Jul 27, 10:00 am",786.175,775,26.7,35.0392,2.1
"Jul 27, 11:00 am",752.841,731,27.8,22.4203,1.5
"Jul 27, 12:00 pm",907.17,872,29.4,14.2883,2.1
"Jul 27, 01:00 pm",725.161,712,29.4,18.2455,2.1
"Jul 27, 02:00 pm",217.427,235,28.9,29.812,4.6
"Jul 27, 03:00 pm",321.087,328,30,43.2442,0
"Jul 27, 04:00 pm",108.562,119,23.9,57.2101,7.7
"Jul 27, 05:00 pm",59.8495,67,20.6,71.3484,4.6
"Jul 27, 06:00 pm",61.3809,70,21.1,85.4961,2.1
"Jul 27, 07:00 pm",22.6043,26,21.1,97.1469,3.6
"Jul 27, 08:00 pm",0,0,21.1,0,3.6
"Jul 27, 09:00 pm",0,0,20.6,0,0
"Jul 27, 10:00 pm",0,0,20.6,0,2.6
"Jul 27, 11:00 pm",0,0,20,0,2.6
"Jul 28, 12:00 am",0,0,20,0,2.1
"Jul 28, 01:00 am",0,0,18.9,0,0
"Jul 28, 02:00 am",0,0,18.9,0,0
"Jul 28, 03:00 am",0,0,18.9,0,0
"Jul 28, 04:00 am",0,0,18.3,0,2.6
"Jul 28, 05:00 am",2.78911,3,18.3,99.5976,2.6
"Jul 28, 06:00 am",38.8188,46,18.9,91.0706,0
"Jul 28, 07:00 am",167.478,213,21.7,76.9566,3.1
"Jul 28, 08:00 am",395.471,436,23.3,62.7854,3.6
"Jul 28, 09:00 am",596.308,609,25.6,48.7062,2.6
"Jul 28, 10:00 am",769.94,758,27.8,34.9585,2.6
"Jul 28, 11:00 am",880.746,851,28.9,22.2793,2.1
"Jul 28, 12:00 pm",956.69,920,30,14.0598,1.5
"Jul 28, 01:00 pm",913.043,877,30,18.0754,3.1
"Jul 28, 02:00 pm",823.416,804,31.1,29.7211,3.1
"Jul 28, 03:00 pm",652.703,659,32.2,43.1964,1.5
"Jul 28, 04:00 pm",490.629,525,31.7,57.19,2.6
"Jul 28, 05:00 pm",268.468,322,31.1,71.3501,3.1
"Jul 28, 06:00 pm",83.929,127,29.4,85.517,2.6
"Jul 28, 07:00 pm",19.3639,23,27.8,97.0894,2.6
"Jul 28, 08:00 pm",0,0,25.6,0,2.6
"Jul 28, 09:00 pm",0,0,24.4,0,2.1
"Jul 28, 10:00 pm",0,0,23.3,0,0
"Jul 28, 11:00 pm",0,0,22.8,0,0
"Jul 29, 12:00 am",0,0,22.2,0,1.5
"Jul 29, 01:00 am",0,0,21.7,0,0
"Jul 29, 02:00 am",0,0,21.7,0,0
"Jul 29, 03:00 am",0,0,21.1,0,2.1
"Jul 29, 04:00 am",0,0,21.7,0,3.1
"Jul 29, 05:00 am",4.64852,5,21.1,99.5326,2.1
"Jul 29, 06:00 am",44.7789,63,22.2,91.0861,2.1
"Jul 29, 07:00 am",176.217,221,24.4,76.9534,1.5
"Jul 29, 08:00 am",388.683,426,27.2,62.7617,2.6
"Jul 29, 09:00 am",606.786,622,28.3,48.6578,2.6
"Jul 29, 10:00 am",794.261,782,30.6,34.875,2.1
"Jul 29, 11:00 am",906.481,874,31.1,22.1347,2.6
"Jul 29, 12:00 pm",930.941,895,32.2,13.826,3.6
"Jul 29, 01:00 pm",912.822,880,33.3,17.9045,1.5
"Jul 29, 02:00 pm",841.495,826,32.8,29.6318,2.6
"Jul 29, 03:00 pm",579.087,591,32.8,43.1507,3.1
"Jul 29, 04:00 pm",393.1,424,28.9,57.1724,4.6
"Jul 29, 05:00 pm",196.772,227,28.3,71.3543,7.2
"Jul 29, 06:00 pm",58.8286,69,26.1,85.5407,3.1
"Jul 29, 07:00 pm",15.3392,17,24.4,97.0316,3.6
"Jul 29, 08:00 pm",0,0,23.3,0,0
"Jul 29, 09:00 pm",0,0,23.3,0,2.6
"Jul 29, 10:00 pm",0,0,23.3,0,0
"Jul 29, 11:00 pm",0,0,22.2,0,2.6
"Jul 30, 12:00 am",0,0,21.7,0,1.5
"Jul 30, 01:00 am",0,0,21.1,0,2.1
"Jul 30, 02:00 am",0,0,21.1,0,1.5
"Jul 30, 03:00 am",0,0,20.6,0,1.5
"Jul 30, 04:00 am",0,0,20.6,0,0
"Jul 30, 05:00 am",3.71881,5,20,99.4648,2.1
"Jul 30, 06:00 am",30.668,81,21.1,91.0997,2.1
"Jul 30, 07:00 am",197.357,266,23.3,76.9481,2.6
"Jul 30, 08:00 am",432.887,477,26.1,62.7357,2.1
"Jul 30, 09:00 am",655.799,669,28.3,48.607,2.6
"Jul 30, 10:00 am",836.247,821,29.4,34.7888,4.1
"Jul 30, 11:00 am",946.949,920,30.6,21.9869,4.1
"Jul 30, 12:00 pm",948.251,909,31.7,13.5868,5.2
"Jul 30, 01:00 pm",936.097,900,32.2,17.733,4.6
"Jul 30, 02:00 pm",804.555,782,31.7,29.5442,3.6
"Jul 30, 03:00 pm",513.196,513,28.9,43.1073,5.2
"Jul 30, 04:00 pm",361.485,386,27.8,57.1574,7.2
"Jul 30, 05:00 pm",272.914,328,28.3,71.3613,4.1
"Jul 30, 06:00 pm",81.9387,140,27.2,85.5672,3.6
"Jul 30, 07:00 pm",18.7905,25,25,96.9734,3.1
"Jul 30, 08:00 pm",0,0,23.9,0,3.6
"Jul 30, 09:00 pm",0,0,23.3,0,2.6
"Jul 30, 10:00 pm",0,0,22.8,0,3.1
"Jul 30, 11:00 pm",0,0,22.8,0,3.1
"Jul 31, 12:00 am",0,0,22.2,0,2.6
"Jul 31, 01:00 am",0,0,22.8,0,3.6
"Jul 31, 02:00 am",0,0,22.2,0,2.1
"Jul 31, 03:00 am",0,0,22.2,0,2.6
"Jul 31, 04:00 am",0,0,21.7,0,2.6
"Jul 31, 05:00 am",1.85941,2,20.6,99.3943,2.1
"Jul 31, 06:00 am",30.8791,45,21.7,91.1113,2.6
"Jul 31, 07:00 am",184.846,233,25,76.9407,2.6
"Jul 31, 08:00 am",427.647,470,26.7,62.7075,4.1
"Jul 31, 09:00 am",651.62,663,28.9,48.5538,3.1
"Jul 31, 10:00 am",795.262,776,30,34.7001,4.6
"Jul 31, 11:00 am",916.694,879,31.1,21.8358,4.1
"Jul 31, 12:00 pm",754.314,720,31.7,13.3423,2.6
"Jul 31, 01:00 pm",902.852,861,32.8,17.5612,5.2
"Jul 31, 02:00 pm",855.331,829,32.8,29.4585,2.1
"Jul 31, 03:00 pm",677.807,677,32.8,43.0663,2.1
"Jul 31, 04:00 pm",475.427,502,32.8,57.1449,4.1
"Jul 31, 05:00 pm",277.059,331,32.2,71.371,3.6
"Jul 31, 06:00 pm",72.7266,120,30.6,85.5965,3.1
"Jul 31, 07:00 pm",13.3918,20,28.9,96.915,2.6
"Jul 31, 08:00 pm",0,0,26.7,0,2.6
"Jul 31, 09:00 pm",0,0,26.2,0,2.2
"Jul 31, 10:00 pm",0,0,25.7,0,1.9
"Jul 31, 11:00 pm",0,0,25.2,0,1.5
"Aug 1, 12:00 am",0,0,24.8,0,1.1
"Aug 1, 01:00 am",0,0,24.3,0,0.7
"Aug 1, 02:00 am",0,0,23.8,0,0.4
"Aug 1, 03:00 am",0,0,23.3,0,0
"Aug 1, 04:00 am",0,0,23.3,0,0
"Aug 1, 05:00 am",1.85941,3,23.3,99.3799,0
"Aug 1, 06:00 am",27.6861,74,23.3,91.1087,0
"Aug 1, 07:00 am",189.961,257,24.8,76.9349,1
"Aug 1, 08:00 am",385.597,420,26.3,62.6981,2.1
"Aug 1, 09:00 am",622.104,631,27.8,48.5402,3.1
"Aug 1, 10:00 am",784.535,773,28.9,34.6805,3.3
"Aug 1, 11:00 am",906.019,867,30,21.806,3.4
"Aug 1, 12:00 pm",959.421,917,31.1,13.299,3.6
"Aug 1, 01:00 pm",949.235,918,31.3,17.5349,4.3
"Aug 1, 02:00 pm",858.192,840,31.5,29.448,5
"Aug 1, 03:00 pm",730.125,737,31.7,43.0638,5.7
"Aug 1, 04:00 pm",457.303,486,30.2,57.1474,5.2
"Aug 1, 05:00 pm",291.976,349,28.7,71.3773,4.6
"Aug 1, 06:00 pm",48.9924,58,27.2,85.6062,4.1
"Aug 1, 07:00 pm",15.3454,18,26.3,96.9071,4.3
"Aug 1, 08:00 pm",0,0,25.3,0,4.4
"Aug 1, 09:00 pm",0,0,24.4,0,4.6
"Aug 1, 10:00 pm",0,0,24.4,0,5
"Aug 1, 11:00 pm",0,0,24.4,0,5.3
"Aug 2, 12:00 am",0,0,24.4,0,5.7
"Aug 2, 01:00 am",0,0,23.9,0,5
"Aug 2, 02:00 am",0,0,23.3,0,4.3
"Aug 2, 03:00 am",0,0,22.8,0,3.6
"Aug 2, 04:00 am",0,0,22.4,0,3.1
"Aug 2, 05:00 am",3.71881,4,22.1,99.3061,2.6
"Aug 2, 06:00 am",37.6161,67,21.7,91.118,2.1
"Aug 2, 07:00 am",186.619,240,23.2,76.9251,2.3
"Aug 2, 08:00 am",385.346,418,24.6,62.6674,2.4
"Aug 2, 09:00 am",584.864,594,26.1,48.4844,2.6
"Aug 2, 10:00 am",629.354,626,26.8,34.5889,2.6
"Aug 2, 11:00 am",794.28,763,27.6,21.6513,2.6
"Aug 2, 12:00 pm",939.597,893,28.3,13.0484,2.6
"Aug 2, 01:00 pm",883.343,844,28.7,17.3631,2.6
"Aug 2, 02:00 pm",869.388,843,29,29.3647,2.6
"Aug 2, 03:00 pm",593.918,594,29.4,43.0257,2.6
"Aug 2, 04:00 pm",489.325,518,28.9,57.138,2.2
"Aug 2, 05:00 pm",265.134,314,28.3,71.3902,1.9
"Aug 2, 06:00 pm",79.1668,121,27.8,85.6388,1.5
"Aug 2, 07:00 pm",11.915,14,26.5,96.8483,1.5
"Aug 2, 08:00 pm",0,0,25.2,0,1.5
"Aug 2, 09:00 pm",0,0,23.9,0,1.5
"Aug 2, 10:00 pm",0,0,23.3,0,2
"Aug 2, 11:00 pm",0,0,22.8,0,2.6
"Aug 3, 12:00 am",0,0,22.2,0,3.1
"Aug 3, 01:00 am",0,0,21.7,0,2.6
"Aug 3, 02:00 am",0,0,21.1,0,2
"Aug 3, 03:00 am",0,0,20.6,0,1.5
"Aug 3, 04:00 am",0,0,20.6,0,1
"Aug 3, 05:00 am",0.929703,1,20.6,99.2295,0.5
"Aug 3, 06:00 am",40.3936,62,20.6,91.1252,0
"Aug 3, 07:00 am",173.761,218,22.3,76.9132,0
"Aug 3, 08:00 am",401.905,435,23.9,62.6345,0
"Aug 3, 09:00 am",593.659,602,25.6,48.4263,0
"Aug 3, 10:00 am",758.094,743,26.7,34.4949,1
"Aug 3, 11:00 am",626.779,613,27.8,21.4937,2.1
"Aug 3, 12:00 pm",389.121,415,28.9,12.7926,3.1
"Aug 3, 01:00 pm",685.465,668,28.9,17.1915,2.9
"Aug 3, 02:00 pm",607.832,600,28.9,29.2837,2.8
"Aug 3, 03:00 pm",648.086,648,28.9,42.9902,2.6
"Aug 3, 04:00 pm",468.845,494,28.5,57.1313,2.2
"Aug 3, 05:00 pm",258.863,302,28.2,71.4058,1.9
"Aug 3, 06:00 pm",69.2062,89,27.8,85.6742,1.5
"Aug 3, 07:00 pm",11.716,13,26.5,96.7892,1.9
"Aug 3, 08:00 pm",0,0,25.2,0,2.2
"Aug 3, 09:00 pm",0,0,23.9,0,2.6
"Aug 3, 10:00 pm",0,0,23.3,0,2.2
"Aug 3, 11:00 pm",0,0,22.8,0,1.9
"Aug 4, 12:00 am",0,0,22.2,0,1.5
"Aug 4, 01:00 am",0,0,21.5,0,1.5
"Aug 4, 02:00 am",0,0,20.7,0,1.5
"Aug 4, 03:00 am",0,0,20,0,1.5
"Aug 4, 04:00 am",0,0,20,0,1.5
"Aug 4, 05:00 am",2.78911,3,20,99.1501,1.5
"Aug 4, 06:00 am",45.0012,53,20,91.1303,1.5
"Aug 4, 07:00 am",86.3342,99,21.5,76.8992,1.7
"Aug 4, 08:00 am",280.786,305,22.9,62.5995,1.9
"Aug 4, 09:00 am",544.125,550,24.4,48.366,2.1
"Aug 4, 10:00 am",743.888,727,25.9,34.3987,2.3
"Aug 4, 11:00 am",782.008,748,27.4,21.3333,2.4
"Aug 4, 12:00 pm",842.357,800,28.9,12.5318,2.6
"Aug 4, 01:00 pm",909.149,866,29.3,17.0206,2.6
"Aug 4, 02:00 pm",820.736,796,29.6,29.2051,2.6
"Aug 4, 03:00 pm",627.856,626,30,42.9574,2.6
"Aug 4, 04:00 pm",413.813,433,29.3,57.1275,2.4
"Aug 4, 05:00 pm",250.069,292,28.5,71.4243,2.3
"Aug 4, 06:00 pm",74.9103,106,27.8,85.7125,2.1
"Aug 4, 07:00 pm",15.3487,17,26.5,96.7299,2.1
"Aug 4, 08:00 pm",0,0,25.2,0,2.1
"Aug 4, 09:00 pm",0,0,23.9,0,2.1
"Aug 4, 10:00 pm",0,0,23.2,0,1.9
"Aug 4, 11:00 pm",0,0,22.4,0,1.7
"Aug 5, 12:00 am",0,0,21.7,0,1.5
"Aug 5, 01:00 am",0,0,21.5,0,1
"Aug 5, 02:00 am",0,0,21.3,0,0.5
"Aug 5, 03:00 am",0,0,21.1,0,0
"Aug 5, 04:00 am",0,0,20.7,0,0.5
"Aug 5, 05:00 am",1.85941,2,20.4,99.068,1
"Aug 5, 06:00 am",44.6437,60,20,91.1334,1.5
"Aug 5, 07:00 am",167.891,207,22.2,76.8831,1.9
"Aug 5, 08:00 am",275.14,297,24.5,62.5623,2.2
"Aug 5, 09:00 am",648.825,651,26.7,48.3036,2.6
"Aug 5, 10:00 am",770.76,744,27.8,34.3003,2.8
"Aug 5, 11:00 am",904.26,861,28.9,21.1703,2.9
"Aug 5, 12:00 pm",913.894,860,30,12.2661,3.1
"Aug 5, 01:00 pm",1008.56,962,30.4,16.8506,3.4
"Aug 5, 02:00 pm",846.926,813,30.7,29.1292,3.8
"Aug 5, 03:00 pm",680.588,672,31.1,42.9274,4.1
"Aug 5, 04:00 pm",504.276,527,30.2,57.1264,3.4
"Aug 5, 05:00 pm",265.396,314,29.2,71.4456,2.8
"Aug 5, 06:00 pm",74.9878,129,28.3,85.7536,2.1
"Aug 5, 07:00 pm",15.6013,20,27,96.6703,2.1
"Aug 5, 08:00 pm",0,0,25.7,0,2.1
"Aug 5, 09:00 pm",0,0,24.4,0,2.1
"Aug 5, 10:00 pm",0,0,23.7,0,2.1
"Aug 5, 11:00 pm",0,0,22.9,0,2.1
"Aug 6, 12:00 am",0,0,22.2,0,2.1
"Aug 6, 01:00 am",0,0,21.8,0,1.4
"Aug 6, 02:00 am",0,0,21.5,0,0.7
"Aug 6, 03:00 am",0,0,21.1,0,0
"Aug 6, 04:00 am",0,0,21.1,0,0
"Aug 6, 05:00 am",1.85941,2,21.1,98.983,0
"Aug 6, 06:00 am",41.8232,53,21.1,91.1345,0
"Aug 6, 07:00 am",156.345,188,23.1,76.865,0.7
"Aug 6, 08:00 am",377.527,403,25.2,62.5231,1.4
"Aug 6, 09:00 am",571.533,576,27.2,48.2392,2.1
"Aug 6, 10:00 am",618.249,611,28.3,34.1999,2.1
"Aug 6, 11:00 am",825.17,790,29.5,21.0049,2.1
"Aug 6, 12:00 pm",925.344,878,30.6,11.9954,2.1
"Aug 6, 01:00 pm",887.146,845,31,16.6818,2.4
"Aug 6, 02:00 pm",804.86,778,31.3,29.056,2.8
"Aug 6, 03:00 pm",643.969,640,31.7,42.9003,3.1
"Aug 6, 04:00 pm",465.433,487,30.9,57.1282,2.6
"Aug 6, 05:00 pm",242.629,280,30.2,71.4698,2
"Aug 6, 06:00 pm",76.3156,102,29.4,85.7975,1.5
"Aug 6, 07:00 pm",11.7171,13,28.3,96.6104,1.5
"Aug 6, 08:00 pm",0,0,27.2,0,1.5
"Aug 6, 09:00 pm",0,0,26.1,0,1.5
"Aug 6, 10:00 pm",0,0,25.4,0,1.5
"Aug 6, 11:00 pm",0,0,24.6,0,1.5
"Aug 7, 12:00 am",0,0,23.9,0,1.5
"Aug 7, 01:00 am",0,0,23.3,0,1.9
"Aug 7, 02:00 am",0,0,22.8,0,2.2
"Aug 7, 03:00 am",0,0,22.2,0,2.6
"Aug 7, 04:00 am",0,0,22.2,0,2.2
"Aug 7, 05:00 am",1.85941,2,22.2,98.8952,1.9
"Aug 7, 06:00 am",33.8641,62,22.2,91.1334,1.5
"Aug 7, 07:00 am",188.335,237,24.1,76.8448,1.7
"Aug 7, 08:00 am",419.603,449,25.9,62.4819,1.9
"Aug 7, 09:00 am",641.38,639,27.8,48.1728,2.1
"Aug 7, 10:00 am",815.693,786,29.1,34.0976,2.3
"Aug 7, 11:00 am",897.26,846,30.4,20.8372,2.4
"Aug 7, 12:00 pm",952.04,895,31.7,11.7199,2.6
"Aug 7, 01:00 pm",935.556,881,32.1,16.5145,2.8
"Aug 7, 02:00 pm",828.061,790,32.4,28.9858,2.9
"Aug 7, 03:00 pm",688.227,676,32.8,42.8762,3.1
"Aug 7, 04:00 pm",481.736,501,32.2,57.133,2.1
"Aug 7, 05:00 pm",262.548,307,31.7,71.4969,1
"Aug 7, 06:00 pm",70.0281,118,31.1,85.8442,0
"Aug 7, 07:00 pm",10.7411,14,29.8,96.5502,0
"Aug 7, 08:00 pm",0,0,28.5,0,0
"Aug 7, 09:00 pm",0,0,27.2,0,0
"Aug 7, 10:00 pm",0,0,26.7,0,0
"Aug 7, 11:00 pm",0,0,26.1,0,0
"Aug 8, 12:00 am",0,0,25.6,0,0
"Aug 8, 01:00 am",0,0,24.8,0,0.5
"Aug 8, 02:00 am",0,0,24.1,0,1
"Aug 8, 03:00 am",0,0,23.3,0,1.5
"Aug 8, 04:00 am",0,0,23.1,0,1
"Aug 8, 05:00 am",1.85941,3,23,98.8046,0.5
"Aug 8, 06:00 am",23.1498,73,22.8,91.1303,0
"Aug 8, 07:00 am",201.103,262,25,76.8226,0.7
"Aug 8, 08:00 am",439.58,471,27.2,62.4387,1.4
"Aug 8, 09:00 am",657.422,657,29.4,48.1046,2.1
"Aug 8, 10:00 am",843.33,816,30.7,33.9934,1.9
"Aug 8, 11:00 am",880.984,838,32,20.6674,1.7
"Aug 8, 12:00 pm",1010.81,957,33.3,11.4397,1.5
"Aug 8, 01:00 pm",921.974,874,33.5,16.3491,2
"Aug 8, 02:00 pm",893.243,859,33.7,28.9187,2.6
"Aug 8, 03:00 pm",735.083,727,33.9,42.8552,3.1
"Aug 8, 04:00 pm",497.136,520,33.2,57.1407,2.8
"Aug 8, 05:00 pm",269.287,319,32.4,71.5268,2.4
"Aug 8, 06:00 pm",72.2828,132,31.7,85.8937,2.1
"Aug 8, 07:00 pm",12.5757,22,30.4,96.4898,1.9
"Aug 8, 08:00 pm",0,0,29.1,0,1.7
"Aug 8, 09:00 pm",0,0,27.8,0,1.5
"Aug 8, 10:00 pm",0,0,26.9,0,1
"Aug 8, 11:00 pm",0,0,25.9,0,0.5
"Aug 9, 12:00 am",0,0,25,0,0
"Aug 9, 01:00 am",0,0,24.4,0,0
"Aug 9, 02:00 am",0,0,23.9,0,0
"Aug 9, 03:00 am",0,0,23.3,0,0
"Aug 9, 04:00 am",0,0,23.3,0,0.5
"Aug 9, 05:00 am",0.929703,1,23.3,98.7112,1
"Aug 9, 06:00 am",30.8096,60,23.3,91.125,1.5
"Aug 9, 07:00 am",189.764,238,25.3,76.7984,1.5
"Aug 9, 08:00 am",421.249,447,27.4,62.3936,1.5
"Aug 9, 09:00 am",646.41,640,29.4,48.0345,1.5
"Aug 9, 10:00 am",831.342,797,30.5,33.8876,1.9
"Aug 9, 11:00 am",906.15,853,31.7,20.4957,2.2
"Aug 9, 12:00 pm",967.894,909,32.8,11.1548,2.6
"Aug 9, 01:00 pm",929.709,874,33.2,16.1858,2.6
"Aug 9, 02:00 pm",879.753,839,33.5,28.8549,2.6
"Aug 9, 03:00 pm",715.911,700,33.9,42.8374,2.6
"Aug 9, 04:00 pm",503.416,521,33,57.1515,2.2
"Aug 9, 05:00 pm",272.116,317,32,71.5596,1.9
"Aug 9, 06:00 pm",71.6059,121,31.1,85.946,1.5
"Aug 9, 07:00 pm",13.1487,17,29.8,96.4292,1
"Aug 9, 08:00 pm",0,0,28.5,0,0.5
"Aug 9, 09:00 pm",0,0,27.2,0,0
"Aug 9, 10:00 pm",0,0,26.7,0,0
"Aug 9, 11:00 pm",0,0,26.1,0,0
"Aug 10, 12:00 am",0,0,25.6,0,0
"Aug 10, 01:00 am",0,0,25.2,0,0
"Aug 10, 02:00 am",0,0,24.8,0,0
"Aug 10, 03:00 am",0,0,24.4,0,0
"Aug 10, 04:00 am",0,0,24.4,0,0.9
"Aug 10, 05:00 am",0.929703,1,24.4,98.6149,1.7
"Aug 10, 06:00 am",26.0373,30,24.4,91.1177,2.6
"Aug 10, 07:00 am",153.354,183,26.1,76.7722,2.9
"Aug 10, 08:00 am",412.732,437,27.7,62.3466,3.3
"Aug 10, 09:00 am",601.807,593,29.4,47.9627,3.6
"Aug 10, 10:00 am",798.547,760,30.2,33.7802,3.6
"Aug 10, 11:00 am",812.33,762,30.9,20.3224,3.6
"Aug 10, 12:00 pm",917.028,857,31.7,10.8653,3.6
"Aug 10, 01:00 pm",847.206,794,32.2,16.0252,3.9
"Aug 10, 02:00 pm",830.939,791,32.8,28.7946,4.3
"Aug 10, 03:00 pm",689.546,673,33.3,42.8227,4.6
"Aug 10, 04:00 pm",476.244,493,32.2,57.1652,3.8
"Aug 10, 05:00 pm",219.719,251,31.1,71.5954,2.9
"Aug 10, 06:00 pm",60.5724,76,30,86.001,2.1
"Aug 10, 07:00 pm",10.9982,12,28.3,96.3682,2.4
"Aug 10, 08:00 pm",0,0,26.7,0,2.8
"Aug 10, 09:00 pm",0,0,25,0,3.1
"Aug 10, 10:00 pm",0,0,24.6,0,3.1
"Aug 10, 11:00 pm",0,0,24.3,0,3.1
"Aug 11, 12:00 am",0,0,23.9,0,3.1
"Aug 11, 01:00 am",0,0,23.5,0,2.8
"Aug 11, 02:00 am",0,0,23.2,0,2.4
"Aug 11, 03:00 am",0,0,22.8,0,2.1
"Aug 11, 04:00 am",0,0,22.8,0,1.4
"Aug 11, 05:00 am",0,0,22.8,98.5159,0.7
"Aug 11, 06:00 am",37.1804,48,22.8,91.1082,0
"Aug 11, 07:00 am",153.056,182,24.1,76.7441,1.7
"Aug 11, 08:00 am",266.736,284,25.4,62.2978,3.5
"Aug 11, 09:00 am",254.171,261,26.7,47.8892,5.2
"Aug 11, 10:00 am",234.908,246,25.6,33.6713,5.4
"Aug 11, 11:00 am",578.89,584,24.4,20.1475,5.5
"Aug 11, 12:00 pm",400.312,409,23.3,10.5714,5.7
"Aug 11, 01:00 pm",530.095,536,25,15.8674,5.5
"Aug 11, 02:00 pm",394.693,404,26.6,28.7378,5.4
"Aug 11, 03:00 pm",299.419,306,28.3,42.8114,5.2
"Aug 11, 04:00 pm",264.259,282,26.6,57.1821,5.5
"Aug 11, 05:00 pm",122.611,137,25,71.634,5.9
"Aug 11, 06:00 pm",23.7204,26,23.3,86.0588,6.2
"Aug 11, 07:00 pm",9.91003,11,22.4,96.3069,5.2
"Aug 11, 08:00 pm",0,0,21.5,0,4.1
"Aug 11, 09:00 pm",0,0,20.6,0,3.1
"Aug 11, 10:00 pm",0,0,20.4,0,2.9
"Aug 11, 11:00 pm",0,0,20.2,0,2.8
"Aug 12, 12:00 am",0,0,20,0,2.6
"Aug 12, 01:00 am",0,0,19.6,0,2.4
"Aug 12, 02:00 am",0,0,19.3,0,2.3
"Aug 12, 03:00 am",0,0,18.9,0,2.1
"Aug 12, 04:00 am",0,0,18.9,0,2.1
"Aug 12, 05:00 am",0,0,18.9,98.414,2.1
"Aug 12, 06:00 am",23.4712,27,18.9,91.0967,2.1
"Aug 12, 07:00 am",83.6059,93,19.8,76.7141,2.8
