Location,UMMC,,,,
Address,Jackson MS Int Airport,,,,
Opt. tilt,29.25 deg,accurate to 0.25 deg,,,
Opt. azimuth,180.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jul 27, 01:00 am",0,0,23.3,0,1.5
"Jul 27, 02:00 am",0,0,23.3,0,1.5
"Jul 27, 03:00 am",0,0,23.3,0,2.1
"Jul 27, 04:00 am",0,0,23.3,0,2.1
"Jul 27, 05:00 am",8.1348,9,23.3,95.9691,1.5
"Jul 27, 06:00 am",89.7351,107,23.9,83.8146,2.1
"Jul 27, 07:00 am",252.822,300,26.1,69.6863,3.1
"Jul 27, 08:00 am",477.446,516,28.3,55.6373,4.6
"Jul 27, 09:00 am",646.725,680,30,41.8794,4.1
"Jul 27, 10:00 am",778.514,779,31.1,28.9324,4.6
"Jul 27, 11:00 am",885.225,878,31.7,18.6634,4.1
"Jul 27, 12:00 pm",1002.46,993,32.2,16.9932,5.2
"Jul 27, 01:00 pm",248.66,269,31.7,25.6613,5.7
"Jul 27, 02:00 pm",725.881,738,31.7,38.1702,4.6
"Jul 27, 03:00 pm",455.087,477,31.7,51.7843,6.2
"Jul 27, 04:00 pm",360.129,411,31.1,65.785,5.2
"Jul 27, 05:00 pm",149.749,215,30,79.9136,3.1
"Jul 27, 06:00 pm",25.3041,44,27.8,93.7181,2.1
"Jul 27, 07:00 pm",0,0,26.1,0,0
"Jul 27, 08:00 pm",0,0,25,0,0
"Jul 27, 09:00 pm",0,0,24.4,0,0
"Jul 27, 10:00 pm",0,0,23.9,0,1.5
"Jul 27, 11:00 pm",0,0,23.3,0,1.5
"Jul 28, 12:00 am",0,0,22.8,0,2.1
"Jul 28, 01:00 am",0,0,22.8,0,1.5
"Jul 28, 02:00 am",0,0,22.8,0,1.5
"Jul 28, 03:00 am",0,0,22.2,0,1.5
"Jul 28, 04:00 am",0,0,21.7,0,1.5
"Jul 28, 05:00 am",17.3133,20,22.2,95.9097,1.5
"Jul 28, 06:00 am",100.478,145,25,83.8157,0
"Jul 28, 07:00 am",286.981,340,28.3,69.6676,1.5
"Jul 28, 08:00 am",489.434,531,30,55.5956,2.1
"Jul 28, 09:00 am",688.681,709,31.1,41.8073,3.6
"Jul 28, 10:00 am",310.363,319,32.2,28.8127,2.6
"Jul 28, 11:00 am",640.748,651,31.7,18.4664,3.6
"Jul 28, 12:00 pm",783.872,795,33.9,16.7779,3.6
"Jul 28, 01:00 pm",755.378,752,33.3,25.5288,2.1
"Jul 28, 02:00 pm",680.727,692,32.8,38.0938,4.1
"Jul 28, 03:00 pm",168.185,184,26.7,51.7421,4.1
"Jul 28, 04:00 pm",138.791,153,25.6,65.7674,4.6
"Jul 28, 05:00 pm",68.6211,76,25.6,79.9166,4.6
"Jul 28, 06:00 pm",28.2886,32,24.4,93.6595,2.1
"Jul 28, 07:00 pm",0,0,23.9,0,3.1
"Jul 28, 08:00 pm",0,0,23.9,0,2.1
"Jul 28, 09:00 pm",0,0,23.3,0,0
"Jul 28, 10:00 pm",0,0,22.8,0,1.5
"Jul 28, 11:00 pm",0,0,22.8,0,2.1
"Jul 29, 12:00 am",0,0,22.2,0,2.1
"Jul 29, 01:00 am",0,0,22.2,0,1.5
"Jul 29, 02:00 am",0,0,22.2,0,0
"Jul 29, 03:00 am",0,0,22.2,0,1.5
"Jul 29, 04:00 am",0,0,22.2,0,1.5
"Jul 29, 05:00 am",7.22883,8,23.3,95.8477,1.5
"Jul 29, 06:00 am",49.6874,57,23.9,83.8147,2.1
"Jul 29, 07:00 am",224.004,256,25.6,69.6466,2.1
"Jul 29, 08:00 am",380.291,410,28.9,55.5514,3.1
"Jul 29, 09:00 am",388.382,406,30,41.7323,2.6
"Jul 29, 10:00 am",805.27,808,30,28.6896,2.1
"Jul 29, 11:00 am",865.926,867,30.6,18.2644,4.1
"Jul 29, 12:00 pm",473.613,470,31.1,16.5587,2.6
"Jul 29, 01:00 pm",378.003,385,31.1,25.3965,3.1
"Jul 29, 02:00 pm",735.921,745,32.8,38.0188,4.1
"Jul 29, 03:00 pm",445.136,463,31.1,51.702,4.6
"Jul 29, 04:00 pm",347.075,393,32.8,65.7522,5.2
"Jul 29, 05:00 pm",151.259,213,30.6,79.9221,3.6
"Jul 29, 06:00 pm",29.0434,48,28.3,93.6006,2.1
"Jul 29, 07:00 pm",0,0,25.6,0,1.5
"Jul 29, 08:00 pm",0,0,24.4,0,0
"Jul 29, 09:00 pm",0,0,23.9,0,0
"Jul 29, 10:00 pm",0,0,23.3,0,0
"Jul 29, 11:00 pm",0,0,22.8,0,0
"Jul 30, 12:00 am",0,0,22.8,0,0
"Jul 30, 01:00 am",0,0,22.8,0,1.5
"Jul 30, 02:00 am",0,0,22.8,0,1.5
"Jul 30, 03:00 am",0,0,22.2,0,0
"Jul 30, 04:00 am",0,0,21.7,0,2.6
"Jul 30, 05:00 am",15.0213,21,22.8,95.7832,1.5
"Jul 30, 06:00 am",99.4352,172,26.1,83.8114,3.1
"Jul 30, 07:00 am",316.211,384,29.4,69.6232,3.6
"Jul 30, 08:00 am",553.865,598,31.7,55.5046,4.1
"Jul 30, 09:00 am",709.708,726,33.3,41.6544,5.7
"Jul 30, 10:00 am",730.706,729,33.9,28.5631,4.1
"Jul 30, 11:00 am",844.868,832,33.9,18.0575,4.6
"Jul 30, 12:00 pm",509.423,514,29.4,16.336,2.6
"Jul 30, 01:00 pm",554.946,546,34.4,25.2646,4.6
"Jul 30, 02:00 pm",462.945,471,32.2,37.9455,5.2
"Jul 30, 03:00 pm",568.877,594,32.2,51.6639,3.1
"Jul 30, 04:00 pm",370.33,422,33.3,65.7394,5.2
"Jul 30, 05:00 pm",148.829,212,31.7,79.9302,5.2
"Jul 30, 06:00 pm",21.5971,42,29.4,93.5415,4.1
"Jul 30, 07:00 pm",0,0,27.8,0,4.6
"Jul 30, 08:00 pm",0,0,26.7,0,3.1
"Jul 30, 09:00 pm",0,0,26.1,0,3.6
"Jul 30, 10:00 pm",0,0,25,0,3.1
"Jul 30, 11:00 pm",0,0,24.4,0,3.1
"Jul 31, 12:00 am",0,0,23.9,0,3.1
"Jul 31, 01:00 am",0,0,23.3,0,3.1
"Jul 31, 02:00 am",0,0,22.8,0,2.6
"Jul 31, 03:00 am",0,0,23.9,0,3.1
"Jul 31, 04:00 am",0,0,22.2,0,2.1
"Jul 31, 05:00 am",14.4964,16,22.8,95.7161,2.1
"Jul 31, 06:00 am",74.6645,89,25,83.8059,2.6
"Jul 31, 07:00 am",229.349,267,26.7,69.5974,2.6
"Jul 31, 08:00 am",528.85,567,28.9,55.4553,3.6
"Jul 31, 09:00 am",733.913,749,31.1,41.5738,5.2
"Jul 31, 10:00 am",886.685,882,31.7,28.4333,5.2
"Jul 31, 11:00 am",915.813,902,31.7,17.8458,3.6
"Jul 31, 12:00 pm",983.293,962,32.8,16.1098,3.6
"Jul 31, 01:00 pm",916.776,904,32.8,25.1333,6.2
"Jul 31, 02:00 pm",781.137,784,32.8,37.874,4.1
"Jul 31, 03:00 pm",586.419,612,32.8,51.6281,6.2
"Jul 31, 04:00 pm",356.915,403,32.8,65.729,5.2
"Jul 31, 05:00 pm",140.347,189,31.1,79.9408,4.6
"Jul 31, 06:00 pm",26.2902,35,26.7,93.4822,2.1
"Jul 31, 07:00 pm",0,0,25,0,1.5
"Jul 31, 08:00 pm",0,0,22.8,0,1.5
"Jul 31, 09:00 pm",0,0,22.8,0,1.7
"Jul 31, 10:00 pm",0,0,22.8,0,2
"Jul 31, 11:00 pm",0,0,22.8,0,2.2
"Aug 1, 12:00 am",0,0,22.8,0,2.4
"Aug 1, 01:00 am",0,0,22.8,0,2.6
"Aug 1, 02:00 am",0,0,22.8,0,2.9
"Aug 1, 03:00 am",0,0,22.8,0,3.1
"Aug 1, 04:00 am",0,0,22.2,0,2.1
"Aug 1, 05:00 am",21.4108,24,21.7,95.6146,3.1
"Aug 1, 06:00 am",96.6326,126,23.3,83.7896,3.1
"Aug 1, 07:00 am",274.976,318,25,69.5521,3.1
"Aug 1, 08:00 am",497.892,530,26.7,55.3765,3.1
"Aug 1, 09:00 am",700.789,716,28.9,41.4507,3.1
"Aug 1, 10:00 am",835.682,833,31.1,28.2404,2.1
"Aug 1, 11:00 am",866.145,852,31.7,17.5364,2.1
"Aug 1, 12:00 pm",866.361,851,32.8,15.7865,3.1
"Aug 1, 01:00 pm",834.559,826,33.3,24.9533,3.1
"Aug 1, 02:00 pm",724.56,731,33.9,37.7809,3.1
"Aug 1, 03:00 pm",532.498,560,34.4,51.5862,3.6
"Aug 1, 04:00 pm",309.699,345,33.3,65.7233,3.6
"Aug 1, 05:00 pm",109.187,132,31.7,79.9651,5.2
"Aug 1, 06:00 pm",31.236,37,29.4,93.4005,3.1
"Aug 1, 07:00 pm",0,0,27.2,0,2.6
"Aug 1, 08:00 pm",0,0,26.1,0,2.6
"Aug 1, 09:00 pm",0,0,25,0,2.6
"Aug 1, 10:00 pm",0,0,24.4,0,3.6
"Aug 1, 11:00 pm",0,0,23.3,0,2.1
"Aug 2, 12:00 am",0,0,22.8,0,1.5
"Aug 2, 01:00 am",0,0,22.2,0,0
"Aug 2, 02:00 am",0,0,23.9,0,3.6
"Aug 2, 03:00 am",0,0,22.8,0,2.6
"Aug 2, 04:00 am",0,0,21.7,0,3.1
"Aug 2, 05:00 am",9.97942,11,22.2,95.5414,2.1
"Aug 2, 06:00 am",70.8448,88,24.4,83.7788,3.1
"Aug 2, 07:00 am",290.693,340,26.7,69.5207,3.1
"Aug 2, 08:00 am",517.866,553,28.3,55.3213,3.1
"Aug 2, 09:00 am",726.807,737,30.6,41.3636,3.1
"Aug 2, 10:00 am",759.157,752,31.7,28.1031,3.1
"Aug 2, 11:00 am",845.293,827,32.8,17.3135,3.1
"Aug 2, 12:00 pm",737.485,719,33.9,15.5527,3.1
"Aug 2, 01:00 pm",861.461,849,35,24.8243,3.1
"Aug 2, 02:00 pm",666.016,668,35,37.7142,5.2
"Aug 2, 03:00 pm",561.85,585,33.3,51.556,4.1
"Aug 2, 04:00 pm",306.647,342,33.9,65.719,4.1
"Aug 2, 05:00 pm",132.111,173,32.8,79.982,3.1
"Aug 2, 06:00 pm",24.8256,29,28.9,93.3408,2.1
"Aug 2, 07:00 pm",0,0,28.3,0,3.6
"Aug 2, 08:00 pm",0,0,26.1,0,3.6
"Aug 2, 09:00 pm",0,0,26.1,0,1.5
"Aug 2, 10:00 pm",0,0,25,0,2.1
"Aug 2, 11:00 pm",0,0,24.4,0,3.6
"Aug 3, 12:00 am",0,0,23.9,0,4.1
"Aug 3, 01:00 am",0,0,23.9,0,3.1
"Aug 3, 02:00 am",0,0,23.9,0,2.6
"Aug 3, 03:00 am",0,0,23.3,0,2.1
"Aug 3, 04:00 am",0,0,23.3,0,2.6
"Aug 3, 05:00 am",13.6269,15,23.3,95.4656,3.6
"Aug 3, 06:00 am",98.7939,161,23.9,83.7657,2.6
"Aug 3, 07:00 am",302.331,355,27.2,69.487,3.6
"Aug 3, 08:00 am",534.506,567,29.4,55.2636,3.6
"Aug 3, 09:00 am",667.296,674,31.1,41.2741,2.1
"Aug 3, 10:00 am",805.713,793,32.2,27.963,3.1
"Aug 3, 11:00 am",895.6,871,33.3,17.0863,3.1
"Aug 3, 12:00 pm",742.934,732,34.4,15.316,2.6
"Aug 3, 01:00 pm",833.685,815,35.6,24.6966,3.1
"Aug 3, 02:00 pm",786.799,785,35,37.6497,2.6
"Aug 3, 03:00 pm",455.645,476,35.6,51.5283,3.1
"Aug 3, 04:00 pm",272.09,302,34.4,65.7172,3.6
"Aug 3, 05:00 pm",69.9556,82,33.3,80.0016,3.1
"Aug 3, 06:00 pm",13.852,17,25.6,93.2809,3.1
"Aug 3, 07:00 pm",0,0,24.4,0,5.2
"Aug 3, 08:00 pm",0,0,24.4,0,3.1
"Aug 3, 09:00 pm",0,0,24.4,0,3.6
"Aug 3, 10:00 pm",0,0,23.9,0,2.6
"Aug 3, 11:00 pm",0,0,23.9,0,3.1
"Aug 4, 12:00 am",0,0,23.9,0,3.1
"Aug 4, 01:00 am",0,0,23.3,0,3.1
"Aug 4, 02:00 am",0,0,23.3,0,3.1
"Aug 4, 03:00 am",0,0,23.3,0,2.1
"Aug 4, 04:00 am",0,0,23.3,0,2.6
"Aug 4, 05:00 am",17.2476,21,23.3,95.3874,2.6
"Aug 4, 06:00 am",104.289,146,24.4,83.7505,3.1
"Aug 4, 07:00 am",287.33,334,26.1,69.4509,3.1
"Aug 4, 08:00 am",509.967,539,28.3,55.2036,2.1
"Aug 4, 09:00 am",711.404,718,31.1,41.1821,1.5
"Aug 4, 10:00 am",854.801,844,31.7,27.8201,2.1
"Aug 4, 11:00 am",912.141,887,33.3,16.8547,2.1
"Aug 4, 12:00 pm",819.433,796,33.3,15.0766,1.5
"Aug 4, 01:00 pm",724.618,719,34.4,24.5705,2.6
"Aug 4, 02:00 pm",569.564,583,31.7,37.5876,5.2
"Aug 4, 03:00 pm",404.768,426,28.9,51.5031,4.1
"Aug 4, 04:00 pm",214.757,235,29.4,65.718,2.6
"Aug 4, 05:00 pm",95.236,116,28.3,80.0239,2.1
"Aug 4, 06:00 pm",30.3514,36,28.3,93.2209,3.1
"Aug 4, 07:00 pm",0,0,27.2,0,2.6
"Aug 4, 08:00 pm",0,0,27.2,0,4.1
"Aug 4, 09:00 pm",0,0,26.7,0,3.1
"Aug 4, 10:00 pm",0,0,26.1,0,4.1
"Aug 4, 11:00 pm",0,0,25.6,0,3.1
"Aug 5, 12:00 am",0,0,24.4,0,2.1
"Aug 5, 01:00 am",0,0,23.9,0,2.1
"Aug 5, 02:00 am",0,0,24.4,0,3.1
"Aug 5, 03:00 am",0,0,23.9,0,3.1
"Aug 5, 04:00 am",0,0,23.3,0,3.1
"Aug 5, 05:00 am",21.0967,24,22.8,95.3066,2.1
"Aug 5, 06:00 am",97.7569,163,25.6,83.733,2.1
"Aug 5, 07:00 am",316.916,375,27.8,69.4127,1.5
"Aug 5, 08:00 am",551.021,585,30.6,55.1413,1.5
"Aug 5, 09:00 am",752.224,759,31.7,41.0878,3.1
"Aug 5, 10:00 am",893.717,878,33.3,27.6746,2.1
"Aug 5, 11:00 am",960.276,931,33.3,16.619,3.1
"Aug 5, 12:00 pm",915.156,885,35,14.8349,3.1
"Aug 5, 01:00 pm",887.758,864,34.4,24.4461,2.6
"Aug 5, 02:00 pm",725.036,719,35.6,37.528,4.1
"Aug 5, 03:00 pm",567.588,585,35.6,51.4805,4.1
"Aug 5, 04:00 pm",331.931,368,35,65.7215,3.6
"Aug 5, 05:00 pm",145.079,190,33.3,80.0488,3.6
"Aug 5, 06:00 pm",29.1111,42,30,93.1607,3.6
"Aug 5, 07:00 pm",0,0,29.4,0,4.6
"Aug 5, 08:00 pm",0,0,28.3,0,3.6
"Aug 5, 09:00 pm",0,0,27.2,0,3.6
"Aug 5, 10:00 pm",0,0,26.7,0,4.1
"Aug 5, 11:00 pm",0,0,25.6,0,3.1
"Aug 6, 12:00 am",0,0,25,0,3.6
"Aug 6, 01:00 am",0,0,24.4,0,3.6
"Aug 6, 02:00 am",0,0,24.4,0,4.1
"Aug 6, 03:00 am",0,0,24.4,0,2.6
"Aug 6, 04:00 am",0,0,23.9,0,2.1
"Aug 6, 05:00 am",17.2863,19,23.9,95.2233,1.5
"Aug 6, 06:00 am",93.9291,117,25,83.7132,2.6
"Aug 6, 07:00 am",262.76,298,26.7,69.3722,2.1
"Aug 6, 08:00 am",507.889,534,29.4,55.0767,2.1
"Aug 6, 09:00 am",704.57,711,31.1,40.9913,3.1
"Aug 6, 10:00 am",769.567,760,32.2,27.5266,3.1
"Aug 6, 11:00 am",627.157,627,32.8,16.3792,3.6
"Aug 6, 12:00 pm",902.389,877,35,14.5909,3.6
"Aug 6, 01:00 pm",788.694,773,35,24.3236,3.6
"Aug 6, 02:00 pm",689.082,688,36.1,37.471,4.1
"Aug 6, 03:00 pm",424.52,445,35.6,51.4607,4.1
"Aug 6, 04:00 pm",285.724,314,35,65.7278,3.1
"Aug 6, 05:00 pm",128.468,152,31.7,80.0764,3.6
"Aug 6, 06:00 pm",28.0082,33,30,93.1005,3.6
"Aug 6, 07:00 pm",0,0,28.9,0,2.1
"Aug 6, 08:00 pm",0,0,27.8,0,2.6
"Aug 6, 09:00 pm",0,0,28.3,0,3.6
"Aug 6, 10:00 pm",0,0,25.6,0,1.5
"Aug 6, 11:00 pm",0,0,26.1,0,3.6
"Aug 7, 12:00 am",0,0,25.6,0,3.6
"Aug 7, 01:00 am",0,0,25.6,0,3.6
"Aug 7, 02:00 am",0,0,25,0,2.6
"Aug 7, 03:00 am",0,0,25,0,2.6
"Aug 7, 04:00 am",0,0,25.6,0,3.1
"Aug 7, 05:00 am",16.3725,19,25.6,95.1376,3.1
"Aug 7, 06:00 am",93.2861,123,26.1,83.6913,3.1
"Aug 7, 07:00 am",280.666,320,27.8,69.3295,3.6
"Aug 7, 08:00 am",474.344,497,29.4,55.01,3.1
"Aug 7, 09:00 am",573.509,583,31.1,40.8925,4.1
"Aug 7, 10:00 am",177.596,186,25,27.3762,5.2
"Aug 7, 11:00 am",447.499,438,27.2,16.1355,2.1
"Aug 7, 12:00 pm",448.833,460,29.4,14.3449,3.6
"Aug 7, 01:00 pm",603.36,606,31.1,24.2034,3.6
"Aug 7, 02:00 pm",653.797,657,32.2,37.4167,3.1
"Aug 7, 03:00 pm",212.285,221,27.2,51.4436,7.7
"Aug 7, 04:00 pm",181.477,197,27.2,65.7367,1.5
"Aug 7, 05:00 pm",34.9112,38,26.7,80.1067,3.1
"Aug 7, 06:00 pm",26.4424,31,25.6,93.0403,2.1
"Aug 7, 07:00 pm",0,0,25.6,0,2.1
"Aug 7, 08:00 pm",0,0,25,0,2.6
"Aug 7, 09:00 pm",0,0,25,0,1.5
"Aug 7, 10:00 pm",0,0,25,0,2.1
"Aug 7, 11:00 pm",0,0,25.6,0,0
"Aug 8, 12:00 am",0,0,25,0,1.5
"Aug 8, 01:00 am",0,0,25,0,0
"Aug 8, 02:00 am",0,0,23.9,0,2.1
"Aug 8, 03:00 am",0,0,23.9,0,2.1
"Aug 8, 04:00 am",0,0,23.3,0,2.1
"Aug 8, 05:00 am",14.7235,16,22.8,95.0495,1.5
"Aug 8, 06:00 am",90.1326,124,24.4,83.6672,3.6
"Aug 8, 07:00 am",274.595,314,26.1,69.2846,4.1
"Aug 8, 08:00 am",503.562,525,27.8,54.9412,2.6
"Aug 8, 09:00 am",705.041,707,28.3,40.7918,3.6
"Aug 8, 10:00 am",853.052,831,29.4,27.2236,2.6
"Aug 8, 11:00 am",860.586,832,31.1,15.8881,4.1
"Aug 8, 12:00 pm",894.19,863,31.1,14.0972,4.6
"Aug 8, 01:00 pm",831.322,809,31.7,24.0856,5.7
"Aug 8, 02:00 pm",748.724,742,32.2,37.3652,5.7
"Aug 8, 03:00 pm",551.129,561,31.7,51.4293,4.1
"Aug 8, 04:00 pm",348.058,384,31.1,65.7484,3.6
"Aug 8, 05:00 pm",118.191,152,29.4,80.1397,4.6
"Aug 8, 06:00 pm",23.8416,29,26.7,92.9799,3.6
"Aug 8, 07:00 pm",0,0,23.9,0,1.5
"Aug 8, 08:00 pm",0,0,22.2,0,0
"Aug 8, 09:00 pm",0,0,20.6,0,1.5
"Aug 8, 10:00 pm",0,0,20,0,0
"Aug 8, 11:00 pm",0,0,20,0,0
"Aug 9, 12:00 am",0,0,19.4,0,0
"Aug 9, 01:00 am",0,0,18.3,0,0
"Aug 9, 02:00 am",0,0,18.3,0,0
"Aug 9, 03:00 am",0,0,17.8,0,0
"Aug 9, 04:00 am",0,0,17.2,0,0
"Aug 9, 05:00 am",17.397,25,17.2,94.9589,0
"Aug 9, 06:00 am",97.1332,151,20,83.6409,0
"Aug 9, 07:00 am",320.393,371,24.4,69.2377,1.5
"Aug 9, 08:00 am",523.884,546,27.2,54.8704,2.1
"Aug 9, 09:00 am",724.685,723,29.4,40.689,3.1
"Aug 9, 10:00 am",860.36,837,30.6,27.069,3.6
"Aug 9, 11:00 am",923.377,886,31.1,15.637,3.6
"Aug 9, 12:00 pm",1007.29,966,31.1,13.8481,3.1
"Aug 9, 01:00 pm",879.92,851,31.1,23.9704,3.1
"Aug 9, 02:00 pm",720.289,707,31.1,37.3167,1.5
"Aug 9, 03:00 pm",513.502,524,30.6,51.4179,3.1
"Aug 9, 04:00 pm",312.784,340,31.7,65.7628,3.1
"Aug 9, 05:00 pm",114.299,144,28.9,80.1753,2.1
"Aug 9, 06:00 pm",24.5927,33,25.6,92.9195,0
"Aug 9, 07:00 pm",0,0,23.9,0,1.5
"Aug 9, 08:00 pm",0,0,21.7,0,1.5
"Aug 9, 09:00 pm",0,0,21.1,0,2.1
"Aug 9, 10:00 pm",0,0,20.6,0,1.5
"Aug 9, 11:00 pm",0,0,20,0,0
"Aug 10, 12:00 am",0,0,20,0,0
"Aug 10, 01:00 am",0,0,19.4,0,0
"Aug 10, 02:00 am",0,0,18.9,0,0
"Aug 10, 03:00 am",0,0,18.9,0,0
"Aug 10, 04:00 am",0,0,17.8,0,0
"Aug 10, 05:00 am",20.9348,25,18.9,94.866,2.1
"Aug 10, 06:00 am",75.9514,95,21.1,83.6124,0
"Aug 10, 07:00 am",311.241,359,24.4,69.1887,0
"Aug 10, 08:00 am",477.126,495,27.2,54.7976,3.1
"Aug 10, 09:00 am",705.834,700,29.4,40.5844,3.1
"Aug 10, 10:00 am",855.486,837,31.7,26.9125,3.6
"Aug 10, 11:00 am",912.126,877,32.2,15.3824,3.1
"Aug 10, 12:00 pm",953.631,916,31.7,13.5977,2.1
"Aug 10, 01:00 pm",785.08,754,32.8,23.8581,3.1
"Aug 10, 02:00 pm",736.815,720,33.3,37.2713,2.1
"Aug 10, 03:00 pm",547.499,554,33.3,51.4095,2.1
"Aug 10, 04:00 pm",366.099,401,32.8,65.7801,3.1
"Aug 10, 05:00 pm",137.947,184,31.1,80.2136,3.1
"Aug 10, 06:00 pm",18.6652,36,26.1,92.8591,2.1
"Aug 10, 07:00 pm",0,0,24.4,0,0
"Aug 10, 08:00 pm",0,0,23.3,0,0
"Aug 10, 09:00 pm",0,0,22.2,0,2.1
"Aug 10, 10:00 pm",0,0,22.2,0,0
"Aug 10, 11:00 pm",0,0,21.1,0,0
"Aug 11, 12:00 am",0,0,21.1,0,0
"Aug 11, 01:00 am",0,0,20.6,0,0
"Aug 11, 02:00 am",0,0,20.6,0,0
"Aug 11, 03:00 am",0,0,20.6,0,0
"Aug 11, 04:00 am",0,0,20,0,2.1
"Aug 11, 05:00 am",15.0326,23,20,94.7706,0
"Aug 11, 06:00 am",94.5214,147,22.2,83.5819,0
"Aug 11, 07:00 am",303.636,349,25.6,69.1376,2.1
"Aug 11, 08:00 am",553.323,574,28.9,54.7229,3.1
"Aug 11, 09:00 am",758.597,752,31.7,40.4781,2.6
"Aug 11, 10:00 am",853.839,829,32.8,26.7542,3.1
"Aug 11, 11:00 am",953.449,916,33.3,15.1245,3.1
"Aug 11, 12:00 pm",923.088,879,33.3,13.3465,2.1
"Aug 11, 01:00 pm",764.993,737,32.8,23.7488,3.1
"Aug 11, 02:00 pm",746.487,731,34.4,37.229,3.6
"Aug 11, 03:00 pm",576.798,584,33.9,51.404,3.1
"Aug 11, 04:00 pm",305.24,331,33.3,65.8002,2.6
"Aug 11, 05:00 pm",130.446,170,32.2,80.2546,2.6
"Aug 11, 06:00 pm",22.9377,38,27.2,92.7986,1.5
"Aug 11, 07:00 pm",0,0,25.6,0,0
"Aug 11, 08:00 pm",0,0,24.4,0,0
"Aug 11, 09:00 pm",0,0,23.3,0,0
"Aug 11, 10:00 pm",0,0,22.8,0,0
"Aug 11, 11:00 pm",0,0,22.2,0,2.1
"Aug 12, 12:00 am",0,0,23.3,0,0
"Aug 12, 01:00 am",0,0,23.9,0,2.1
"Aug 12, 02:00 am",0,0,23.9,0,3.1
"Aug 12, 03:00 am",0,0,23.9,0,3.6
"Aug 12, 04:00 am",0,0,22.8,0,0
"Aug 12, 05:00 am",9.21857,10,23.3,94.6729,2.1
"Aug 12, 06:00 am",91.3971,127,24.4,83.5491,0
"Aug 12, 07:00 am",306.07,346,27.2,69.0846,0
"Aug 12, 08:00 am",556.615,575,29.4,54.6464,1.5
"Aug 12, 09:00 am",761.264,753,32.2,40.3701,1.5
"Aug 12, 10:00 am",900.473,878,33.3,26.5944,3.1
"Aug 12, 11:00 am",988.426,955,33.3,14.8634,2.6
"Aug 12, 12:00 pm",917.863,876,35,13.0947,4.1
"Aug 12, 01:00 pm",891.969,858,35.6,23.6429,4.1
"Aug 12, 02:00 pm",803.687,786,35,37.19,3.1
"Aug 12, 03:00 pm",603.034,611,35,51.4015,3.1
"Aug 12, 04:00 pm",367.272,401,33.9,65.8231,3.1
"Aug 12, 05:00 pm",139.302,189,32.2,80.2983,3.6
"Aug 12, 06:00 pm",21.4098,38,30,92.7381,2.6
"Aug 12, 07:00 pm",0,0,27.2,0,3.1
"Aug 12, 08:00 pm",0,0,26.1,0,1.5
"Aug 12, 09:00 pm",0,0,26.1,0,2.1
"Aug 12, 10:00 pm",0,0,26.7,0,3.1
"Aug 12, 11:00 pm",0,0,23.9,0,2.1
"Aug 13, 12:00 am",0,0,23.9,0,0
"Aug 13, 01:00 am",0,0,22.8,0,0
"Aug 13, 02:00 am",0,0,22.2,0,0
"Aug 13, 03:00 am",0,0,22.8,0,3.1
"Aug 13, 04:00 am",0,0,22.8,0,3.1
"Aug 13, 05:00 am",13.8201,16,21.7,94.5729,3.1
"Aug 13, 06:00 am",93.1591,132,24.4,83.5144,3.1
"Aug 13, 07:00 am",300.737,339,26.1,69.0297,3.6
"Aug 13, 08:00 am",543.185,557,28.3,54.5682,2.1
"Aug 13, 09:00 am",753.65,740,31.1,40.2606,3.1
"Aug 13, 10:00 am",903.262,868,32.8,26.4331,2.6
"Aug 13, 11:00 am",935.435,894,34.4,14.5995,2.6
"Aug 13, 12:00 pm",960.866,912,35.6,12.8426,2.1
"Aug 13, 01:00 pm",874.413,841,35.6,23.5405,5.2
"Aug 13, 02:00 pm",734.504,714,36.1,37.1544,3.1
"Aug 13, 03:00 pm",467.124,477,35.6,51.4021,3.1
"Aug 13, 04:00 pm",311.999,337,35,65.8488,3.1
"Aug 13, 05:00 pm",125.565,158,33.3,80.3445,2.1
"Aug 13, 06:00 pm",22.0928,26,30.6,92.6775,4.6
"Aug 13, 07:00 pm",0,0,27.8,0,2.6
"Aug 13, 08:00 pm",0,0,26.1,0,1.5
"Aug 13, 09:00 pm",0,0,25.6,0,1.5
"Aug 13, 10:00 pm",0,0,26.7,0,4.6
"Aug 13, 11:00 pm",0,0,26.1,0,3.6
"Aug 14, 12:00 am",0,0,25,0,3.1
"Aug 14, 01:00 am",0,0,25,0,4.1
"Aug 14, 02:00 am",0,0,25,0,4.1
"Aug 14, 03:00 am",0,0,25,0,3.1
"Aug 14, 04:00 am",0,0,24.4,0,3.6
"Aug 14, 05:00 am",15.4452,19,24.4,94.4706,3.6
"Aug 14, 06:00 am",101.088,142,25.6,83.4775,2.1
"Aug 14, 07:00 am",300.866,336,27.2,68.9729,2.6
"Aug 14, 08:00 am",477.794,489,30,54.4883,2.6
"Aug 14, 09:00 am",726.394,712,31.7,40.1497,3.6
"Aug 14, 10:00 am",869.619,833,33.3,26.2706,2.6
"Aug 14, 11:00 am",933.741,884,35,14.3327,3.6
"Aug 14, 12:00 pm",931.31,882,35.6,12.5907,2.6
"Aug 14, 01:00 pm",799.506,767,35.6,23.4418,2.6
